bill_id,term,session,title,long_title,subjects,commem
HB0143,2023_2024,135,Enact the Ohio Safe Homes Act,"To amend sections 3767.01, 3767.05, 4301.74, 5321.02, and 5747.98 and to enact sections 5321.172 and 5747.35 of the Revised Code  to allow a tenant to terminate a rental agreement if the tenant is a victim of a specified crime and to authorize an income tax credit for landlords who rented to such tenants and to name this act the Ohio Safe Homes Act.",Housing and Real Property; Housing and Real Property : Landlords and Tenants; Taxation,0
HB0144,2023_2024,135,Allow an August special election for certain purposes,To amend section 3501.022 of the Revised Code to allow a special election to be held in August for certain purposes and to make an appropriation.,Elections; Finance and Appropriations,0
HB0145,2023_2024,135,Expand political subdivision joint purchasing authority,To amend section 9.48 of the Revised Code to expand political subdivision joint purchasing authority to expressly include purchases for construction services.,State and Local Government : Local Government,0
HB0146,2023_2024,135,Establish a SERS contribution based benefit cap,To enact section 3309.363 of the Revised Code to establish a contribution based benefit cap in calculating a School Employees Retirement System member's retirement benefit.,Retirement; State and Local Government : Public Officials and Employees,0
HB0147,2023_2024,135,"Regards teacher licensure revocation, hiring practices, conduct","To amend sections 109.57, 121.086, 3310.41, 3310.52, 3310.58, 3313.5319, 3319.31, 3319.313, and 5104.013 to enact sections 3310.582 and 3313.5313 of the Revised Code and to amend Section 265.330 of H.B. 33 of the 135th General Assembly to make changes to the education law regarding teacher licensure, hiring, conduct, professional development stipends, interscholastic athletics, school-event ticket pricing, school funding calculations, special needs scholarship program service providers, background checks for private before and after school care program staff, and the High School Financial Literacy Fund; and to amend the version of section 5104.013 of the Revised Code that is scheduled to take effect on January 1, 2025, to continue the changes on and after that date.",Education; Education : Primary and Secondary Education,0
HB0148,2023_2024,135,Require sexual motivation for criminal child enticement offense,To amend sections 2905.05 and 2950.01 of the Revised Code to require that a person act with a sexual motivation to commit the offense of criminal child enticement.,"Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Sex Offenses",0
HB0149,2023_2024,135,Regards use of an uncrewed aerial vehicle for surveillance,"To enact sections 4561.60, 4561.61, 4561.62, 4561.63, and 4561.64 of the Revised Code to establish requirements related to the use of an unmanned aerial vehicle by law enforcement.","Crimes, Corrections, and Law Enforcement; State and Local Government; Transportation; Transportation : Air and Rail Transport",0
HB0150,2023_2024,135,Prohibit rental discrimination based on lawful source of income,To amend sections 4112.01 and 4112.02 of the Revised Code to prohibit discrimination in rental housing based on lawful source of income.,Courts and Civil Law : Civil Law; Housing and Real Property,0
HB0151,2023_2024,135,Enact Ohio Higher Education Enhancement Act,"To amend sections 3345.45, 4117.14, and 4117.15 and to enact sections 1713.57, 3333.0419, 3345.029, 3345.0216, 3345.0217, 3345.0219, 3345.382, 3345.451, 3345.452, 3345.453, 3345.591, 3345.80, and 3345.87 of the Revised Code to enact the Ohio Higher Education Enhancement Act regarding the operation of state institutions of higher education.",Education; Education : Higher Education,0
HB0152,2023_2024,135,Enact Madeline's Law regarding hearing aid coverage,To enact section 3902.63 of the Revised Code to require health plan issuers to cover hearing aids and related services for persons twenty-one years of age and younger and to name this act Madeline's Law.,Commerce : Insurance; Health and Human Services : Health Care,0,"enacting law for hearing aids
HB0153,2023_2024,135,Specify which abandoned land is subject to expedited foreclosure,"To amend sections 323.71, 323.78, and 5721.20 of the Revised Code to limit which abandoned land may be subject to certain expedited foreclosure proceedings.",Housing and Real Property; Taxation,0
HB0154,2023_2024,135,Regards employment conditions for certain registered nurses,"To amend sections 3727.50, 3727.51, 3727.52, and 3727.53 and to enact sections 3727.81, 3727.82, 3727.83, 3727.84, 3727.85, 3727.86, 3727.87, 3727.88, 3727.89, and 3727.90 of the Revised Code regarding staffing ratios and other employment conditions for registered nurses employed by hospitals.",Employment; Health and Human Services : Health Care,0
HB0155,2023_2024,135,Exclude central bank digital currencies as money under the UCC,To amend section 1301.201 of the Revised Code to exclude central bank digital currencies from being treated as money under the Ohio Uniform Commercial Code.,Commerce; Commerce : Consumer Finance; Commerce : Financial Institutions; Commerce : Securities; Commerce : Uniform Commercial Code; State and Local Government : State Government,0
HB0156,2023_2024,135,Regards physician-administered drugs,To amend section 3902.50 and to enact section 3902.63 of the Revised Code to amend the law related to physician-administered drugs.,Commerce : Insurance; Health and Human Services : Health Care,0
HB0157,2023_2024,135,Create the Bureau of Hate Crimes in the Attorney General's Office,To enact sections 109.50 and 109.96 of the Revised Code to create the Bureau of Hate Crimes in the Office of the Attorney General and to authorize the Attorney General to prosecute hate crimes.,"Crimes, Corrections, and Law Enforcement",0
HB0158,2023_2024,135,Regards the regulation of cosmetologists and barbers,"To amend sections 2925.01, 3333.26, 3937.41, 4709.01, 4709.07, 4709.08, 4709.09, 4709.11, 4709.12, 4709.14, 4709.99, 4713.01, 4713.02, 4713.06, 4713.07, 4713.071, 4713.08, 4713.081, 4713.09, 4713.10, 4713.14, 4713.141, 4713.16, 4713.17, 4713.25, 4713.28, 4713.30, 4713.31, 4713.34, 4713.35, 4713.37, 4713.39, 4713.41, 4713.46, 4713.49, 4713.55, 4713.56, 4713.58, 4713.59, 4713.60, 4713.61, 4713.62, 4713.63, 4713.64, 4713.641, 4713.66, 4713.69, 4713.99, and 4973.17; to enact new sections 4709.02, 4709.03, 4709.05, 4709.10, 4709.13, 4713.44, and 4713.45 and sections 4709.031, 4709.051, 4709.071, 4709.072, 4709.073, 4709.091, 4709.111, 4709.112, 4713.33, and 4713.331; and to repeal sections 4709.02, 4709.03, 4709.05, 4709.10, 4709.13, 4709.23, 4713.26, 4713.36, 4713.44, and 4713.45 of the Revised Code to make changes to the law governing the regulation of cosmetologists and barbers, to enter into the Cosmetology Licensure Compact, and to revise the law governing hospital police officer commissions.","Education; Occupational Licensing and Regulation; State and Local Government : State Government; Crimes, Corrections, and Law Enforcement : Law Enforcement",0
HB0159,2023_2024,135,Regards applied behavior analysis - certain children with autism,"To enact section 5162.137 of the Revised Code to require data collection, reporting, and outreach regarding applied behavior analysis for children with autism who are Medicaid enrollees.",Health and Human Services : Medicaid,0
HB0160,2023_2024,135,Regards limitations imposed by health insurers on dental care,"To amend sections 1751.85, 1753.09, 3901.21, 3923.86, 3963.01, 3963.02, 3963.03, and 4715.30 of the Revised Code regarding limitations imposed by health insurers on dental care services.",Commerce : Insurance,0
HB0161,2023_2024,135,Eliminate spousal exceptions for certain sex offenses,"To amend sections 2907.02, 2907.03, 2907.04, 2907.05, 2907.06, 2907.07, and 2945.42 of the Revised Code to eliminate the spousal exceptions for the offenses of rape, sexual battery, unlawful sexual conduct with a minor, gross sexual imposition, sexual imposition, and importuning and to permit a person to testify against the person's spouse in a prosecution for any of those offenses.","Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment",0
HB0162,2023_2024,135,Make specified day and week designations relating to agriculture,"To enact sections 5.2410, 5.2411, 5.2412, and 5.2413 of the Revised Code to make specified day and week designations relating to agriculture.",Agriculture; Special Designations,1
HB0163,2023_2024,135,Exclude central bank digital currencies as money under the UCC,To amend section 1301.201 of the Revised Code to exclude central bank digital currencies from being treated as money under the Ohio Uniform Commercial Code.,Commerce; Commerce : Consumer Finance; Commerce : Financial Institutions; Commerce : Uniform Commercial Code; State and Local Government : State Government,0
HB0164,2023_2024,135,Establish Foster-to-College Scholarship Program,"To enact sections 3301.95 and 3333.89 of the Revised Code to establish the Foster-to-College Scholarship Program, to require the Department of Education and Workforce to hire a full-time school foster care liaison, and to make an appropriation for the Foster-to-College Scholarship Program.",Education; Education : Higher Education; Education : Primary and Secondary Education,0
HB0165,2023_2024,135,Designate Representative Kris Jordan Memorial Highway,"To enact section 5534.503 of the Revised Code to designate a portion of State Route 36 in Delaware County as the ""Representative Kris Jordan Memorial Highway.""",Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,1
HB0166,2023_2024,135,Subject foreign temporary ag workers to municipal income taxes,To amend sections 718.01 and 718.03 of the Revised Code to subject foreign temporary agricultural workers to municipal income taxes and to modify the withholding rules for such workers.,State and Local Government : Local Government; Taxation,0
HB0167,2023_2024,135,Modify chief of police and certain advanced officer training,"To amend section 109.804 and to enact section 109.791 of the Revised Code to modify the requirements for chief of police training and to allow advanced training for officers at or above the rank of sergeant and to amend the version of section 109.804 of the Revised Code that is scheduled to take effect December 29, 2023, to continue the change on and after that date.",Occupational Licensing and Regulation; State and Local Government : Local Government,0
HB0168,2023_2024,135,Enact Ohio Adult Use Act; levy a tax,"To amend sections 109.572, 2925.02, 2925.03, 2925.04, 2925.11, 2925.12, 2925.14, 2925.36, 2925.38, 3796.01, 3796.02, 3796.03, 3796.032, 3796.05, 3796.06, 3796.061, 3796.07, 3796.08, 3796.09, 3796.10, 3796.11, 3796.12, 3796.13, 3796.14, 3796.15, 3796.16, 3796.17, 3796.18, 3796.19, 3796.20, 3796.21, 3796.22, 3796.23, 3796.24, 3796.27, 3796.28, 3796.29, 3796.30, 4123.34, 4510.17, 4729.24, 4729.75, 4729.772, 4729.80, 4729.84, 4729.85, 4729.86, 4731.30, 4731.301, 4776.01, 5739.01, 5739.02, 5739.021, 5739.023, 5739.026, 5739.21, 5741.01, 5741.02, 5741.021, 5741.022, 5741.023, and 5741.03; to enact sections 2953.40, 3796.32, 3796.35, 3796.99, 4743.11, and 5739.214; and to repeal sections 2925.141, 3796.021, 3796.031, 3796.04, 4729.771, and 4731.302 of the Revised Code to enact the Ohio Adult Use Act and to levy a tax.","Commerce; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Health and Human Services",0
