bill_number,term,bill_type,intro_date,primary_sponsor,cosponsors,title,summary,approp_bill,veto,partial_veto,companion,bill_url
SB5763,2023-2024,Bill,2023-03-23,"Liias, Marko","King, Curtis; Shewmake, Sharon; Holy, Jeff",AN ACT Relating to increasing existing bond authority for 2015 connecting Washington projects and improvements;,Increasing existing bond authority for 2015 connecting Washington projects and improvements.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5763
SB5764,2023-2024,Bill,2023-03-27,"Robinson, June","Muzzall, Ron; Boehnke, Matt; Braun, John; Cleveland, Annette; Dhingra, Manka; Mullet, Mark; Randall, Emily; Van De Wege, Kevin; Wagoner, Keith; Warnick, Judy",AN ACT Relating to the hospital safety net program;,Concerning the hospital safety net program.,false,false,false,HB1850,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5764
SB5765,2023-2024,Bill,2023-03-29,"Liias, Marko","King, Curtis; Cleveland, Annette; Holy, Jeff",AN ACT Relating to tolling authorization for the Interstate 5 bridge replacement project;,Addressing tolling authorization for the Interstate 5 bridge replacement project.,false,false,false,HB1852,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5765
SB5766,2023-2024,Bill,2023-04-03,"Mullet, Mark","Nguyen, Joe",AN ACT Relating to improving the administrability of emissions exemptions and business practices under the climate commitment act;,Improving the administrability of emissions exemptions and business practices under the climate commitment act.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5766
SB5767,2023-2024,Bill,2023-04-04,"Randall, Emily","Rolfes, Christine; Frame, Noel; Hasegawa, Bob; Nobles, T'wina; Robinson, June; Stanford, Derek; Trudeau, Yasmin; Valdez, Javier; Wellman, Lisa; Wilson, Claire",AN ACT Relating to funding health care access by imposing an excise tax on the annual compensation paid to certain highly compensated hospital employees;,Funding health care access by imposing an excise tax on the annual compensation paid to certain highly compensated hospital employees.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5767
SB5768,2023-2024,Bill,2023-04-05,"Keiser, Karen","Dhingra, Manka; Cleveland, Annette; Frame, Noel; Hunt, Sam; Kuderer, Patty; Lovelett, Liz; Nobles, T'wina; Pedersen, Jamie; Randall, Emily; Robinson, June; Stanford, Derek; Trudeau, Yasmin; Valdez, Javier; Wellman, Lisa; Wilson, Claire","AN ACT Relating to protecting access to abortion medications by authorizing the department of corrections to acquire, sell, deliver, distribute, and dispense abortion medications;","Protecting access to abortion medications by authorizing the department of corrections to acquire, sell, deliver, distribute, and dispense abortion medications.",false,false,false,HB1854,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5768
SB5769,2023-2024,Bill,2023-04-07,"Mullet, Mark",,"AN ACT Relating to the price ceiling under chapter 70A.65 RCW, the climate commitment act;","Concerning the price ceiling under chapter 70A.65 RCW, the climate commitment act.",false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5769
SB5770,2023-2024,Bill,2023-04-12,"Pedersen, Jamie","Van De Wege, Kevin; Robinson, June; Dhingra, Manka; Nguyen, Joe; Wellman, Lisa; Keiser, Karen; Valdez, Javier; Saldaña, Rebecca; Hunt, Sam; Salomon, Jesse; Cleveland, Annette; Wilson, Claire; Stanford, Derek; Lovick, John; Hasegawa, Bob; Trudeau, Yasmin; Liias, Marko",AN ACT Relating to state and local property tax reform;,Providing state and local property tax reform.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5770
SB5771,2023-2024,Bill,2023-04-21,"Mullet, Mark","Braun, John",AN ACT Relating to providing consumer relief for the climate commitment act;,Providing consumer relief for the climate commitment act.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5771
SB5772,2023-2024,Bill,2023-04-21,"Wilson, Lynda","Braun, John; MacEwen, Drew; Rivers, Ann; Dozier, Perry; Boehnke, Matt; Schoesler, Mark; Torres, Nikki; McCune, Jim; Fortunato, Phil; Wagoner, Keith; Gildon, Chris; Padden, Mike; Short, Shelly; King, Curtis; Warnick, Judy; Muzzall, Ron; Holy, Jeff; Hawkins, Brad; Wilson, Jeff",AN ACT Relating to requiring the state building code council to amend the state energy code to comply with the energy policy and conservation act;,Requiring the state building code council to amend the state energy code to comply with the energy policy and conservation act.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5772
SB5773,2023-2024,Bill,2024-01-08,"Torres, Nikki","Braun, John; Dozier, Perry; Kuderer, Patty; Warnick, Judy; Wilson, Jeff",AN ACT Relating to public defense services;,Concerning public defense services.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5773
SB5774,2023-2024,Bill,2024-01-08,"Billig, Andy","Hawkins, Brad; Wilson, Claire; Wellman, Lisa; Dozier, Perry; Frame, Noel; Kuderer, Patty; Lovick, John; Mullet, Mark; Nguyen, Joe; Nobles, T'wina; Padden, Mike; Salomon, Jesse; Shewmake, Sharon",AN ACT Relating to increasing the capacity to conduct timely fingerprint-based background checks for prospective child care employees and other programs;,Increasing the capacity to conduct timely fingerprint-based background checks for prospective child care employees and other programs.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5774
SB5775,2023-2024,Bill,2024-01-08,"Keiser, Karen","Cleveland, Annette; Randall, Emily; Van De Wege, Kevin; Conway, Steve; Dhingra, Manka; Kauffman, Claudia; Hasegawa, Bob; Kuderer, Patty; Mullet, Mark; Nguyen, Joe; Nobles, T'wina; Salomon, Jesse; Stanford, Derek; Wellman, Lisa",AN ACT Relating to cost-sharing requirements for prescription epinephrine autoinjectors;,Concerning cost-sharing requirements for prescription epinephrine autoinjectors.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5775
SB5776,2023-2024,Bill,2024-01-08,"Keiser, Karen","Cleveland, Annette; Randall, Emily; Van De Wege, Kevin; Conway, Steve; Dhingra, Manka; Kauffman, Claudia; Hasegawa, Bob; Hunt, Sam; Kuderer, Patty; Lovick, John; Mullet, Mark; Nguyen, Joe; Nobles, T'wina; Salomon, Jesse; Stanford, Derek; Valdez, Javier; Wilson, Claire",AN ACT Relating to accessing an emergency supply of insulin;,Accessing an emergency supply of insulin.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5776
SB5777,2023-2024,Bill,2024-01-08,"Keiser, Karen","Conway, Steve; Lovick, John; Valdez, Javier; Trudeau, Yasmin; Shewmake, Sharon; Randall, Emily; Van De Wege, Kevin; Dhingra, Manka; Stanford, Derek; Hasegawa, Bob; Nguyen, Joe; Hunt, Sam; Kauffman, Claudia; Liias, Marko; Frame, Noel; Kuderer, Patty; Nobles, T'wina; Pedersen, Jamie; Salomon, Jesse; Wilson, Claire",AN ACT Relating to unemployment insurance benefits for striking or lockout workers;,Concerning unemployment insurance benefits for striking or lockout workers.,false,false,false,HB1893,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5777
SB5778,2023-2024,Bill,2024-01-08,"Keiser, Karen","Lovick, John; Conway, Steve; Trudeau, Yasmin; Stanford, Derek; Randall, Emily; Shewmake, Sharon; Dhingra, Manka; Van De Wege, Kevin; Nguyen, Joe; Valdez, Javier; Kauffman, Claudia; Hasegawa, Bob; Lovelett, Liz; Liias, Marko; Frame, Noel; Hunt, Sam; Cleveland, Annette; Kuderer, Patty; Nobles, T'wina; Salomon, Jesse; Wilson, Claire",AN ACT Relating to protecting the rights of workers exercising their right to refrain from attending meetings or listening to their employer's speech on political or religious matters;,Protecting the rights of workers to refrain from attending meetings or listening to their employer's speech on political or religious matters.,false,false,false,HB1940,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5778
SB5779,2023-2024,Bill,2024-01-08,"Wilson, Jeff","Frame, Noel; Braun, John; Valdez, Javier; Gildon, Chris; Lovick, John; Padden, Mike; Fortunato, Phil; Wilson, Lynda; Wagoner, Keith; Boehnke, Matt; Dozier, Perry; Keiser, Karen; McCune, Jim; Mullet, Mark; Nobles, T'wina; Warnick, Judy",AN ACT Relating to the public records exemptions accountability committee;,Concerning the public records exemptions accountability committee.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5779
SB5780,2023-2024,Bill,2024-01-08,"Torres, Nikki","Dhingra, Manka; Padden, Mike; Boehnke, Matt; Wilson, Lynda; Braun, John; Frame, Noel; Hasegawa, Bob; Kuderer, Patty; Lovick, John; Mullet, Mark; Nguyen, Joe; Warnick, Judy; Wilson, Jeff",AN ACT Relating to expanding training opportunities for public defense;,Expanding training opportunities for public defense.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5780
SB5781,2023-2024,Bill,2024-01-08,"Torres, Nikki","Dhingra, Manka; Padden, Mike; Boehnke, Matt; Wilson, Lynda; Braun, John; Frame, Noel; Kuderer, Patty; Lovick, John; Mullet, Mark; Nguyen, Joe; Nobles, T'wina; Shewmake, Sharon; Warnick, Judy; Wilson, Claire; Wilson, Jeff",AN ACT Relating to establishing a law student rural public defense program;,Establishing a law student rural public defense program.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5781
SB5782,2023-2024,Bill,2024-01-08,"Torres, Nikki","Braun, John; Kuderer, Patty; Wilson, Jeff",AN ACT Relating to evaluation of the provision of right to counsel services;,Evaluating the provision of right to counsel services.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5782
SB5783,2023-2024,Bill,2024-01-08,"Mullet, Mark","Van De Wege, Kevin; Conway, Steve; Cleveland, Annette",AN ACT Relating to mitigating the consumer impacts of the climate commitment act by creating greater administrability of emissions exemptions and improving the transparency and business practices under the act;,Mitigating the consumer impacts of the climate commitment act by creating greater administrability of emissions exemptions and improving the transparency and business practices under the act.,false,false,false,HB1887,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5783
SB5784,2023-2024,Bill,2024-01-08,"Van De Wege, Kevin","Muzzall, Ron; Mullet, Mark; Nobles, T'wina; Wagoner, Keith; Warnick, Judy",AN ACT Relating to deer and elk damage to commercial crops;,Concerning deer and elk damage to commercial crops.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5784
SB5785,2023-2024,Bill,2024-01-08,"Warnick, Judy","Shewmake, Sharon; Liias, Marko; Mullet, Mark; Nobles, T'wina; Saldaña, Rebecca; Van De Wege, Kevin",AN ACT Relating to department of fish and wildlife authority with regard to certain nonprofit and volunteer organizations;,Concerning department of fish and wildlife authority with regard to certain nonprofit and volunteer organizations.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5785
SB5786,2023-2024,Bill,2024-01-08,"Pedersen, Jamie","Padden, Mike; Mullet, Mark; Nobles, T'wina; Salomon, Jesse",AN ACT Relating to making updates to the Washington business corporation act;,Making updates to the Washington business corporation act.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5786
SB5787,2023-2024,Bill,2024-01-08,"Pedersen, Jamie","Padden, Mike; Mullet, Mark; Nobles, T'wina; Salomon, Jesse",AN ACT Relating to the uniform electronic estate planning documents act;,Enacting the uniform electronic estate planning documents act.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5787
SB5788,2023-2024,Bill,2024-01-08,"Pedersen, Jamie","Wagoner, Keith; Kuderer, Patty; Mullet, Mark; Saldaña, Rebecca",AN ACT Relating to accessibility for service animals in training;,Concerning service animal training.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5788
SB5789,2023-2024,Bill,2024-01-08,"Mullet, Mark","Schoesler, Mark; Dozier, Perry; Nobles, T'wina; Pedersen, Jamie; Torres, Nikki",AN ACT Relating to the sales and use tax for school construction assistance program capital projects;,Concerning the sales and use tax for school construction assistance program capital projects.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5789
ESB5790,2023-2024,Bill,2024-01-08,"Dhingra, Manka","Wellman, Lisa; Kuderer, Patty; Nobles, T'wina; Trudeau, Yasmin; Hunt, Sam; Fortunato, Phil; Hasegawa, Bob; Lovick, John; Saldaña, Rebecca; Stanford, Derek; Valdez, Javier; Van De Wege, Kevin; Wilson, Claire",AN ACT Relating to bleeding control equipment in schools;,Concerning bleeding control equipment in schools. (REVISED FOR ENGROSSED: Concerning medical equipment in schools. ),false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=5790
