bill_id,session,LC_num,status,rev_impact,fiscal_impact,keywords,chapter_num,vetoed,primary_sponsors,cosponsors,by_request,description,summary,bill_url
HB2072,2023R1,1587,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",corporate taxation,,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Requires Legislative Revenue Officer to study corporate excise and income tax system.,"Requires Legislative Revenue Officer to study corporate excise and income tax system. Directs Legislative Revenue Officer to submit findings to interim committees of Legislative Assembly related to revenue not later than September 15, 2023.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2072
HB2073,2023R1,1588,Chapter Number Assigned,Revenue impact issued,Has minimal fiscal impact,the corporate activity tax; and prescribing an effective date,397,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),"Provides that if due date of corporate activity tax return falls on Saturday, Sunday or legal holiday, return is due on next business day.","<i>Requires Legislative Revenue Officer to study corporate activity tax. Directs Legislative Revenue Officer to submit findings to interim committees of Legislative Assembly related to revenue not later than September 15, 2024.</i>] <b>Provides that if due date of corporate activity tax return falls on Saturday, Sunday or legal holiday, return is due on next business day. Removes good cause requirement for discretionary extension of time to make corporate activity tax payment. Applies to tax years beginning on or after January 1, 2023. Adds processor to types of entities from which taxpayer engaged in farming operation may obtain certification stating percentage of in-state agricultural commodity sold to entity, in order to determine taxpayer's commercial activity for purposes of corporate activity tax. Exempts from commercial activity cost paid by dealer for item of precious metal. Applies to all tax years beginning on or after January 1, 2024. Takes effect on 91st day following adjournment sine die.</b>",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2073
HB2074,2023R1,1592,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",connection to federal tax law; prescribing an effective date,,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Updates connection date to federal Internal Revenue Code and other provisions of federal tax law.,Updates connection date to federal Internal Revenue Code and other provisions of federal tax law. Takes effect on 91st day following adjournment sine die.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2074
HB2075,2023R1,1629,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",a tax credit for certified Opportunity Grant contributions,,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Extends sunset for credit for certified Opportunity Grant contributions.,Extends sunset for credit for certified Opportunity Grant contributions.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2075
HB2076,2023R1,1630,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",tax credits for fish screening devices,,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Extends sunset for tax credit for fish screening devices.,Extends sunset for tax credit for fish screening devices.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2076
HB2077,2023R1,1631,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",a tax credit for affordable housing lenders,,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Extends sunset for tax credit for affordable housing lenders.,Extends sunset for tax credit for affordable housing lenders.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2077
HB2078,2023R1,1632,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",tax credits for agriculture workforce housing,,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Extends sunset for tax credits for owner or operator of agriculture workforce housing.,Extends sunset for tax credits for owner or operator of agriculture workforce housing.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2078
HB2079,2023R1,1634,House Desk - Vetoed,No revenue impact,Fiscal impact issued,historic property,,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Requires Legislative Revenue Officer to study potential of implementing tax credit and direct grant program to encourage preservation of historic property.,"Requires Legislative Revenue Officer to study potential of implementing tax credit and direct grant program to encourage preservation of historic property. Directs officer to submit report of findings, with recommendations for legislation, to interim committees of Legislative Assembly related to revenue not later than September 15, 2024.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2079
HB2080,2023R1,1638,Chapter Number Assigned,Revenue impact issued,Has minimal fiscal impact,the property tax system; and prescribing an effective date,398,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Extends sunset dates of various property tax exemption programs.,"<i>Requires Legislative Revenue Officer to study property taxation. Directs officer to submit report of findings, including recommendations for legislation, to interim committees of Legislative Assembly related to revenue not later than September 15, 2024.</i>] <b>Extends sunset dates of various property tax exemption programs. Removes provisions of property tax exemption for community solar projects that restrict exemption to proportion owned by residential customers or leased by residential subscribers. Expands property tax exemption for food processing machinery and equipment to include machinery and equipment used to process meat and wild game. Authorizes city or county to administratively approve or terminate property tax exemption for multiple-unit housing project. Authorizes city or county to exempt from property tax entire structure of multiple-unit housing converted from other use. Extends low income rental housing property tax exemption to housing units owned by limited equity cooperative corporations. Authorizes city or county to establish schedule in which, for 10 years, percentage of property tax exemption granted to affordable multiunit rental housing increases directly with percentage of units rented to households with annual income at or below 120 percent of area median income. Allows surviving spouse of disabled veteran to continue homestead property tax exemption without filing new claim. Takes effect on 91st day following adjournment sine die.</b>",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2080
HB2081,2023R1,1643,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",the interdependence of the state and local tax systems in Oregon; prescribing an effective date,,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Requires Legislative Revenue Officer to study interdependence of state and local tax systems in Oregon.,"Requires Legislative Revenue Officer to study interdependence of state and local tax systems in Oregon. Directs officer to submit report of findings, with recommendations for legislation, to interim committees of Legislative Assembly related to revenue not later than September 15, 2024. Takes effect on 91st day following adjournment sine die.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2081
HB2082,2023R1,1673,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",state finance,,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Requires Legislative Revenue Officer to study state financial system.,"Requires Legislative Revenue Officer to study state financial system. Directs Legislative Revenue Officer to submit findings to interim committees of Legislative Assembly related to revenue not later than September 15, 2024.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2082
HB2083,2023R1,1684,Chapter Number Assigned,Revenue impact issued,Fiscal impact issued,revenue; and prescribing an effective date,399,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Extends sunsets for pass-through business alternative income tax and related personal income tax credit.,"<i>Requires Legislative Revenue Officer to study Oregon's tax system. Directs officer to submit report of findings, with recommendations for legislation, to interim committees of Legislative Assembly related to revenue not later than September 15, 2024.</i>] <b>Extends sunsets for pass-through business alternative income tax and related personal income tax credit.</b> Takes effect on 91st day following adjournment sine die.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2083
HB2084,2023R1,2251,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",the calculation of maximum assessed value; prescribing an effective date,,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),"Requires Legislative Revenue Officer to study calculation of maximum assessed value when taxable property becomes newly eligible for, or is disqualified from, exemption or special assessment program.","Requires Legislative Revenue Officer to study calculation of maximum assessed value when taxable property becomes newly eligible for, or is disqualified from, exemption or special assessment program. Directs officer to submit report, in manner provided in ORS 192.245, to interim committees of Legislative Assembly related to revenue not later than December 15, 2023. Takes effect on 91st day following adjournment sine die.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2084
HB2085,2023R1,1257,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",premium costs,,False,Rep Javadi,,,Changes name of Health Care Cost Growth Target program to Premium Cost Growth Target program.,Changes name of Health Care Cost Growth Target program to Premium Cost Growth Target program. Restricts scope of program to reducing growth in premium costs.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2085
HB2086,2023R1,2260,Chapter Number Assigned,No revenue impact,Fiscal impact issued,property tax assessment; and prescribing an effective date,231,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Allows correction of maximum assessed value due to new property or new improvements to property erroneously added to tax roll for current tax year and up to five preceding tax years.,Allows correction of maximum assessed value due to new property or new improvements to property erroneously added to tax roll for current tax year and up to five preceding tax years. Requires annual tax statement to include <i>notice in cases of increase of more than three percent of property's assessed value and reason for increase</i>] <b>information about contacting county assessor if property's assessed value increased more than three percent over prior tax year</b>. Makes correction of certain errors on assessment and tax roll mandatory. Takes effect on 91st day following adjournment sine die.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2086
HB2087,2023R1,2262,Chapter Number Assigned,Revenue impact issued,No fiscal impact,forest products harvest taxation; prescribing an effective date; and providing for revenue raising that requires approval by a three-fifths majority,491,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Extends biennial privilege taxes on merchantable forest products harvested on forestlands.,Extends biennial privilege taxes on merchantable forest products harvested on forestlands. Takes effect on 91st day following adjournment sine die.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2087
HB2088,2023R1,2265,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",the administration of the property tax laws; prescribing an effective date,,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Directs county treasurer to withhold three percent of all property tax moneys for use by county for administration of property tax laws.,Directs county treasurer to withhold three percent of all property tax moneys for use by county for administration of property tax laws. Appropriates moneys from General Fund to Department of Revenue for deposit in County Assessment Function Funding Assistance Account. Takes effect on 91st day following adjournment sine die.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2088
HB2089,2023R1,2303,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",marijuana revenue; prescribing an effective date,,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Directs Department of Revenue to transfer specified amount of moneys from Oregon Marijuana Account to cities and counties in this state and to State Police Account.,Directs Department of Revenue to transfer specified amount of moneys from Oregon Marijuana Account to cities and counties in this state and to State Police Account. Takes effect on 91st day following adjournment sine die.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2089
HB2090,2023R1,2306,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",the taxation of heavy equipment; prescribing an effective date,,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Requires Legislative Revenue Officer to study heavy equipment rental tax and ad valorem property taxes from which heavy equipment subject to rental tax is exempt.,"Requires Legislative Revenue Officer to study heavy equipment rental tax and ad valorem property taxes from which heavy equipment subject to rental tax is exempt. Directs officer to submit report of findings, with recommendations for legislation, to interim committees of Legislative Assembly related to revenue not later than September 15, 2024. Takes effect on 91st day following adjournment sine die.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2090
HB2091,2023R1,1259,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",Health Care Cost Growth Target program; declaring an emergency,,False,Rep Javadi; Rep Goodwin,Rep Diehl,,Delays penalties under Health Care Cost Growth Target program until 2026.,"Delays penalties under Health Care Cost Growth Target program until 2026. Sunsets January 2, 2027. Declares emergency, effective on passage.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2091
HB2092,2023R1,2449,In House Committee,Revenue impact issued,Has minimal fiscal impact,tax credit sunset provisions,,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Extends sunset provisions for various tax credits.,Extends sunset provisions for various tax credits.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2092
HB2093,2023R1,2450,Chapter Number Assigned,Revenue impact issued,No fiscal impact,tax credit applicability provisions; and prescribing an effective date,31,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Conforms applicability period for amendments to tax credit for certified film production development contributions to sunset applicable to credit.,Conforms applicability period for amendments to tax credit for certified film production development contributions to sunset applicable to credit. Takes effect on 91st day following adjournment sine die.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2093
HB2094,2023R1,3601,Chapter Number Assigned,No revenue impact,No fiscal impact,the correction of erroneous material in Oregon tax law; and prescribing an effective date,32,False,,,(at the request of House Interim Committee on Revenue for Representative Nancy Nathanson),Makes technical changes in Oregon statutes.,Makes technical changes in Oregon statutes. Takes effect on 91st day following adjournment sine die.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2094
HB2095,2023R1,1506,Chapter Number Assigned,Revenue impact issued,Has minimal fiscal impact,traffic safety,33,False,,,(at the request of Joint Committee on Transportation for League of Oregon Cities),Authorizes all cities to elect to operate photo radar if city pays costs of operating photo radar.,"Authorizes all cities to elect to operate photo radar if city pays costs of operating photo radar. Eliminates restriction on number of hours per day photo radar may be used in any one location. Expands authority of city to set designated speed for certain residential streets to speed that is up to 10 miles per hour lower than statutory speed, but not less than 20 miles per hour.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2095
HB2096,2023R1,2930,In House Committee,Revenue impact issued,Has minimal fiscal impact,transportation; prescribing an effective date,,False,,,"(at the request of Joint Committee on Transportation for Representative Susan McLain, former Senator Lee Beyer)","Removes tiers, based on length of track or public ownership of railroad, that establish distinction between types of short line railroads for purposes of determining amount of tax credit allowed for rehabilitation of short line railroad.","<i>Requires Department of Transportation to study development of uniform standards for speed bump height and markings.</i>] <i>Sunsets January 2, 2025.</i>] <b>Removes tiers, based on length of track or public ownership of railroad, that establish distinction between types of short line railroads for purposes of determining amount of tax credit allowed for rehabilitation of short line railroad. Applies to tax years beginning on or after January 1, 2024, and before January 1, 2026. <b>Authorizes road authority, on its own highways, to allow person to drive vehicle otherwise not allowed on highways if person is driving vehicle in parade, with approval and under conditions imposed by road authority, and vehicle complies with federal and state size and weight limits. <b>Changes law related to highway cost allocation study. <b>Directs Oregon Department of Administrative Services to prepare and submit report that includes analysis of at least three most recent reported highway cost allocation studies and provide results to Joint Committee on Transportation no later than September 15, 2024. Sunsets January 2, 2025. <b>Takes effect on 91st day following adjournment sine die.</b>",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2096
HB2097,2023R1,2932,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",transportation,,False,,,"(at the request of Joint Committee on Transportation for Representative Susan McLain, former Senator Lee Beyer)",Requires Department of Transportation to study development of uniform standards for speed bump height and markings.,"Requires Department of Transportation to study development of uniform standards for speed bump height and markings. Sunsets January 2, 2025.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2097
HB2098,2023R1,2934,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",transportation,,False,,,"(at the request of Joint Committee on Transportation for Representative Susan McLain, former Senator Lee Beyer)",Requires Department of Transportation to study development of uniform standards for speed bump height and markings.,"Requires Department of Transportation to study development of uniform standards for speed bump height and markings. Sunsets January 2, 2025.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2098
HB2099,2023R1,2935,Chapter Number Assigned,Has minimal revenue impact,Fiscal impact issued,transportation; and prescribing an effective date,400,False,,,"(at the request of Joint Committee on Transportation for Representative Susan McLain, former Senator Lee Beyer)",Expands eligibility criteria for Safe Routes to School grants.,"<i>Requires Department of Transportation to study development of uniform standards for speed bump height and markings.</i>] <i>Sunsets January 2, 2025.</i>] <b>Expands eligibility criteria for Safe Routes to School grants. Eliminates minimum cash match for grants. Provides that Connect Oregon Fund grants may be awarded when there is minimum amount in fund to pay for grants. Provides exemptions related to requirements to obtain use fuel license. Defines ""liquefied petroleum gas."" Modifies conversion factors for compressed natural gas and propane. Changes small city allocation to specify that moneys may be used on roads for project elements required for compliance with federal or state law. Directs Department of Transportation to administer federal Drug and Alcohol Clearinghouse related to commercial driving privileges. Permits weighmaster or motor carrier enforcement officer who issued citation for offense to present evidence at trial instead of city or district attorney. Provides that inspection of vehicle dealers by department should be during normal business hours Monday through Friday. Modifies laws related to vehicle dealer certificates and plates. Modifies laws related to special interest registration plates. Allows department to designate law enforcement agencies to perform inspections of vehicle identification numbers. Deletes provision allowing voluntary reporting of odometer reading by person to department. Modifies and repeals laws related to commercial driver training schools. Modifies fees related to issuance and renewal of vehicle transporter certificates, driver training certificates and commercial driver training school certificates. Caps number of special vehicle transporter plates or devices person is entitled to apply for and receive. Extends certificate period to three years. Provides definition of ""qualified provider"" for purposes of driving tests. Allows department to enter into intergovernmental agreement with City of Portland for removal, storage and disposition of personal property left on property owned by department. Takes effect on 91st day following adjournment sine die.</b>",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2099
HB2100,2023R1,2938,Chapter Number Assigned,Revenue impact issued,Fiscal impact issued,transportation funding,232,False,,,"(at the request of Joint Committee on Transportation for Representative Susan McLain, former Senator Lee Beyer)","Increases fees related to driver licenses, driver permits, identification cards and motor vehicles.","<i>Directs Department of Transportation to study issues related to transportation funding and to report to appropriate committee or interim committee of Legislative Assembly on or before September 15, 2024.</i>] <i>Sunsets January 2, 2025.</i>] <b>Increases fees related to driver licenses, driver permits, identification cards and motor vehicles. Provides that registration period for new mopeds and motorcycles is two years instead of four years.</b>",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2100
HB2101,2023R1,3332,Chapter Number Assigned,"No revenue impact, statement issued (Indeterminate Impact)",Fiscal impact issued,highways; and declaring an emergency,233,False,,,(at the request of Joint Committee on Transportation for Association of Oregon Counties),Directs Department of Transportation each year to allocate moneys to local governments and replace state moneys made available to local governments with federal surface transportation funding on dollar for dollar basis.,"<i>Directs Department of Transportation to establish local transportation program to provide state funding in exchange for federal surface transportation funding available to cities and counties.</i>] <b>Directs Department of Transportation each year to allocate moneys to local governments and replace state moneys made available to local governments with federal surface transportation funding on dollar for dollar basis. Provides that moneys allocated to local governments must be spent on uses consistent with restrictions described in Oregon Constitution. Declares emergency, effective on passage.</b>",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2101
HB2102,2023R1,726,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",voter registration,,False,Rep Morgan,,,Provides that any voter who has not updated residence portion of voter registration card in more than two years will become inactive elector.,Provides that any voter who has not updated residence portion of voter registration card in more than two years will become inactive elector.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2102
HB2103,2023R1,262,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",municipal audits,,False,,,(at the request of Secretary of State Shemia Fagan),Modifies laws relating to municipal audits.,Modifies laws relating to municipal audits.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2103
HB2104,2023R1,307,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",election records,,False,,,(at the request of Secretary of State Shemia Fagan),Requires Secretary of State to study how best to ensure confidentiality of election records.,"Requires Secretary of State to study how best to ensure confidentiality of election records. Directs secretary to submit findings to interim committees of Legislative Assembly related to elections not later than September 15, 2024.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2104
HB2105,2023R1,312,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",political parties,,False,,,(at the request of Secretary of State Shemia Fagan),Requires Secretary of State to study whether threshold to qualify as major political party or minor political party should be amended due to long-term effects of Oregon's Motor Voter Law.,"Requires Secretary of State to study whether threshold to qualify as major political party or minor political party should be amended due to long-term effects of Oregon's Motor Voter Law. Directs secretary to submit findings to interim committees of Legislative Assembly related to elections not later than September 15, 2024.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2105
HB2106,2023R1,590,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",campaign finance,,False,,,(at the request of Secretary of State Shemia Fagan),Requires Secretary of State to study how best to ensure transparency through reporting of campaign contributions and independent expenditures.,"Requires Secretary of State to study how best to ensure transparency through reporting of campaign contributions and independent expenditures. Directs secretary to submit findings to interim committees of Legislative Assembly related to campaign finance not later than September 15, 2024.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2106
HB2107,2023R1,313,Chapter Number Assigned,No revenue impact,Fiscal impact issued,voter registration,492,False,,,(at the request of Secretary of State Shemia Fagan),Extends automatic voter registration to Oregon Health Authority in certain circumstances.,"Extends automatic voter registration to Oregon Health Authority in certain circumstances. <i>Establishes pilot program at Powder River Correctional Facility to require that each adult in custody be granted updated state identification card and voter registration upon release. Requires program to begin on January 1, 2027, and requires Secretary of State to submit report to interim committees of Legislative Assembly related to elections by September 15, 2028. Sunsets program on January 1, 2029.</i>].",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2107
HB2108,2023R1,259,Chapter Number Assigned,No revenue impact,No fiscal impact,documents filed with the office of the Secretary of State; and prescribing an effective date,34,False,,,(at the request of Secretary of State Shemia Fagan),Removes requirement for Secretary of State to issue written notification and wait 20 days before withdrawing certificate of filing or document submitted for filing.,"Removes requirement for Secretary of State to issue written notification and wait 20 days before withdrawing certificate of filing or document submitted for filing. Requires secretary instead to include, in record of filing, statement of reasons for withdrawal and nature of any other action secretary took. <b>Provides that document that Secretary of State filed in accordance with business entity laws of this state between January 1, 2020, and effective date of Act is not invalid solely because Secretary of State accepted document for filing without required declaration.</b> Takes effect on 91st day following adjournment sine die.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2108
HB2109,2023R1,260,Chapter Number Assigned,No revenue impact,No fiscal impact,corporations; and prescribing an effective date,299,False,,,(at the request of Secretary of State Shemia Fagan),"Provides that corporation sole may not be reinstated in this state on or after June 8, 2015, but that corporation sole that exists before June 8, 2015, may continue to operate if corporation sole remains active and was not dissolved.","<i>Requires Secretary of State to study and evaluate importance of corporations in Secretary of State's business registry functions and revenue. Directs Secretary of State to submit findings, which may include recommendations for legislation, to interim committee of Legislative Assembly related to business not later than September 15, 2024.</i>] <b>Provides that corporation sole may not be reinstated in this state on or after June 8, 2015, but that corporation sole that exists before June 8, 2015, may continue to operate if corporation sole remains active and was not dissolved. Takes effect on 91st day following adjournment sine die.</b>",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2109
HB2110,2023R1,261,Chapter Number Assigned,Has minimal revenue impact,No fiscal impact,municipal audits,10,False,,,(at the request of Secretary of State Shemia Fagan),Removes requirement for certain state agencies to withhold moneys from municipal corporations that fail to file audit reports with Secretary of State.,Removes requirement for certain state agencies to withhold moneys from municipal corporations that fail to file audit reports with Secretary of State. Removes certain provisions relating to addressing deficiencies identified in audit reports. Modifies expenditure thresholds for audit exemptions for municipal corporations. Replaces requirement for certain municipal corporations to have financial statements reviewed with requirement to have certain procedures performed on financial statements. <b>Modifies fee schedule for filing of audit reports by municipal corporations. Makes other changes to laws relating to municipal audits.</b>,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2110
HB2111,2023R1,257,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",audits,,False,,,(at the request of Secretary of State Shemia Fagan),Requires Secretary of State to study audits.,"Requires Secretary of State to study audits. Directs Secretary of State to submit findings to interim committees of Legislative Assembly related to ways and means not later than September 15, 2024. Sunsets January 2, 2025.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2111
HB2112,2023R1,258,Chapter Number Assigned,No revenue impact,No fiscal impact,public records,35,False,,,(at the request of Secretary of State Shemia Fagan),Updates definitions and terminology used in public records law pertaining to records retention.,Updates definitions and terminology used in public records law pertaining to records retention. Removes references to obsolete technology.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2112
HB2113,2023R1,296,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",elections,,False,,,(at the request of Secretary of State Shemia Fagan),Requires Secretary of State to study how to improve voter access in this state.,"Requires Secretary of State to study how to improve voter access in this state. Directs secretary to submit findings to interim committees of Legislative Assembly related to elections not later than September 15, 2024.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2113
HB2114,2023R1,306,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",ballot measures,,False,,,(at the request of Secretary of State Shemia Fagan),Requires Secretary of State to study how to best promote awareness about processes electors must follow to successfully place initiative petition or referendum petition on ballot.,"Requires Secretary of State to study how to best promote awareness about processes electors must follow to successfully place initiative petition or referendum petition on ballot. Directs secretary to submit findings to interim committees of Legislative Assembly related to elections not later than September 15, 2024.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2114
HB2115,2023R1,265,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",small business,,False,,,(at the request of Secretary of State Shemia Fagan),Directs Secretary of State to study small business conducted in Oregon and to report to Legislative Assembly on findings of study.,Directs Secretary of State to study small business conducted in Oregon and to report to Legislative Assembly on findings of study.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2115
HB2116,2023R1,269,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",the Secretary of State,,False,,,(at the request of Secretary of State Shemia Fagan),Directs Secretary of State to study operations of offices and divisions of Secretary of State and to report to Legislative Assembly on findings of study.,Directs Secretary of State to study operations of offices and divisions of Secretary of State and to report to Legislative Assembly on findings of study.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2116
HB2117,2023R1,295,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",elections,,False,,,(at the request of Secretary of State Shemia Fagan),Requires Secretary of State to study how to best finance electoral campaigns in this state.,"Requires Secretary of State to study how to best finance electoral campaigns in this state. Directs secretary to submit findings to interim committees of Legislative Assembly related to elections not later than September 15, 2024.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2117
HB2118,2023R1,1883,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",reimbursement for certain property tax expenditures; prescribing an effective date,,False,Rep Mannix,,,Directs Department of Revenue to develop and implement program to award grants to local taxing jurisdictions to reimburse them for property tax expenditures incurred to encourage development and provision of affordable housing.,Directs Department of Revenue to develop and implement program to award grants to local taxing jurisdictions to reimburse them for property tax expenditures incurred to encourage development and provision of affordable housing. Takes effect on 91st day following adjournment sine die.,https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2118
HB2119,2023R1,2103,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",the elimination of the corporate activity tax; prescribing an effective date,,False,Rep Mannix,Rep Osborne; Rep Reschke; Rep Owens; Rep Lewis; Rep McIntire; Rep Cate; Rep Boshart Davis; Rep Diehl; Rep Scharf; Rep Wright; Rep Breese-Iverson; Rep Stout; Rep Levy B; Rep Elmer; Rep Hieb; Rep Boice; Rep Morgan; Rep Javadi,,Repeals corporate activity tax.,"Repeals corporate activity tax. Applies to tax years beginning on or after January 1, 2024. Takes effect on 91st day following adjournment sine die.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2119
HB2120,2023R1,1872,In House Committee,"May have revenue impact, but no statement yet issued","May have fiscal impact, but no statement yet issued",the Attorney General; prescribing an effective date,,False,Rep Mannix,,,"Requires Attorney General to obtain written authorization from at least two of three specified elected officials before Attorney General can appear as plaintiff or as amicus curiae in any action, suit, matter, cause or proceeding in any court.","Requires Attorney General to obtain written authorization from at least two of three specified elected officials before Attorney General can appear as plaintiff or as amicus curiae in any action, suit, matter, cause or proceeding in any court. Excepts proceedings in which Attorney General is acting as prosecutor in capacity as district attorney. Takes effect on 91st day following adjournment sine die.",https://olis.leg.state.or.us/liz/2023R1/Measures/Overview/HB2120
