bill_num,term,session,bill_type,companion,primary_sponsors,cosponsors,short_title,attributes,counties,statutes,keywords,bill_url
SB0504,2023_2024,2023-RS,Bill  (=S),SB   448,Sanderson,Krawiec; McInnis; Moffitt,School Psychologist Omnibus.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,"115C (Chapters); 115C-316.6, 115C-316.7 (Sections)","appropriations, budgeting, education, elementary education, emerging technologies, employment, funding, grants, health services, information technology, internet, mental health, personnel, professional education, psychology, public, public instruction dept., salaries & benefits, secondary education, state employees, telecommunications, government employees, telemedicine, school staff",https://www.ncleg.gov/BillLookUp/2023/S504
SB0505,2023_2024,2023-RS,Bill,,Sanderson,Hise; B. Newton; Sawrey,Donor Disclosure.,Public,No counties specifically cited,"120, 131E, 131F, 138A, 14, 163, 55A, 58 (Chapters); 120-87, 131E-214.14, 131F-6, 132-1.1, 138A-34, 14-234.1, 14-234.3, 163-278.5, 55A-16-05, 55A-16-24, 58-3-6 (Sections)","charitable donations, corporations, nonprofit, ethics, funding, general assembly, privacy, public, public officials",https://www.ncleg.gov/BillLookUp/2023/S505
SJR0506,2023_2024,2023-RS,Joint Resolution,,Hise,Alexander; Burgin; Krawiec; Moffitt; Sanderson,Convention of the States.,Public,No counties specifically cited,C-V-2. (Sections),"constitution, us, resolutions, joint, memorializing resolutions",https://www.ncleg.gov/BillLookUp/2023/S506
SB0507,2023_2024,2023-RS,Bill  / SL  -,,Hise; Krawiec; Corbin,Burgin; Jarvis; B. Newton; Perry,Chiropractic Preceptorship Modifications.,Public,No counties specifically cited,"90 (Chapters); 90-142.1, 90-147 (Sections)","administrative code, administrative rules, boards, chiropractic examiners board, chiropractors, education, health services, licensing & certification, occupations, presented, professional education, public, ratified, students, chaptered",https://www.ncleg.gov/BillLookUp/2023/S507
SB0508,2023_2024,2023-RS,Bill  / SL  -,,Hise,Burgin; Craven; Krawiec; McInnis; B. Newton,2023 Budget Tech/Other Corrections.,Public; Contains Appropriations; Contains Local Appropriations; Text has changed,"AVERY, BLADEN, CATAWBA, CLEVELAND, COLUMBUS, CRAVEN, CUMBERLAND, CURRITUCK, EDGECOMBE, GASTON, HAYWOOD, HYDE, JONES, LINCOLN, MARTIN, RANDOLPH, RICHMOND, ROBESON, ROCKINGHAM, ROWAN, STOKES","105, 108A, 113A, 115C, 116, 121, 122C, 130A, 131E, 135, 143, 153A, 159, 160A, 162, 17C, 17E, 20, 58, 7A, 84 (Chapters); 105-113.36A, 105-120.2, 105-122, 105-154.1, 105-187.94, 108A-54.3A, 113A-61, 115C-105.58, 115C-158.10, 115C-250.5, 115C-319, 115C-562.4, 115C-562.5, 115C-596, 115C-76.65, 116-209.60, 116-281, 116-282, 116-350, 116-350.10, 116-350.100, 116-350.125, 116-350.15, 116-350.5, 116-350.60, 116-360.35, 121-7.8, 122C-115.6, 126-22, 130A-290, 130A-336.1, 130A-336.2, 131E-76, 135-48.40, 135-5.6, 135-5.7, 135-92, 143-135.26, 143-138, 143-139, 143-140.1, 143-213, 143-215.107F, 143-215.28A, 143-215.52, 143-215.56, 143-215.57A, 143-215.73F, 143-345.11, 153A-103, 159-11, 159-13, 159-13.2, 159-26, 159-28, 160A-288.5, 162-26.5, 17C-6, 17E-4, 20-4.05, 58-21-85, 58-31-10, 58-31-12, 58-31-2, 58-31-20, 58-31-25, 58-31-35, 58-31-41, 58-31-45, 58-31-5, 58-31-52, 58-31-55, 58-31-65, 58-31A-10, 58-31A-15, 58-31A-20, 58-31A-25, 58-31A-30, 58-31A-35, 58-31A-40, 58-31A-45, 58-31A-5, 58-31A-50, 58-31A-55, 58-31A-60, 58-32-1, 58-58-120, 58-78A-1, 58-78A-16, 7A-133, 7A-60, 84-18.1 (Sections)","administrative code, administrative rules, agriculture, appropriations, armed forces, auditing & audits, boards, budget & management office, budgeting, building codes, buildings, capital spending, cemeteries, colleges & universities, commerce, commissions, community colleges, computers, construction, corporations, nonprofit, correctional institutions, councils, counties, courts, cultural resources, deq, dhhs, disasters & emergencies, dmv, economic development, education, education administration, elementary education, emergency management, emergency services, employment, environment, environmental management comn., erosion, fees, firefighters & firefighting, funding, funds & accounts, grants, health services, higher education, historic sites & monuments, hospitals, indigents, information technology, infrastructure, inspections, insurance, health, judicial dept., kindergarten, lakes & rivers, licenses & permits, licensing & certification, lobbying, local government, medicaid, minorities, motor vehicles, municipalities, museums, occupations, personnel, pilot programs, political activity, pollution, poverty, pregnancy, presented, principals, private schools, professional education, public, public defenders, public health, public instruction dept., ratified, religion & religious institutions, reporting, roads & highways, rural development, salaries & benefits, secondary education, sedimentation control comn., session laws, social services, soils, teachers, title change, transportation, transportation dept., tribes & tribal government, tuition, unc, veterans, volunteers, on-site wastewater contractors bd., water & sewer systems, water resources, women, bladen county, nash county, new hanover county, wilson county, lincoln county, henderson county, robeson county, richmond county, hoke county, raeford, burke county, substance abuse, guilford county, madison county, troutman, johnston county, iredell county, wilmington, midland, pembroke, wilson, macclesfield, chaptered, indigent defense services office, agribusiness council, cabarrus county, emergency equipment, middlesex, ngos, vouchers, family issues, teaching fellows comn., adult correction dept.",https://www.ncleg.gov/BillLookUp/2023/S508
SB0509,2023_2024,2023-RS,Bill,,Smith; Murdock,Applewhite; Marcus; Mayfield; Meyer; Mohammed; Robinson; Waddell,Victims' Right To Know/Rape Kit Status.,Public,No counties specifically cited,15A (Chapters); 15A-266.5A (Sections),"assault, courts, crimes, criminal procedure, evidence, justice dept., laboratories, law enforcement, notification, public, rape, sex offenses, victims rights, women, forensic sciences, state crime lab",https://www.ncleg.gov/BillLookUp/2023/S509
SB0510,2023_2024,2023-RS,Bill,,Smith; Grafstein,Applewhite; Marcus; Meyer; Mohammed; Murdock; Waddell,The Constituent Bill of Rights.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,No affected General Statutes,"appropriations, budgeting, general assembly, information technology, internet, public, public meetings, electronic & other media, electronic government",https://www.ncleg.gov/BillLookUp/2023/S510
SB0511,2023_2024,2023-RS,Bill,,Hanig; Alexander,Applewhite; Grafstein; Woodard,Stray Hold Regulatory Changes.,Public,No counties specifically cited,"130A, 19A (Chapters); 130A-190, 130A-192, 19A-32.1, 19A-65 (Sections)","animal control, animals, domestic animals, public, public health, reporting, veterinary medicine",https://www.ncleg.gov/BillLookUp/2023/S511
SB0512,2023_2024,2023-RS,Bill  / SL  -,,Daniel; Rabon; Berger,Alexander; Barnes; Britt; Burgin; Craven; Galey; Hanig; Hise; Jarvis; Johnson; Krawiec; Lazzara; McInnis; Moffitt; B. Newton; P. Newton; Overcash; Sawrey; Sawyer; Settle,Greater Accountability for Boards/Commissions.,Public; Text has changed,No counties specifically cited,"113A, 116, 120, 124, 130A, 143, 143B, 62 (Chapters); 113A-104, 116-31, 116-31.5, 116-31.7, 116-37, 116-5, 116-6, 120-121, 120-123, 124-15, 130A-30, 143-241, 143-242, 143B-283, 143B-284, 143B-350, 143B-437.54, 62-10 (Sections)","appointments, boards, coastal resources, coastal resources comn., colleges & universities, commerce, commerce dept., commissions, committees, council of state, economic development, education, environment, environmental management comn., fish & wildlife, general assembly, governor, health services, public health comn., higher education, membership, presented, president pro tempore, public, public health, public officials, railroad board, railroads, ratified, speaker, state treasurer, transportation, transportation board, unc, unc board of governors, utilities, utilities comn., vetoed, wildlife resources comn., chaptered, veto overridden, economic investment comm., unc health care, vacancies",https://www.ncleg.gov/BillLookUp/2023/S512
SB0513,2023_2024,2023-RS,Bill  (=H),HB   557,Krawiec; P. Newton,Barnes; Burgin,North Carolina Healing Arts Commission.,Public,No counties specifically cited,"143B, 90 (Chapters); 143B-975, 90-18, 90-624, 90-730.1, 90-730.10, 90-730.11, 90-730.12, 90-730.13, 90-730.14, 90-730.15, 90-730.16, 90-730.17, 90-730.18, 90-730.19, 90-730.2, 90-730.20, 90-730.21, 90-730.22, 90-730.23, 90-730.24, 90-730.25, 90-730.26, 90-730.27, 90-730.28, 90-730.3, 90-730.4, 90-730.5, 90-730.6, 90-730.7, 90-730.8, 90-750.30, 90-750.31, 90-750.32, 90-750.33, 90-750.34, 90-750.35, 90-750.36, 90-750.37, 90-750.38, 90-750.39, 90-750.40 (Sections)","alternative medicine, appointments, commissions, committees, council of state, councils, criminal records, fees, general assembly, governor, health services, licensing & certification, membership, president pro tempore, public, public officials, speaker, records, healing arts comn.",https://www.ncleg.gov/BillLookUp/2023/S513
SB0514,2023_2024,2023-RS,Bill,,Krawiec; Burgin; Corbin,McInnis,MH Lic. Fair Practice & Efficiency Standards.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,No affected General Statutes,"admin. hearings office, administrative code, administrative rules, appropriations, budgeting, clinics, dhhs, health services, hospitals, information technology, internet, licenses & permits, mental health, public, reporting, electronic government",https://www.ncleg.gov/BillLookUp/2023/S514
SB0515,2023_2024,2023-RS,Bill,,Sawyer; Perry; Lazzara,Hanig; Moffitt,Water and Sewer Affordability Act.,Public; Text has changed,No counties specifically cited,"162A, 62 (Chapters); 162A-19.1, 162A-19.2, 62-133.1B (Sections)","commerce, commissions, infrastructure, local government, privatization, public, public meetings, sales & conveyances, taxation, utilities, utilities comn., water & sewer systems, tax districts",https://www.ncleg.gov/BillLookUp/2023/S515
SB0516,2023_2024,2023-RS,Bill,,Sawyer,Alexander; Applewhite; Britt; Marcus; Mohammed; Murdock,Improve Cancer Cluster Investigations in NC.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,"130A (Chapters); 130A-212, 130A-212.10, 130A-212.11, 130A-212.12, 130A-212.13, 130A-212.5, 130A-212.6 (Sections)","appropriations, boards, budgeting, cancer, colleges & universities, committees, confidentiality, data & records systems, diseases & health disorders, education, higher education, information technology, personnel, privacy, public, public health, research, state employees, unc, unc board of governors, records, government employees, policy collaboratory",https://www.ncleg.gov/BillLookUp/2023/S516
SB0517,2023_2024,2023-RS,Bill,,Sawyer,Marcus,Structural Fill Remediation Pilot.,Public; Contains Appropriations; Contains Local Appropriations; Requests Study,No counties specifically cited,No affected General Statutes,"appropriations, budgeting, deq, electricity generation & distribution, environment, hazardous substances, hazardous waste, infrastructure, pilot programs, pollution, public, reports, utilities, waste management, remediation & cleanup",https://www.ncleg.gov/BillLookUp/2023/S517
SB0518,2023_2024,2023-RS,Bill,,Chaudhuri,Britt; Hise,Funds for Professional Wrestling Museum Study.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,No affected General Statutes,"appropriations, budgeting, cultural resources, natural & cultural resources dept., museums, public, reports, sports, studies",https://www.ncleg.gov/BillLookUp/2023/S518
SB0519,2023_2024,2023-RS,Bill,,Blue,Applewhite; Robinson; Waddell,Property Tax Increase Limitation for Zoning.,Public,No counties specifically cited,"105 (Chapters); 105-283, 105-284, 105-286, 105-328 (Sections)","appraisals, counties, landowners, local government, planning & zoning, property, public, real estate, taxation, taxes, property",https://www.ncleg.gov/BillLookUp/2023/S519
SB0520,2023_2024,2023-RS,Bill,,Garrett; Lowe; Robinson,Mohammed; Waddell,Commuter Rail Study/Piedmont Triad.,Public; Contains Appropriations; Contains Local Appropriations; Requests Study,No counties specifically cited,No affected General Statutes,"appropriations, budgeting, counties, funds & accounts, mass transit, municipalities, public, public transportation, railroads, reports, roads & highways, studies, transportation, transportation dept., highway fund, guilford county, high point, greensboro, forsyth county, winston-salem",https://www.ncleg.gov/BillLookUp/2023/S520
SB0521,2023_2024,2023-RS,Bill,,Johnson; Lazzara,Sawyer,Regulate Cannabinoid Products.,Public,No counties specifically cited,"106, 18B, 90 (Chapters); 106-121, 106-139, 106-139.2, 18B-500, 90-87, 90-94 (Sections)","administrative code, administrative rules, agriculture, agriculture dept., boards, commerce, controlled substances, licenses & permits, manufacturing, public, agriculture board, cash crops, marijuana, hemp & hemp products",https://www.ncleg.gov/BillLookUp/2023/S521
SB0522,2023_2024,2023-RS,Bill,,Hunt; Murdock; Salvador,Mohammed; Waddell,Informational Literacy Bill.,Public,No counties specifically cited,115C (Chapters); 115C-81.66 (Sections),"boards, curriculum, education, education boards, education, state board of, elementary education, information technology, internet, literacy, local government, public, stem, secondary education, telecommunications, teleservices",https://www.ncleg.gov/BillLookUp/2023/S522
SB0523,2023_2024,2023-RS,Bill,,Waddell,Adcock; Mohammed; Murdock; Robinson,Increase School Psychologists.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,No affected General Statutes,"appropriations, boards, budgeting, education, education boards, elementary education, health services, kindergarten, local government, mental health, psychology, public, public instruction dept., secondary education, state employees, government employees, school staff",https://www.ncleg.gov/BillLookUp/2023/S523
SB0524,2023_2024,2023-RS,Bill  (=H),HB   762,Waddell,Adcock; Meyer; Mohammed; Murdock; Robinson,School Social Workers/Master's Pay.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,115C-302.10 (Sections),"appropriations, budgeting, education, elementary education, employment, licensing & certification, occupations, personnel, professional education, public, public instruction dept., salaries & benefits, secondary education, social services, social workers, state employees, government employees, school staff",https://www.ncleg.gov/BillLookUp/2023/S524
SB0525,2023_2024,2023-RS,Bill,,Salvador; Moffitt; Hanig,Mohammed; Waddell,Consumer Privacy Act.,Public,No counties specifically cited,"75F (Chapters); 75F-1, 75F-10, 75F-11, 75F-12, 75F-13, 75F-14, 75F-15, 75F-2, 75F-3, 75F-4, 75F-5, 75F-6, 75F-7, 75F-8, 75F-9 (Sections)","attorney general, commerce, consumer protection, corporations, for-profit, council of state, data & records systems, fines & penalties, health services, information technology, justice dept., medical records, minors, privacy, public, public health, public officials, reports, records",https://www.ncleg.gov/BillLookUp/2023/S525
SB0526,2023_2024,2023-RS,Bill,,Moffitt; Johnson,,ABC Law Changes.,Public,No counties specifically cited,18B (Chapters); 18B-1118.1 (Sections),"alcoholic beverages, commerce, public, beer & wine",https://www.ncleg.gov/BillLookUp/2023/S526
SB0527,2023_2024,2023-RS,Bill  / SL  -,,Moffitt; Johnson; Hanig,McInnis,ABC Omnibus 2023-24.,Public; Text has changed,No counties specifically cited,"105, 130A, 18B, 20, 95 (Chapters); 105-113.80, 105-113.81, 105-113.83, 105-164.27A, 130A-250, 130A-496, 130A-498, 150B-19, 150B-21.3, 18B-1000, 18B-1001, 18B-1001.4, 18B-1001.5, 18B-1006, 18B-1007, 18B-101, 18B-105, 18B-108, 18B-109, 18B-1105, 18B-1105.1, 18B-1106, 18B-1108, 18B-1114.7, 18B-1114.8, 18B-1116, 18B-1119, 18B-112, 18B-203, 18B-209, 18B-211, 18B-300.1, 18B-300.3, 18B-301.1, 18B-306, 18B-404, 18B-502, 18B-600, 18B-701, 18B-707, 18B-708, 18B-800, 18B-802, 18B-804, 18B-809, 18B-901, 18B-902, 18B-903, 18B-905, 20-138.7, 95-25.5 (Sections)","administrative code, administrative rules, advertising & marketing, airports, alcoholic beverages, appointments, aviation, banks, boards, building codes, buildings, calendar, colleges & universities, commerce, commissions, communications, community colleges, council of state, counties, crimes, definitions, education, elections, employment, entertainment industry, ethics, financial institutions, financial services, food services, foods & beverages, general assembly, governor, higher education, holidays, housing, law enforcement, licenses & permits, local government, manufacturing, membership, minorities, minors, motor vehicles, municipalities, personnel, presented, president pro tempore, public, public officials, railroads, ratified, retailing, safety, safety equipment, shipping, speaker, sports, taxation, title change, tobacco, transportation, tribes & tribal government, chaptered, elevators & escalators, tobacco products, public safety dept., abc boards, abc comn., distilleries, liquor, beer & wine, ale , mobile & vehicle-based businesses",https://www.ncleg.gov/BillLookUp/2023/S527
SB0528,2023_2024,2023-RS,Bill,,Salvador; Mayfield; Waddell,Applewhite; Meyer; Mohammed; Murdock,Public School HVAC Replacements.,Public; Contains Appropriations; Contains Local Appropriations; Requests Study; Uncodified,No counties specifically cited,115C-5 (Sections),"appropriations, budgeting, buildings, education, elementary education, funding, grants, public, public health, public instruction dept., reports, school buildings & property, secondary education, property-local government",https://www.ncleg.gov/BillLookUp/2023/S528
SB0529,2023_2024,2023-RS,Bill,,Moffitt; Woodard; Alexander,,Various Changes to Nonprofit Corporations Act.,Public,No counties specifically cited,"55A (Chapters); 55A-1-22, 55A-1-50, 55A-1-60, 55A-11-02, 55A-11-09, 55A-11A-01, 55A-11A-02, 55A-11A-03, 55A-11A-04, 55A-11A-10, 55A-11B-01, 55A-11B-02, 55A-11B-03, 55A-11B-04, 55A-11B-05, 55A-11B-06, 55A-11B-07, 55A-14-20, 55A-14-22, 55A-16-22.1, 55A-8-03, 55A-8-11, 55A-8-25 (Sections)","commerce, corporations, nonprofit, council of state, fees, incorporation, international trade, public, public officials, reporting, secretary of state",https://www.ncleg.gov/BillLookUp/2023/S529
SB0530,2023_2024,2023-RS,Bill,,Salvador; Garrett; Chaudhuri,Murdock; Waddell,Research and Development Attraction Act.,Public,No counties specifically cited,"105 (Chapters); 105-129.50, 105-129.51 (Sections)","commerce, corporations, for-profit, corporations, nonprofit, public, research, tax credits, taxation, taxes, corporate income",https://www.ncleg.gov/BillLookUp/2023/S530
SB0531,2023_2024,2023-RS,Bill  / SL  -,,Hise,Moffitt,Dam Safety Law Clarification.,Public; Text has changed,No counties specifically cited,"143 (Chapters); 143-215.25, 143-215.27 (Sections)","dams, deq, environment, infrastructure, lakes & rivers, presented, public, ratified, safety, water resources, chaptered",https://www.ncleg.gov/BillLookUp/2023/S531
SB0532,2023_2024,2023-RS,Bill  (=H),HB   333,Lowe; Hunt; Waddell,Applewhite; Meyer; Mohammed; Murdock; Robinson,Restore State Emp/Teacher Retiree Med Benefit.,Public; Uncodified,No counties specifically cited,No affected General Statutes,"cjrs, general assembly, insurance, insurance, health, judges, lrs, magistrates, public, retirement, salaries & benefits, session laws, state employees, teachers, state health plan, tsers, government employees",https://www.ncleg.gov/BillLookUp/2023/S532
SB0533,2023_2024,2023-RS,Bill,,Johnson,B. Newton,Modify Insurance Coverage/Deficit Provisions.,Public,No counties specifically cited,58 (Chapters); 58-45-47 (Sections),"council of state, disasters & emergencies, insurance, insurance dept., public, public officials, insurance commissioner",https://www.ncleg.gov/BillLookUp/2023/S533
SB0534,2023_2024,2023-RS,Bill  (=H),HB   589,Hanig; Corbin,Alexander; Batch; Britt; Craven; Hise; Jarvis; Johnson; Marcus; Mayfield; McInnis; Mohammed; Murdock; Perry; Sanderson; Sawrey,Protect Whistleblower LEOs from Retaliation.,Public,No counties specifically cited,"15A, 17C, 17E (Chapters); 15A-401, 17C-17, 17E-17 (Sections)","emergency services, law enforcement, law enforcement officers, personnel, public, whistleblowers",https://www.ncleg.gov/BillLookUp/2023/S534
SB0535,2023_2024,2023-RS,Bill,,Krawiec; Ford; Alexander,Burgin; McInnis; B. Newton,Pension Forfeiture Due to Criminal Acts.,Public,No counties specifically cited,"120, 128, 135, 7A (Chapters); 120-4.12, 120-4.33, 120-4.33A, 120-4.33C, 120-4.8, 128-16, 128-21, 128-26, 128-33.1, 128-38.4, 128-38.4A, 128-38.4C, 135-1, 135-18.10, 135-18.10A, 135-18.10C, 135-4, 135-56, 135-6.1, 135-75.1, 135-75.1A, 135-75.1C, 7A-105, 7A-173, 7A-376, 7A-66 (Sections)","attorneys, boards, cjrs, commissions, confidentiality, counties, court clerks, courts, crimes, emergency services, ethics, fines & penalties, general assembly, judges, judicial standards comn., law enforcement, law enforcement officers, lgers, local government, lrs, magistrates, personnel, privacy, public, public officials, public records, retirement, salaries & benefits, sheriffs, state employees, teachers, tsers, tsers board, district attorneys, records, lgers board, government employees, local government employees",https://www.ncleg.gov/BillLookUp/2023/S535
SB0536,2023_2024,2023-RS,Bill,,Johnson,Hanig; Proctor,UI/Establish Short-Time Compensation in NC.,Public; Roll Call,No counties specifically cited,96 (Chapters); 96-45 (Sections),"employment, personnel, public, salaries & benefits",https://www.ncleg.gov/BillLookUp/2023/S536
SB0537,2023_2024,2023-RS,Bill,,Marcus; Sawyer; Hunt,,The Patrick Mays Hazard Light Safety Act.,Public,No counties specifically cited,20 (Chapters); 20-134 (Sections),"crimes, infrastructure, motor vehicles, public, roads & highways, safety, safety equipment, transportation, traffic offenses",https://www.ncleg.gov/BillLookUp/2023/S537
SB0538,2023_2024,2023-RS,Bill,,Batch; Garrett; Applewhite,Chaudhuri; Hunt; Marcus; Meyer; Mohammed; Robinson; Smith; Waddell,Law Enforcement Investment Act.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,"15A, 17C (Chapters); 15A-401, 17C-20, 17C-22, 17C-23 (Sections)","appropriations, budgeting, colleges & universities, commissions, community colleges, community colleges office, crimes, education, emergency services, employment, governor, governor's crime comn., higher education, justice dept., law enforcement, law enforcement officers, licensing & certification, mou, occupations, personnel, professional education, public",https://www.ncleg.gov/BillLookUp/2023/S538
SB0539,2023_2024,2023-RS,Bill,,Johnson,Hanig; Proctor,Small Business Truth in Financing.,Public,No counties specifically cited,"53 (Chapters); 53-440, 53-441, 53-442, 53-443, 53-444, 53-445, 53-446, 53-447, 53-448, 53-449, 53-450, 53-451, 53-452, 53-453, 53-454, 53-455, 53-456 (Sections)","banking comn., banks, commerce, confidentiality, corporations, for-profit, financial institutions, financial services, loans, privacy, public, small business, commissioner of banks",https://www.ncleg.gov/BillLookUp/2023/S539
SB0540,2023_2024,2023-RS,Bill,,Grafstein,Applewhite; Chaudhuri; Hunt; Marcus; Meyer; Mohammed; Murdock; Waddell,Right to Use Contraception.,Public,No counties specifically cited,"90 (Chapters); 90-751.1, 90-751.2 (Sections)","controlled substances, family planning, health services, pharmaceuticals, public, public health, family issues",https://www.ncleg.gov/BillLookUp/2023/S540
SB0541,2023_2024,2023-RS,Bill,,Daniel; Moffitt,Mayfield,Funds for Asheville Municipal Golf Course.,Public; Contains Appropriations; Contains Local Appropriations,BUNCOMBE,No affected General Statutes,"appropriations, budget & management office, budgeting, corporations, nonprofit, counties, cultural resources, historic preservation, municipalities, public, sports, buncombe county, asheville",https://www.ncleg.gov/BillLookUp/2023/S541
SB0542,2023_2024,2023-RS,Bill  / SL  -,,Galey; Barnes; Corbin,,DOL Omnibus/Other Changes.,Public; Text has changed,No counties specifically cited,"133, 95 (Chapters); 133-3, 95-110.10, 95-110.6, 95-111.13, 95-111.6, 95-123, 95-125.3, 95-137, 95-234, 95-25.23, 95-25.23A, 95-250, 95-255, 95-255.1, 95-69.10, 95-69.17, 95-69.18, 95-69.19, 95-69.9 (Sections)","alcoholic beverages, appropriations, authorities, bids & bidding, budgeting, commerce, contracts, council of state, courts, definitions, disasters & emergencies, dmv, emergency management, emergency services, eminent domain, employment, fines & penalties, food services, foods & beverages, information technology, inspections, insurance, insurance, liability, internet, labor dept., license plates, licenses & permits, local government, minors, motor vehicles, notification, personnel, presented, property, public, public officials, purchasing, railroads, ratified, retailing, safety, shipping, state employees, title change, torts, transportation, transportation dept., work safety, records, liability, chaptered, electronic government, labor commissioner, civil actions, government employees, rail corridor authority",https://www.ncleg.gov/BillLookUp/2023/S542
SB0543,2023_2024,2023-RS,Bill  (=H),HB   504,Grafstein; Murdock; Meyer,Applewhite; Marcus; Smith; Waddell,Remove Barriers to Labor Organizing.,Public,No counties specifically cited,"95 (Chapters); 95-78, 95-79, 95-80, 95-81, 95-82, 95-83, 95-84 (Sections)","commerce, employment, local government, organized labor, personnel, public, state employees, government employees, local government employees",https://www.ncleg.gov/BillLookUp/2023/S543
SB0544,2023_2024,2023-RS,Bill,,Sawrey,,Revise Buffer Zone Limitations/Elections.,Public,No counties specifically cited,163 (Chapters); 163-166.4 (Sections),"elections, political activity, public",https://www.ncleg.gov/BillLookUp/2023/S544
SB0545,2023_2024,2023-RS,Bill,,Sawrey,,Inspection Rights Regarding Subsidiaries.,Public,No counties specifically cited,"55 (Chapters); 55-16-01.1, 55-16-02 (Sections)","commerce, consumer protection, corporations, for-profit, partnerships, public, records",https://www.ncleg.gov/BillLookUp/2023/S545
SB0546,2023_2024,2023-RS,Bill,,Sawrey,McInnis,Amd LLC Laws/Paternity Docs/Spouse Supp.,Public; Text has changed,No counties specifically cited,"29, 50, 57D (Chapters); 130A-101, 29-19, 50-16.1A, 50-16.3A, 50-16.9, 57D-1-03, 57D-3-02 (Sections)","child support, commerce, corporations, for-profit, death & dying, divorce, equitable distribution, marriage & civil unions, minors, pregnancy, public, public health, title change, women, family issues",https://www.ncleg.gov/BillLookUp/2023/S546
SB0547,2023_2024,2023-RS,Bill,,Meyer; Moffitt,Applewhite; Marcus; Mayfield,Amend Dangerous Dog Statutes.,Public,No counties specifically cited,67 (Chapters); 67-4.1 (Sections),"animal control, animals, counties, domestic animals, local government, municipalities, public, public health, safety, local ordinances",https://www.ncleg.gov/BillLookUp/2023/S547
SB0548,2023_2024,2023-RS,Bill  (=H),HB   588,Sawrey; Lowe,Adcock; Applewhite; Chaudhuri; Hunt; Jackson; Marcus; Mayfield; McInnis; Moffitt; Murdock; Sawyer; Settle; Woodard,Uniform Partition of Heirs Property Act.,Public,No counties specifically cited,"46A (Chapters); 46A-26, 46A-87, 46A-88, 46A-89, 46A-90, 46A-91, 46A-92, 46A-93, 46A-94, 46A-95, 46A-96, 46A-97, 46A-98, 46A-99 (Sections)","civil procedure, courts, death & dying, estates, property, public, real estate, wills, civil actions",https://www.ncleg.gov/BillLookUp/2023/S548
SB0549,2023_2024,2023-RS,Bill,,Sawyer,McInnis,Development Moratoria/Transportation Projects.,Public; Text has changed,No counties specifically cited,160D (Chapters); 160D-107 (Sections),"construction, local government, moratoriums, planning & zoning, property, public, transportation, transportation dept., construction industry",https://www.ncleg.gov/BillLookUp/2023/S549
SB0550,2023_2024,2023-RS,Bill,,Grafstein; Moffitt,Marcus; Mohammed,Direct Support Professional Wage Increases.,Public; Contains Appropriations; Contains Local Appropriations,No counties specifically cited,No affected General Statutes,"appropriations, budgeting, dhhs, employment, health services, insurance, health, medicaid, mental health, personnel, poverty, public, reporting, salaries & benefits, social services, lmes-mcos",https://www.ncleg.gov/BillLookUp/2023/S550
SB0551,2023_2024,2023-RS,Bill,,Moffitt; Lazzara,B. Newton,Extend COVID Safe Harbor.,Public,No counties specifically cited,99E (Chapters); 99E-72 (Sections),"disasters & emergencies, diseases & health disorders, public, public health, session laws, liability, public health emergency",https://www.ncleg.gov/BillLookUp/2023/S551
SB0552,2023_2024,2023-RS,Bill  / SL  -,,Daniel; Craven,Barnes; Moffitt,Modifications to Notary Public Act.,Public; Text has changed,No counties specifically cited,"10B (Chapters); 10B-10, 10B-101, 10B-102, 10B-105, 10B-106, 10B-107, 10B-117, 10B-126, 10B-127, 10B-128, 10B-134.1, 10B-134.11, 10B-134.13, 10B-134.15, 10B-134.17, 10B-134.19, 10B-134.21, 10B-134.23, 10B-134.25, 10B-134.3, 10B-134.5, 10B-134.7, 10B-134.9, 10B-20, 10B-200, 10B-25, 10B-31, 10B-36, 10B-38, 10B-4, 10B-5, 10B-50, 10B-51, 10B-54, 10B-55, 10B-60 (Sections)","council of state, emerging technologies, id systems, information technology, internet, notary public, presented, public, public officials, public records, ratified, recordation of instruments, secretary of state, records, chaptered, electronic signatures, electronic government",https://www.ncleg.gov/BillLookUp/2023/S552
SB0553,2023_2024,2023-RS,Bill  (=H),HB   551,Perry; Craven; Moffitt,Hanig; McInnis,Landlord-Tenant and HOA Changes.,Public,No counties specifically cited,"42, 47C, 47F (Chapters); 42-14.1, 42-46, 42-47, 42-53, 47C-2-117.1A, 47F-2-117.1 (Sections)","animals, counties, courts, discrimination, domestic animals, housing, landlord & tenant, rentals & leasing, local government, municipalities, public, civil actions, homeowners associations, local ordinances, service animals, working animals",https://www.ncleg.gov/BillLookUp/2023/S553
