bill_id,term,session_year,session,short_title,sponsor,house_sponsors,senate_sponsors,summary,bill_url
HR0131,2022-2023,2022,2022 SESSION,HR 131 Commending the Patriot High School boys' swim and dive team.,Briana D. Sewell (chief patron),Briana D. Sewell (chief patron); Michelle Lopes Maldonado; Candi Mundon King,,Commending the Patriot High School boys' swim and dive  team.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR131
HR0132,2022-2023,2022,2022 SESSION,"HR 132 Celebrating the life of Lieutenant Colonel Daniel L. Benka, USA, Ret.",Emily M. Brewer (chief patron),Emily M. Brewer (chief patron),,"Celebrating the life of Lieutenant Colonel Daniel L. Benka,  USA, Ret.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR132
HR0133,2022-2023,2022,2022 SESSION,HR 133 Celebrating the life of Elizabeth Joan Thompson Benka.,Emily M. Brewer (chief patron),Emily M. Brewer (chief patron),,Celebrating the life of Elizabeth Joan Thompson Benka.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR133
HR0134,2022-2023,2022,2022 SESSION,HR 134 Celebrating the life of Bruce Malkin.,Paul E. Krizek (chief patron),Paul E. Krizek (chief patron),,Celebrating the life of Bruce Malkin.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR134
HR0135,2022-2023,2022,2022 SESSION,HR 135 World War II Medal of Honor recipient; President to designate a single state funeral upon death.,David A. Reid (chief patron),"David A. Reid (chief patron); G. ""John"" Avoli; Elizabeth B. Bennett-Parker; Nadarius E. Clark; Kelly K. Convirs-Fowler; Karrie K. Delaney; Patrick A. Hope; Clinton L. Jenkins; Michelle Lopes Maldonado; Delores L. McQuinn; Kathleen Murphy; Sam Rasoul; Irene Shin; Shelly A. Simonds; Vivian E. Watts",,State Funeral; World War II Medal of  Honor recipient. Memorializing the President of the United States to  designate a single state funeral to be held upon the death of the last living  Medal of Honor recipient from World War II.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR135
HR0136,2022-2023,2022,2022 SESSION,HR 136 Commending Veterans Moving Forward.,Suhas Subramanyam (chief patron),Suhas Subramanyam (chief patron),,Commending Veterans Moving Forward.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR136
HR0137,2022-2023,2022,2022 SESSION,HR 137 Commending Peter J. Knop and Beata K. Knop.,Suhas Subramanyam (chief patron),Suhas Subramanyam (chief patron),,Commending Peter J. Knop and Beata K. Knop.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR137
HR0138,2022-2023,2022,2022 SESSION,HR 138 Commending Jackson Hunt.,Suhas Subramanyam (chief patron),Suhas Subramanyam (chief patron),,Commending Jackson Hunt.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR138
HR0139,2022-2023,2022,2022 SESSION,"HR 139 Commending the Community Roots Project, Manassas Park Seed Exchange.",Danica A. Roem (chief patron),Danica A. Roem (chief patron),,"Commending the Community Roots Project, Manassas Park Seed  Exchange.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR139
HR0140,2022-2023,2022,2022 SESSION,HR 140 Commending Shincheonji New Heaven New Earth Church.,Kaye Kory (chief patron),Kaye Kory (chief patron); Dawn M. Adams; Patrick A. Hope; Clinton L. Jenkins; Delores L. McQuinn; Sam Rasoul; David A. Reid,,Commending  Shincheonji New Heaven New Earth Church.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR140
HR0141,2022-2023,2022,2022 SESSION,HR 141 Commending the Fairfax County School Board.,Kaye Kory (chief patron),"Kaye Kory (chief patron); Nadarius E. Clark; Kelly K. Convirs-Fowler; Dan I. Helmer; Patrick A. Hope; Clinton L. Jenkins; Alfonso H. Lopez; Michelle Lopes Maldonado; Delores L. McQuinn; Kathleen Murphy; Kenneth R. Plum; Sam Rasoul; David A. Reid; Irene Shin; Mark D. Sickles; Marcus B. Simon; Shelly A. Simonds; Richard C. ""Rip"" Sullivan, Jr.; Vivian E. Watts",,Commending the Fairfax County School Board.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR141
HR0142,2022-2023,2022,2022 SESSION,HR 142 Celebrating the life of Philip Tahey.,Amanda E. Batten (chief patron),Amanda E. Batten (chief patron),,Celebrating the life of Philip Tahey.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR142
HR0143,2022-2023,2022,2022 SESSION,HR 143 Commending the Town of Windsor.,Emily M. Brewer (chief patron),Emily M. Brewer (chief patron),,Commending the Town of Windsor.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR143
HR0144,2022-2023,2022,2022 SESSION,HR 144 Commending the Virginia Polytechnic Institute and State University women's track and field team.,Jason S. Ballard (chief patron),Jason S. Ballard (chief patron),,Commending the Virginia Polytechnic Institute and State  University women's track and field team.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR144
HR0145,2022-2023,2022,2022 SESSION,HR 145 Commending the Virginia Polytechnic Institute and State University men's track and field team.,Jason S. Ballard (chief patron),Jason S. Ballard (chief patron),,Commending the Virginia Polytechnic  Institute and State University men's track and field team.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR145
HR0146,2022-2023,2022,2022 SESSION,HR 146 Commending Anthony S. Wilson.,Jason S. Ballard (chief patron),Jason S. Ballard (chief patron),,Commending Anthony S. Wilson.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR146
HR0147,2022-2023,2022,2022 SESSION,HR 147 Commending the Hayfield High School boys' basketball team.,Mark D. Sickles (chief patron),Mark D. Sickles (chief patron); Paul E. Krizek; Kathleen Murphy; Kathy K.L. Tran,,Commending the Hayfield Secondary School  boys' basketball team.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR147
HR0148,2022-2023,2022,2022 SESSION,HR 148 Celebrating the life of Magalen Ohrstrom Bryant.,C. Todd Gilbert (chief patron),C. Todd Gilbert (chief patron); Michael J. Webert (chief co-patron); Christopher T. Head; Bill D. Wiley,,Celebrating the life of Magalen Ohrstrom  Bryant.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR148
HR0149,2022-2023,2022,2022 SESSION,HR 149 Commending South Norfolk.,"C.E. Cliff Hayes, Jr. (chief patron)","C.E. Cliff Hayes, Jr. (chief patron)",,Commending South Norfolk.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR149
HR0150,2022-2023,2022,2022 SESSION,HR 150 Judges; nominations for election to circuit court.,Les R. Adams (chief patron),Les R. Adams (chief patron),,Nominating persons to be elected to  circuit court judgeships.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR150
HR0151,2022-2023,2022,2022 SESSION,HR 151 Judges; nominations for election to general district court.,Les R. Adams (chief patron),Les R. Adams (chief patron),,Nominating persons to be elected to  general district court judgeships.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR151
HR0152,2022-2023,2022,2022 SESSION,HR 152 Judges; nominations for election to juvenile and domestic relations district court.,Les R. Adams (chief patron),Les R. Adams (chief patron),,Nominating persons to be elected to  juvenile and domestic relations district court judgeships.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR152
HR0153,2022-2023,2022,2022 SESSION,HR 153 Commending Dr. Marie V. McDemmond.,Candi Mundon King (chief patron),Candi Mundon King (chief patron); Lamont Bagby; Betsy B. Carr; Elizabeth R. Guzman; Patrick A. Hope; Delores L. McQuinn; Sam Rasoul,,Commending Dr. Marie V. McDemmond.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR153
HR0154,2022-2023,2022,2022 SESSION,HR 154 Commending the Haymarket Regional Food Pantry.,Danica A. Roem (chief patron),Danica A. Roem (chief patron),,Commending the Haymarket Regional Food Pantry.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR154
HR0155,2022-2023,2022,2022 SESSION,HR 155 Commending the Virginia Coalition for Beagle Protection.,Kaye Kory (chief patron),"Kaye Kory (chief patron); Elizabeth B. Bennett-Parker; Betsy B. Carr; Nadarius E. Clark; Kelly K. Convirs-Fowler; Karrie K. Delaney; Wendy W. Gooditis; Elizabeth R. Guzman; C.E. Cliff Hayes, Jr.; Dan I. Helmer; Patrick A. Hope; Sally L. Hudson; Clinton L. Jenkins; Michelle Lopes Maldonado; Delores L. McQuinn; Kathleen Murphy; Sam Rasoul; David A. Reid; Danica A. Roem; Irene Shin; Shelly A. Simonds; Suhas Subramanyam; Kathy K.L. Tran; Rodney T. Willett; Angelia Williams Graves",,Commending the Virginia Coalition for Beagle Protection.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR155
HR0156,2022-2023,2022,2022 SESSION,HR 156 Commending Hongyang Tang.,Kaye Kory (chief patron),"Kaye Kory (chief patron); G. ""John"" Avoli; David L. Bulova; Delores L. McQuinn; Sam Rasoul; Vivian E. Watts",,Commending Hongyang Tang.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR156
HR0156,2022-2023,2022,2022 SESSION,HR 156 Commending Hongyang Tang.,Kaye Kory (chief patron),"Kaye Kory (chief patron); G. ""John"" Avoli; David L. Bulova; Delores L. McQuinn; Sam Rasoul; Vivian E. Watts",,Commending Hongyang Tang.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR156
HR0157,2022-2023,2022,2022 SESSION,"HR 157 Commending the Newport News (VA) Chapter of The Links, Incorporated.","Marcia S. ""Cia"" Price (chief patron)","Marcia S. ""Cia"" Price (chief patron)",,"Commending the Newport News (VA) Chapter of The Links, Incorporated.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR157
HR0158,2022-2023,2022,2022 SESSION,HR 158 Commending Dr. William R. Harvey.,Jeion A. Ward (chief patron),"Jeion A. Ward (chief patron); Dawn M. Adams; Lamont Bagby; Elizabeth B. Bennett-Parker; Jeffrey M. Bourne; David L. Bulova; Betsy B. Carr; Nadarius E. Clark; Karrie K. Delaney; Eileen Filler-Corn; Jackie H. Glass; Wendy W. Gooditis; Elizabeth R. Guzman; C.E. Cliff Hayes, Jr.; Dan I. Helmer; Charniele L. Herring; Sally L. Hudson; Clinton L. Jenkins; Mark L. Keam; Paul E. Krizek; Alfonso H. Lopez; Michelle Lopes Maldonado; Delores L. McQuinn; Michael P. Mullin; Candi Mundon King; Kathleen Murphy; Kenneth R. Plum; Marcia S. ""Cia"" Price; Sam Rasoul; David A. Reid; Danica A. Roem; Don L. Scott; Briana D. Sewell; Irene Shin; Mark D. Sickles; Marcus B. Simon; Shelly A. Simonds; Richard C. ""Rip"" Sullivan, Jr.; Kathy K.L. Tran; Schuyler T. VanValkenburg; Vivian E. Watts; Rodney T. Willett; Angelia Williams Graves",,Commending Dr. William R. Harvey.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR158
HR0159,2022-2023,2022,2022 SESSION,HR 159 Commending the Republic of Ghana.,Candi Mundon King (chief patron),Candi Mundon King (chief patron); Lamont Bagby; Elizabeth R. Guzman; Patrick A. Hope; Delores L. McQuinn; Kathleen Murphy; Sam Rasoul,,Commending the Republic of Ghana.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR159
HR0160,2022-2023,2022,2022 SESSION,HR 160 Commending the Binford Middle School boys' basketball team.,Jeffrey M. Bourne (chief patron),Jeffrey M. Bourne (chief patron); Lamont Bagby; Betsy B. Carr; Delores L. McQuinn,,Commending the Binford Middle School boys' basketball team.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR160
HR0161,2022-2023,2022,2022 SESSION,HR 161 Commending the Binford Middle School girls' basketball team.,Jeffrey M. Bourne (chief patron),Jeffrey M. Bourne (chief patron); Betsy B. Carr; Delores L. McQuinn,,Commending the Binford Middle School  girls' basketball team.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR161
HR0162,2022-2023,2022,2022 SESSION,HR 162 Commending The Elizabeth Kates Foundation.,R. Lee Ware (chief patron),R. Lee Ware (chief patron),,Commending The Elizabeth Kates Foundation.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR162
HR0163,2022-2023,2022,2022 SESSION,HR 163 Commending the Dulles South Soup Kitchen.,Suhas Subramanyam (chief patron),Suhas Subramanyam (chief patron),,Commending the Dulles South Soup Kitchen.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR163
HR0164,2022-2023,2022,2022 SESSION,HR 164 Commending Abhinav and Cheluvi Potineni.,Suhas Subramanyam (chief patron),Suhas Subramanyam (chief patron),,Commending Abhinav and Cheluvi Potineni.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR164
HR0165,2022-2023,2022,2022 SESSION,"HR 165 Commending M.E. Marty Hall, Jr.",Marie E. March (chief patron),"Marie E. March (chief patron); Les R. Adams; Timothy V. Anderson; Terry L. Austin; G. ""John"" Avoli; Lamont Bagby; Jason S. Ballard; Amanda E. Batten; Robert S. Bloxom, Jr.; Jeffrey M. Bourne; Emily M. Brewer; David L. Bulova; Kathy J. Byron; Jeffrey L. Campbell; Ronnie R. Campbell; Betsy B. Carr; Nadarius E. Clark; Kelly K. Convirs-Fowler; A.C. Cordoza; Carrie E. Coyner; Glenn R. Davis; Tara A. Durant; James E. Edmunds, II; Eileen Filler-Corn; Hyland F. ""Buddy"" Fowler, Jr.; Nicholas J. Freitas; C. Todd Gilbert; Jackie H. Glass; Wendy W. Gooditis; Karen S. Greenhalgh; Christopher T. Head; Dan I. Helmer; Charniele L. Herring; M. Keith Hodges; Mark L. Keam; Terry G. Kilgore; Barry D. Knight; James A. ""Jay"" Leftwich; Alfonso H. Lopez; Michelle Lopes Maldonado; Daniel W. Marshall, III; John J. McGuire, III; Joseph P. McNamara; Delores L. McQuinn; James W. Morefield; Michael P. Mullin; Kathleen Murphy; Israel D. O'Quinn; Robert D. Orrock, Sr.; Kenneth R. Plum; Marcia S. ""Cia"" Price; Margaret B. Ransone; Sam Rasoul; Roxann L. Robinson; Danica A. Roem; Chris S. Runion; Irene Shin; Mark D. Sickles; Marcus B. Simon; Shelly A. Simonds; Suhas Subramanyam; Richard C. ""Rip"" Sullivan, Jr.; Anne Ferrell Tata; Kim A. Taylor; Luke E. Torian; Schuyler T. VanValkenburg; H. Otto Wachsmann, Jr.; Wendell S. Walker; William C. Wampler III; Jeion A. Ward; R. Lee Ware; Vivian E. Watts; Michael J. Webert; Bill D. Wiley; Rodney T. Willett; Wren M. Williams; Tony O. Wilt; Thomas C. Wright, Jr.; Scott A. Wyatt",,"Commending M.E. Marty Hall, Jr.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR165
HR0166,2022-2023,2022,2022 SESSION,HR 166 Commending Green and Beyond.,Suhas Subramanyam (chief patron),Suhas Subramanyam (chief patron),,Commending Green and Beyond.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR166
HR0167,2022-2023,2022,2022 SESSION,HR 167 Commending Maura Keaney.,Kathy K.L. Tran (chief patron),Kathy K.L. Tran (chief patron),,Commending Maura Keaney.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR167
HR0168,2022-2023,2022,2022 SESSION,HR 168 Commending Linda Peace.,Kathy K.L. Tran (chief patron),Kathy K.L. Tran (chief patron); Mark D. Sickles,,Commending Linda Peace.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR168
HR0169,2022-2023,2022,2022 SESSION,HR 169 Celebrating the life of Carol Scott Henderson.,Rodney T. Willett (chief patron),Rodney T. Willett (chief patron),,Celebrating the life of Carol Scott Henderson.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR169
HR0170,2022-2023,2022,2022 SESSION,HR 170 Celebrating the life of Ubert Lee McConnell.,Terry G. Kilgore (chief patron),Terry G. Kilgore (chief patron),,Celebrating the life of Ubert Lee McConnell.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR170
HR0171,2022-2023,2022,2022 SESSION,"HR 171 Celebrating the life of the Reverend Franklin D. Harvey, Sr.",Jeffrey M. Bourne (chief patron),Jeffrey M. Bourne (chief patron); Dawn M. Adams; Lamont Bagby; Betsy B. Carr; Delores L. McQuinn; Sam Rasoul; Rodney T. Willett,,"Celebrating the life of the Reverend Franklin D. Harvey,  Sr.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR171
HR0172,2022-2023,2022,2022 SESSION,HR 172 Commending Love Harper.,Terry G. Kilgore (chief patron),Terry G. Kilgore (chief patron),,Commending Love Harper.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR172
HR0173,2022-2023,2022,2022 SESSION,HR 173 Commending Winners Church of Dumfries.,Candi Mundon King (chief patron),Candi Mundon King (chief patron); Dawn M. Adams; Betsy B. Carr; Kelly K. Convirs-Fowler; Elizabeth R. Guzman; Patrick A. Hope; Delores L. McQuinn; Kathleen Murphy; Sam Rasoul,,Commending Winners Church of Dumfries.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR173
HR0174,2022-2023,2022,2022 SESSION,HR 174 Commending the Hampton University Mobile Vaccination Clinic.,Clinton L. Jenkins (chief patron),Clinton L. Jenkins (chief patron),,Commending the Hampton University Mobile Vaccination  Clinic.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR174
HR0175,2022-2023,2022,2022 SESSION,HR 175 Commending Wilroy Baptist Church.,Clinton L. Jenkins (chief patron),Clinton L. Jenkins (chief patron),,Commending Wilroy Baptist Church.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR175
HR0176,2022-2023,2022,2022 SESSION,HR 176 Commending First Baptist Church Mahan.,Clinton L. Jenkins (chief patron),Clinton L. Jenkins (chief patron),,Commending First Baptist Church Mahan.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR176
HR0177,2022-2023,2022,2022 SESSION,HR 177 Commending Abhishek Krishnan and Jeet Metu.,Suhas Subramanyam (chief patron),Suhas Subramanyam (chief patron),,Commending Abhishek Krishnan and  Jeet Metu.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR177
HR0178,2022-2023,2022,2022 SESSION,HR 178 Commending the Colgan High School girls' volleyball team.,Elizabeth R. Guzman (chief patron),Elizabeth R. Guzman (chief patron); Dan I. Helmer; Michelle Lopes Maldonado; Candi Mundon King; Danica A. Roem; Briana D. Sewell; Suhas Subramanyam; Luke E. Torian,,Commending the Colgan High School girls' volleyball team.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR178
HR0179,2022-2023,2022,2022 SESSION,HR 179 Commending Kyung Mi Kay Choi.,Elizabeth R. Guzman (chief patron),Elizabeth R. Guzman (chief patron),,Commending Kyung Mi Kay Choi.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR179
HR0180,2022-2023,2022,2022 SESSION,HR 180 Commending Turner's Market.,Jackie H. Glass (chief patron),Jackie H. Glass (chief patron),,Commending Turner's Market.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR180
HR0181,2022-2023,2022,2022 SESSION,HR 181 Commending Tru Comeback.,Jackie H. Glass (chief patron),Jackie H. Glass (chief patron),,Commending Tru Comeback.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR181
HR0182,2022-2023,2022,2022 SESSION,HR 182 Commending Mount Olive Cemetery.,Jackie H. Glass (chief patron),Jackie H. Glass (chief patron),,Commending Mount Olive Cemetery.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR182
HR0183,2022-2023,2022,2022 SESSION,HR 183 Commending the Brentsville Courthouse Historic Centre.,Briana D. Sewell (chief patron),Briana D. Sewell (chief patron); Elizabeth R. Guzman,,Commending the Brentsville Courthouse Historic Centre.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR183
HR0184,2022-2023,2022,2022 SESSION,"HR 184 Commending the Pernell ""Sweet Pea"" Whitaker Boxing and Fitness Center.",Jackie H. Glass (chief patron),Jackie H. Glass (chief patron),,"Commending the Pernell ""Sweet Pea"" Whitaker  Boxing and Fitness Center.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR184
HR0185,2022-2023,2022,2022 SESSION,HR 185 Commending Blair Durham.,Jackie H. Glass (chief patron),Jackie H. Glass (chief patron),,Commending Blair Durham.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR185
HR0186,2022-2023,2022,2022 SESSION,HR 186 Commending Berkley Supermarket.,Jackie H. Glass (chief patron),Jackie H. Glass (chief patron),,Commending Berkley Supermarket.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR186
