bill_id,term,session,short_title,attributes,keywords,commem
HB0455,2023_2024,2023-RS,Expedite Water/Wastewater Franchise Transfer.,Public; Text has changed,"commerce, commissions, infrastructure, presented, public, ratified, utilities, utilities comn., water & sewer systems, chaptered",0
HB0456,2023_2024,2023-RS,Repeal Vehicle Emissions Inspection Rqmt's.,Public,"counties, deq, environment, inspections, motor vehicles, pollution, public, safety, transportation, cumberland county, durham county, new hanover county, wake county, lincoln county, buncombe county, union county, gaston county, guilford county, johnston county, iredell county, franklin county, forsyth county, rowan county, randolph county, davidson county, alamance county, cabarrus county",0
HB0457,2023_2024,2023-RS,Union/Mecklenburg County Boundary.,Local; Roll Call,"boards, counties, county commissioners, courts, education, education boards, elementary education, geography, juries, kindergarten, landowners, local, local government, property, public officials, real estate, secondary education, surveyors & surveying, taxation, taxes, property, mecklenburg county, union county, geographic boundaries",0
HB0458,2023_2024,2023-RS,Eminent Domain.,Public; Affects Constitution,"civil procedure, constitution, nc, courts, elections, eminent domain, property, public, civil actions",0
HB0459,2023_2024,2023-RS,Smith Reynolds Airport Deannexation.,Local; Roll Call,"airports, annexation, aviation, counties, local, local government, municipalities, planning & zoning, transportation, forsyth county, winston-salem",0
HB0460,2023_2024,2023-RS,Funds for Chin Page Lift Station.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budget & management office, budgeting, capital spending, construction, counties, infrastructure, local government, municipalities, public, utilities, water & sewer systems, durham county, durham",0
HB0461,2023_2024,2023-RS,Person County Megasite Funding.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, counties, economic development, local government, property, public, person county, property-local government",0
HB0462,2023_2024,2023-RS,City of Washington/Deannexation of Airport.,Local; Roll Call; Uncodified,"airports, annexation, aviation, local, local government, municipalities, planning & zoning, transportation, washington county, washington",0
HB0463,2023_2024,2023-RS,NC Farmland and Military Protection Act.,Public; Text has changed,"agriculture, armed forces, commerce, international trade, military bases, property, public, real estate, sales & conveyances, agricultural land",0
HB0464,2023_2024,2023-RS,Beaufort County Local Matters.,Local; Text has changed,"airports, appointments, authorities, aviation, boards, city councils, counties, curriculum, education, education boards, elementary education, general assembly, kindergarten, local, local government, membership, municipalities, president pro tempore, secondary education, session laws, speaker, title change, beaufort county, washington county, washington, airport authorities",0
HB0465,2023_2024,2023-RS,N.C. Res. Enlisted Military Pay Tax Deduction.,Public,"armed forces, personnel, public, tax exemptions, taxation, taxes, individual income",0
HB0466,2023_2024,2023-RS,Allow Temporary Dwellings During Construction.,Public; Text has changed,"construction, counties, housing, local government, planning & zoning, property, public, construction industry",0
HB0467,2023_2024,2023-RS,Lobbyist Fast Pass.,Public,"buildings, commissions, fees, general assembly, id systems, legislative services comn., legislative services office, lobbying, political activity, property, public, state buildings, public buildings, property-state government",0
HB0468,2023_2024,2023-RS,Camera Enforcement of Greensboro School Zones.,Local,"buildings, counties, education, local, local government, municipalities, pilot programs, roads & highways, safety, school buildings & property, speed limit, transportation, guilford county, greensboro, traffic control devices",0
