bill_number,session,chamber,action_date,action,journal_page,action_note,chamber_order
HF1370,2023_RS,House,2023-03-30,"House rule 1.21, placed on Calendar for the Day Thursday, March 30, 2023",2543,,11
HF1370,2023_RS,House,2023-03-30,Amendments offered,2547a,,12
HF1370,2023_RS,House,2023-03-30,Third reading,2547,,13
HF1370,2023_RS,House,2023-03-30,Bill was passed,2547," vote: 127-0
",14
HF1370,2023_RS,House,2023-04-03,Author added Edelson,2923,,15
HF1370,2023_RS,House,2023-05-10,Returned from Senate with amendment,7489,,16
HF1370,2023_RS,House,2023-05-10,"House refuses to concur, conference committee of 3 requested",7489,,17
HF1370,2023_RS,House,2023-05-10,House conferees Stephenson; Bahner; Pfarr,7489,,18
HF1370,2023_RS,House,2023-05-11,"Senate accedes, conference committee of 3 be appointed",7492,,19
HF1370,2023_RS,House,2023-05-11,Senate conferees Maye Quade; Klein; Lucero,7493,,20
HF1370,2023_RS,House,2023-05-12,"Conference committee report, delete everything",7566c,,21
HF1370,2023_RS,House,2023-05-12,Motion to adopt conference committee report,7579,,22
HF1370,2023_RS,House,2023-05-12,Motion to return bill to conference committee,7580,,23
HF1370,2023_RS,House,2023-05-12,Motion did not prevail,7580," vote: 58-70
",24
HF1370,2023_RS,House,2023-05-12,"Point of order raised, ruled not well taken",7580,,25
HF1370,2023_RS,House,2023-05-12,Motion to adopt conference committee report question recurred,7581,,26
HF1370,2023_RS,House,2023-05-12,House adopted conference committee report,7581,,27
HF1370,2023_RS,House,2023-05-12,Third reading as amended by Conference,7581,,28
HF1370,2023_RS,House,2023-05-12,Bill was repassed as amended by Conference,7581," vote: 71-57
",29
HF1370,2023_RS,House,2023-05-13,Author stricken Hudson,7611,,30
HF1370,2023_RS,House,2023-05-15,Motion for reconsideration of repassage as amended by conference,7635,,31
HF1370,2023_RS,House,2023-05-15,Motion prevailed,7635,,32
HF1370,2023_RS,House,2023-05-15,Motion for reconsideration of adoption of conference committee report,7635,,33
HF1370,2023_RS,House,2023-05-15,Motion prevailed,7635,,34
HF1370,2023_RS,House,2023-05-15,Motion to return bill to conference committee,7635,,35
HF1370,2023_RS,House,2023-05-15,Motion prevailed,7635,,36
HF1370,2023_RS,House,2023-05-16,"Conference committee report, delete everything",8474c,,37
HF1370,2023_RS,House,2023-05-16,House adopted conference committee report,8481,,38
HF1370,2023_RS,House,2023-05-16,Third reading as amended by Conference,8481,,39
HF1370,2023_RS,House,2023-05-16,Bill was repassed as amended by Conference,8481," vote: 131-0
",40
HF1370,2023_RS,House,2023-05-18,"Senate adopted conference committee report, bill repassed",9014," vote: 66-1
",41
HF1370,2023_RS,House,2023-05-23,Presented to Governor,,,42
HF1370,2023_RS,House,2023-05-26,Governor approval,11117,,43
HF1370,2023_RS,House,2023-05-26,"Secretary of State, Filed",11117,,44
HF1370,2023_RS,House,2023-05-26,Chapter number 58,,,45
HF1370,2023_RS,Senate,2023-04-03,Received from House,2818,,1
HF1370,2023_RS,Senate,2023-04-03,Introduction and first reading,2819,,2
HF1370,2023_RS,Senate,2023-04-03,"Referred to Rules and Administration for comparison with SF1394, now on General Orders",,,3
HF1370,2023_RS,Senate,2023-04-04,"Comm report: Rule 45-amend, subst. General Orders SF1394",3415a,,4
HF1370,2023_RS,Senate,2023-04-04,Second reading,3416,,5
HF1370,2023_RS,Senate,2023-05-10,Special Order: Amended,7297a,,6
HF1370,2023_RS,Senate,2023-05-10,Third reading Passed,7298, vote: 64-1 ,7
HF1370,2023_RS,Senate,2023-05-11,"House not concur, conference committee of 3 requested",7302,,8
HF1370,2023_RS,Senate,2023-05-11,House conferees Stephenson; Bahner; Pfarr,,,9
HF1370,2023_RS,Senate,2023-05-11,"Senate accedes, CC of 3 be appointed",,,10
HF1370,2023_RS,Senate,2023-05-11,Senate conferees Maye Quade; Klein; Lucero,7304,,11
HF1370,2023_RS,Senate,2023-05-17,House adopted HCC report and repassed bill,8929,,12
HF1370,2023_RS,Senate,2023-05-17,"Conference committee report, delete everything",8929c,,13
HF1370,2023_RS,Senate,2023-05-17,Senate adopted CC report and repassed bill,8937,,14
HF1370,2023_RS,Senate,2023-05-17,Third reading,8937, vote: 66-1 ,15
HF1370,2023_RS,Senate,2023-05-23,Presentment date,,,16
HF1370,2023_RS,Senate,2023-05-26,Governor's action Approval,,,17
HF1370,2023_RS,Senate,2023-05-26,Secretary of State Chapter 58,11495,,18
HF1370,2023_RS,Senate,2023-08-01,Effective date,,,19
HF1369,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Taxes",686,Intro,1
HF1369,2023_RS,House,2023-03-01,Author added Hollins,1207,,2
HF1369,2023_RS,House,2023-03-30,Author added Brand,2549,,3
HF1369,2023_RS,House,2023-04-12,Author added Koznick,4575,,4
HF1368,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Capital Investment",686,Intro,1
HF1367,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Commerce Finance and Policy",686,Intro,1
HF1367,2023_RS,House,2023-03-06,Author added Hornstein,1391,,2
HF1366,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Judiciary Finance and Civil Law",686,Intro,1
HF1366,2023_RS,House,2023-02-08,Author added Jordan,742,,2
HF1365,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Capital Investment",685,Intro,1
HF1365,2023_RS,House,2023-02-27,Authors added Davids and Urdahl,1161,,2
HF1364,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Education Finance",685,Intro,1
HF1364,2023_RS,House,2023-02-08,Author added Hassan,742,,2
HF1364,2023_RS,House,2023-03-09,Author added Baker,1524,,3
HF1363,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Legacy Finance",685,Intro,1
HF1363,2023_RS,House,2023-02-08,Author added Hassan,742,,2
HF1362,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Capital Investment",685,Intro,1
HF1362,2023_RS,House,2023-05-22,Author added Franson,11110,,2
HF1361,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Agriculture Finance and Policy",685,Intro,1
HF1360,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Education Finance",685,Intro,1
HF1360,2023_RS,House,2023-02-16,Author added Pursell,960,,2
HF1360,2023_RS,House,2023-02-27,Author added Youakim,1161,,3
HF1359,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Transportation Finance and Policy",685,Intro,1
HF1358,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Education Policy",684,Intro,1
HF1358,2023_RS,House,2023-02-08,Author added Hassan,742,,2
HF1358,2023_RS,House,2023-02-27,"Authors added Pérez-Vega, Smith, Myers, and Hudson",1161,,3
HF1357,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Capital Investment",684,Intro,1
HF1356,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Health Finance and Policy",684,Intro,1
HF1356,2023_RS,House,2023-02-08,Authors added Hassan and Berg,742,,2
HF1356,2023_RS,House,2023-03-01,Author added Hollins,1207,,3
HF1355,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Public Safety Finance and Policy",684,Intro,1
HF1355,2023_RS,House,2023-02-20,"Committee report, to adopt as amended",981a,,2
HF1355,2023_RS,House,2023-02-20,Second reading,987,,3
HF1355,2023_RS,House,2023-03-23,"House rule 1.21, placed on Calendar for the Day Monday, March 27, 2023",2161,,4
HF1355,2023_RS,House,2023-03-27,Third reading,2393,,5
HF1355,2023_RS,House,2023-03-27,Bill was passed,2393," vote: 130-0
",6
HF1355,2023_RS,House,2023-03-27,"See Chapter 52, Article 11",,,7
HF1355,2023_RS,Senate,2023-03-30,Received from House,2737,,1
HF1355,2023_RS,Senate,2023-03-30,Introduction and first reading,2738,,2
HF1355,2023_RS,Senate,2023-03-30,Referred to Finance,,,3
HF1354,2023_RS,House,2023-02-06,"Introduction and first reading, referred to State and Local Government Finance and Policy",684,Intro,1
HF1354,2023_RS,House,2023-02-08,"Authors added Jordan, Sencer-Mura, Tabke, and Hassan",742,,2
HF1354,2023_RS,House,2023-02-13,Author added Kraft,849,,3
HF1354,2023_RS,House,2023-03-01,Author added Hollins,1207,,4
HF1353,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Veterans and Military Affairs Finance and Policy",683,Intro,1
HF1353,2023_RS,House,2023-02-09,Author added Reyer,801,,2
HF1353,2023_RS,House,2023-03-01,Author added Hollins,1207,,3
HF1352,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Capital Investment",683,Intro,1
HF1351,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Capital Investment",683,Intro,1
HF1350,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Transportation Finance and Policy",683,Intro,1
HF1350,2023_RS,House,2023-03-09,"Committee report, to adopt as amended and re-refer to Judiciary Finance and Civil Law",1490a,,2
HF1350,2023_RS,House,2023-03-20,"Committee report, to adopt",2019,,3
HF1350,2023_RS,House,2023-03-20,Second reading,2055,,4
HF1350,2023_RS,House,2023-03-20,"House rule 4.20, interim disposition of bills, returned to Judiciary Finance and Civil Law",11121,,5
HF1349,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Transportation Finance and Policy",683,Intro,1
HF1349,2023_RS,House,2023-03-02,"Committee report, to adopt as amended",1214a,,2
HF1349,2023_RS,House,2023-03-02,Second reading,1221,,3
HF1349,2023_RS,House,2023-03-02,Author added Keeler,1271,,4
HF1349,2023_RS,House,2023-03-02,"House rule 4.20, interim disposition of bills, returned to Transportation Finance and Policy",11121,,5
HF1348,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Education Policy",682,Intro,1
HF1348,2023_RS,House,2023-02-27,Author added Bierman,1161,,2
HF1348,2023_RS,House,2023-03-01,Author added Hollins,1207,,3
HF1348,2023_RS,House,2023-03-06,"Committee report, to adopt as amended and re-refer to Education Finance",1316a,,4
HF1347,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Judiciary Finance and Civil Law",682,Intro,1
HF1347,2023_RS,House,2023-03-01,"Committee report, to adopt and re-refer to Transportation Finance and Policy",1192,,2
HF1346,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Sustainable Infrastructure Policy",682,Intro,1
HF1346,2023_RS,House,2023-02-08,Author added Becker-Finn,742,,2
HF1346,2023_RS,House,2023-02-13,Author added Norris,849,,3
HF1346,2023_RS,House,2023-03-06,"Committee report, to adopt as amended and re-refer to Transportation Finance and Policy",1315,,4
HF1346,2023_RS,House,2023-03-06,Author added Hornstein,1391,,5
HF1346,2023_RS,House,2023-03-13,Author added Elkins,1683,,6
HF1346,2023_RS,House,2023-03-15,"Committee report, to adopt as amended",1836a,,7
HF1346,2023_RS,House,2023-03-15,Second reading,1859,,8
HF1346,2023_RS,House,2023-03-15,"House rule 4.20, interim disposition of bills, returned to Transportation Finance and Policy",11121,,9
HF1345,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Capital Investment",682,Intro,1
HF1344,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Capital Investment",682,Intro,1
HF1344,2023_RS,House,2023-02-08,Author added Schultz,742,,2
HF1343,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Taxes",682,Intro,1
HF1342,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Taxes",681,Intro,1
HF1342,2023_RS,House,2023-02-08,Author added Tabke,742,,2
HF1342,2023_RS,House,2023-02-13,Author added Frazier,849,,3
HF1342,2023_RS,House,2023-03-13,Referred by Chair to Property Tax Division,,,4
HF1342,2023_RS,House,2024-04-04,Author added Coulter,13039,,5
HF1342,2023_RS,House,2024-05-13,Author added Smith,16581,,6
HF1341,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Capital Investment",681,Intro,1
HF1341,2023_RS,House,2023-03-02,Author added Pérez-Vega,1271,,2
HF1340,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Higher Education Finance and Policy",681,Intro,1
HF1340,2023_RS,House,2023-02-16,Author added Moller,960,,2
HF1340,2023_RS,House,2023-04-03,Author added Hemmingsen-Jaeger,2923,,3
HF1339,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Higher Education Finance and Policy",681,Intro,1
HF1338,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",681,Intro,1
HF1338,2023_RS,House,2023-02-08,Author added Hemmingsen-Jaeger,742,,2
HF1337,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Commerce Finance and Policy",681,Intro,1
HF1337,2023_RS,House,2023-02-20,"Committee report, to adopt as amended and re-refer to Judiciary Finance and Civil Law",980a,,2
HF1337,2023_RS,House,2023-03-06,"Committee report, to adopt as amended",1315a,,3
HF1337,2023_RS,House,2023-03-06,Second reading,1339,,4
HF1337,2023_RS,House,2023-03-08,Author added Bahner,1465,,5
HF1337,2023_RS,House,2023-03-16,Author added Brand,2000,,6
HF1337,2023_RS,House,2023-03-20,"Author added Lee, K.",2069,,7
HF1337,2023_RS,House,2023-04-12,Author added Pursell,4575,,8
HF1337,2023_RS,House,2023-04-12,"House rule 4.20, interim disposition of bills, returned to Judiciary Finance and Civil Law",11121,,9
HF1336,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Commerce Finance and Policy",680,Intro,1
HF1336,2023_RS,House,2023-02-27,Author added Norris,1161,,2
HF1335,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",680,Intro,1
HF1335,2023_RS,House,2023-02-20,Author added Jordan,1023,,2
HF1335,2023_RS,House,2023-03-02,"Committee report, to adopt",1214,,3
HF1335,2023_RS,House,2023-03-02,Second reading,1221,,4
HF1335,2023_RS,House,2023-03-02,"House rule 4.20, interim disposition of bills, returned to Environment and Natural Resources Finance and Policy",11120,,5
HF1334,2023_RS,House,2023-02-06,"Introduction and first reading, referred to State and Local Government Finance and Policy",680,Intro,1
HF1333,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Health Finance and Policy",680,Intro,1
HF1332,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",680,Intro,1
HF1332,2023_RS,House,2023-02-27,"Committee report, to adopt and re-refer to State and Local Government Finance and Policy",1122,,2
HF1331,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Taxes",680,Intro,1
HF1330,2023_RS,House,2023-02-06,"Introduction and first reading, referred to State and Local Government Finance and Policy",679,Intro,1
HF1329,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Health Finance and Policy",679,Intro,1
HF1329,2023_RS,House,2023-03-06,"Committee report, to adopt as amended and re-refer to Judiciary Finance and Civil Law",1314a,,2
HF1329,2023_RS,House,2023-03-08,Author added Bahner,1465,,3
HF1329,2023_RS,House,2023-03-20,"Committee report, to adopt",2019,,4
HF1329,2023_RS,House,2023-03-20,Second reading,2055,,5
HF1329,2023_RS,House,2023-03-20,"House rule 4.20, interim disposition of bills, returned to Judiciary Finance and Civil Law",11121,,6
HF1328,2023_RS,House,2023-02-06,"Introduction and first reading, referred to State and Local Government Finance and Policy",679,Intro,1
HF1327,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Transportation Finance and Policy",679,Intro,1
HF1327,2023_RS,House,2023-02-27,"Committee report, to adopt",1122,,2
HF1327,2023_RS,House,2023-02-27,Second reading,1138,,3
HF1327,2023_RS,House,2023-03-23,"House rule 1.23, placed on Consent Calendar Monday, March 27, 2023",2162,,4
HF1327,2023_RS,House,2023-03-27,Third reading,2395,,5
HF1327,2023_RS,House,2023-03-27,Bill was passed,2395," vote: 79-51
",6
HF1327,2023_RS,Senate,2023-03-30,Received from House,2737,,1
HF1327,2023_RS,Senate,2023-03-30,Introduction and first reading,2738,,2
HF1327,2023_RS,Senate,2023-03-30,"Referred to Rules and Administration for comparison with SF1053, now on General Orders",,,3
HF1327,2023_RS,Senate,2023-04-03,Comm report: Subst. for SF on General Orders SF1053,3002,,4
HF1327,2023_RS,Senate,2023-04-03,Second reading,3003,,5
