bill_number,session_year,session_type,primary_sponsor,cosponsors,summary,subjects,companion,bill_url
HB2396,2023,RS,Fast,,Relating to pyramid promotional schemes,Consumer Protection,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2396&year=2023&sessiontype=RS&btype=bill
HB2397,2023,RS,Fast,,Modifying the definition of child abuse or neglect to exclude accidental injury,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2397&year=2023&sessiontype=RS&btype=bill
HB2398,2023,RS,Fast,,"Requiring the Human Rights Commission, when investigating a complaint of discrimination, to specifically include an examination of the intent of the person",Counties; Human Rights,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2398&year=2023&sessiontype=RS&btype=bill
HB2399,2023,RS,Fast,,Repealing provision prohibiting employers from discriminating for use of tobacco products.,Labor,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2399&year=2023&sessiontype=RS&btype=bill
HB2400,2023,RS,Fast,,Allowing a home improvement transaction to be performed under an oral contract,Consumer Protection; Records and Papers,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2400&year=2023&sessiontype=RS&btype=bill
HB2401,2023,RS,Fast,,Relating to relocation or closure of state higher education institutions,Education (Higher),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2401&year=2023&sessiontype=RS&btype=bill
HB2402,2023,RS,Hott,,To reaffirm and enhance the workers compensation exclusive remedy rule or doctrine,Workers Compensation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2402&year=2023&sessiontype=RS&btype=bill
HB2403,2023,RS,Steele,,Relating to penalties for conspiracy to commit murder,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2403&year=2023&sessiontype=RS&btype=bill
HB2404,2023,RS,Steele,,Relating to repayment of legal services when payment is made by the state for public defender services,"Actions, Suits and Liens",,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2404&year=2023&sessiontype=RS&btype=bill
HB2405,2023,RS,Steele,,Eliminate sales tax on Professional Employment Organization’s administration fees,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2405&year=2023&sessiontype=RS&btype=bill
HB2406,2023,RS,Steele,,Relating to licensure for polygraph examiners,Labor,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2406&year=2023&sessiontype=RS&btype=bill
HB2407,2023,RS,"Pritt, C.",Barnhart,Require photo identification on all EBT cards,Human Services,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2407&year=2023&sessiontype=RS&btype=bill
HB2408,2023,RS,Hornbuckle,,Mountaineer Games Sports League,Education (Higher); Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2408&year=2023&sessiontype=RS&btype=bill
HB2409,2023,RS,Hornbuckle,,Provide a safe process for organic waste composting,Environment,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2409&year=2023&sessiontype=RS&btype=bill
HB2410,2023,RS,Hornbuckle,,Establish the Commission on American History Enrichment,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2410&year=2023&sessiontype=RS&btype=bill
HB2411,2023,RS,Hornbuckle,,To establish cultural competency training for teachers obtaining or renewing a teaching license in West Virginia,Education (K12); Professions and Occupations,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2411&year=2023&sessiontype=RS&btype=bill
HB2412,2023,RS,Hornbuckle,Rohrbach; Worrell; Linville; Lucas; Griffith; Anderson; Adkins,"Declaring November 14 every year, a special Memorial Day in remembrance of the Marshall University airplane crash",Finance and Administration,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2412&year=2023&sessiontype=RS&btype=bill
HB2413,2023,RS,"Pritt, C.",,Permitting pharmacists to dispense the drug ivermectin by means of a standing order,Health; Professions and Occupations,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2413&year=2023&sessiontype=RS&btype=bill
HB2414,2023,RS,"Pritt, C.",,Placing notation on driver’s license or ID cards regarding certain cognitive disabilities,Motor Vehicles,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2414&year=2023&sessiontype=RS&btype=bill
HB2415,2023,RS,"Pritt, C.",Young; Kump; Hornbuckle,Ban the Box Act,Labor,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2415&year=2023&sessiontype=RS&btype=bill
HB2416,2023,RS,"Pritt, C.",,Prevent healthcare facilities from limiting the number of parents that are able to attend appointments for their children,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2416&year=2023&sessiontype=RS&btype=bill
HB2417,2023,RS,Pushkin,,Directing the Supreme Court of Appeals to create a pilot domestic violence court in Kanawha County,Courts,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2417&year=2023&sessiontype=RS&btype=bill
HB2418,2023,RS,Burkhammer,,Tax credits for living and deceased organ donors,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2418&year=2023&sessiontype=RS&btype=bill
HB2419,2023,RS,Pushkin,,Relating to removing the Certificate of Need moratorium on opioid treatment facilities,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2419&year=2023&sessiontype=RS&btype=bill
HB2420,2023,RS,Pushkin,,Establishing of the West Virginia Public Participation Act,"Actions, Suits and Liens",,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2420&year=2023&sessiontype=RS&btype=bill
HB2421,2023,RS,"Pritt, C.",,The Campus Self Defense Act,Education (Higher),"HB2633
SB104",http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2421&year=2023&sessiontype=RS&btype=bill
HB2422,2023,RS,Keaton,,Dedicate severance tax to State Road Fund over a three year period,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2422&year=2023&sessiontype=RS&btype=bill
HB2423,2023,RS,Keaton,Ridenour,"Prohibit “divisive concepts” from schools, state agencies and any groups receiving state funding",Human Rights,SB33,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2423&year=2023&sessiontype=RS&btype=bill
HB2424,2023,RS,Keaton,,Creating the Unborn Infants Wrongful Death Act,Human Rights,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2424&year=2023&sessiontype=RS&btype=bill
HB2425,2023,RS,Keaton,,Require regulatory agency heads to have one year experience in the regulated industry,Boards and Commissions,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2425&year=2023&sessiontype=RS&btype=bill
HB2426,2023,RS,Rohrbach,,Authorizing the Secretary of the Department of Health and Human Resources to develop a submission procedures manual and adopt the same as a procedural rule.,Health; Rule Making Authority,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2426&year=2023&sessiontype=RS&btype=bill
HB2427,2023,RS,Rohrbach,,Establishing the status of beds when an intermediate care facility for individuals with intellectual disabilities closes,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2427&year=2023&sessiontype=RS&btype=bill
HB2428,2023,RS,Rohrbach,Espinosa,Relating to foster care,Juveniles,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2428&year=2023&sessiontype=RS&btype=bill
HB2429,2023,RS,Rohrbach,,Prohibit the practice of white bagging,Insurance,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2429&year=2023&sessiontype=RS&btype=bill
HB2430,2023,RS,Rohrbach,,To reduce copay cap on insulin and devices,Insurance,SB577,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2430&year=2023&sessiontype=RS&btype=bill
HB2431,2023,RS,Rohrbach,,Relating to the Ryan Brown Fund,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2431&year=2023&sessiontype=RS&btype=bill
HB2432,2023,RS,Rohrbach,Hillenbrand,Increasing the penalties for exposure of governmental representatives to fentanyl or any other harmful drug,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2432&year=2023&sessiontype=RS&btype=bill
HB2433,2023,RS,Toney,,Creating three separate job titles for school bus operators,Counties; Education (K12); Resolutions (Naming),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2433&year=2023&sessiontype=RS&btype=bill
HB2434,2023,RS,Toney,,Modifying the definitions and pay grades of certain school cafeteria personnel,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2434&year=2023&sessiontype=RS&btype=bill
HB2435,2023,RS,Tully,,To strengthen anti-hazing laws and policies for Pre-K to Grade 12,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2435&year=2023&sessiontype=RS&btype=bill
HB2436,2023,RS,Tully,Summers; Forsht; Hardy; Worrell; Jennings; Mallow; Honaker; Miller; Foggin; Heckert,Relating to the implementation of an acuity-based patient classification system,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2436&year=2023&sessiontype=RS&btype=bill
HB2437,2023,RS,Tully,,Relating to fetal body parts,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2437&year=2023&sessiontype=RS&btype=bill
HB2438,2023,RS,Cooper,,Authorizing long term care facilities to increase their number of beds on certificate of need by 5% so long as those beds are filled by veterans,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2438&year=2023&sessiontype=RS&btype=bill
HB2439,2023,RS,Cooper,,Exempting from the sales tax all-terrain vehicles and utility terrain vehicles used as farm equipment,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2439&year=2023&sessiontype=RS&btype=bill
HB2440,2023,RS,Kimble,"Phillips; Kirby; Horst; Ridenour; Pritt, C.",To Protect Newborn Genetic Privacy Rights,Human Rights,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2440&year=2023&sessiontype=RS&btype=bill
HB2441,2023,RS,Hornbuckle,,Reentry Task Force,Corrections,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2441&year=2023&sessiontype=RS&btype=bill
HB2442,2023,RS,Cooper,,Requiring that a state employee with a commercial driver’s license have a current medical evaluation certification,Motor Vehicles,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2442&year=2023&sessiontype=RS&btype=bill
HB2443,2023,RS,Toney,,Relating to service employees with National Association for Pupil Transportation Certifications,Education (K12); Professions and Occupations,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2443&year=2023&sessiontype=RS&btype=bill
HB2444,2023,RS,Toney,,Provide wardens with ability to use inmates to perform work in the upkeep local cemeteries,Corrections,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2444&year=2023&sessiontype=RS&btype=bill
HB2445,2023,RS,Toney,,To exempt EMS providers from Turnpike Tolls,Roads and Transportation; Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2445&year=2023&sessiontype=RS&btype=bill
HB2446,2023,RS,Walker,,Food insecurity state wide tip line,Human Services,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2446&year=2023&sessiontype=RS&btype=bill
HB2447,2023,RS,Walker,,Create a CARE FOR ALL line,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2447&year=2023&sessiontype=RS&btype=bill
HB2448,2023,RS,Walker,,Primary care physicians must inform patients about Triple Negative Breast Cancer,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2448&year=2023&sessiontype=RS&btype=bill
HB2449,2023,RS,Walker,,Relating to general provisions of labor and industrial relation,Labor,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2449&year=2023&sessiontype=RS&btype=bill
HB2450,2023,RS,Dean,,"Relating to tax credit for disabled veterans for lifetime hunting, trapping and fishing license",Natural Resources; Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2450&year=2023&sessiontype=RS&btype=bill
HB2451,2023,RS,Dean,,To allow another round of “buy in” to the old public employees retirement plan for those that didn’t last time.,Professions and Occupations; Retirement,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2451&year=2023&sessiontype=RS&btype=bill
HB2452,2023,RS,Dean,,To allow parents to retain their child for an extra year of school without losing a year of sports eligibility,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2452&year=2023&sessiontype=RS&btype=bill
HB2453,2023,RS,Dean,,Allow anyone with a master’s degree to sit for WV Bar exam and become licensed attorney,Professions and Occupations,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2453&year=2023&sessiontype=RS&btype=bill
HB2454,2023,RS,Dean,Holstein,Creating WV Black Lung Program,Health; Workers Compensation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2454&year=2023&sessiontype=RS&btype=bill
HB2455,2023,RS,Martin,,Defining a work day for school service personnel and removing a provision relating to employment of licensed practical nurses,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2455&year=2023&sessiontype=RS&btype=bill
HB2456,2023,RS,Martin,,Relating to a customer constructing a connection or other infrastructure necessary for the customer to connect to the public utility,Public Service Commission,SB122,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2456&year=2023&sessiontype=RS&btype=bill
HB2457,2023,RS,Rohrbach,,Amend section providing for waiver of tuition and fees for older persons auditing certain college classes,Education (Higher),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2457&year=2023&sessiontype=RS&btype=bill
HB2458,2023,RS,Clark,,Relating to public school personnel,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2458&year=2023&sessiontype=RS&btype=bill
HB2459,2023,RS,Clark,,To clarify the application of zoning requirements to exempt wholesale generators,Public Service Commission,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2459&year=2023&sessiontype=RS&btype=bill
HB2460,2023,RS,Clark,,Providing online privacy protection laws for children under 18 years of age,Juveniles,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2460&year=2023&sessiontype=RS&btype=bill
HB2461,2023,RS,Mazzocchi,,Video and audio recordings in self-contained classrooms,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2461&year=2023&sessiontype=RS&btype=bill
HB2462,2023,RS,Mazzocchi,,"Relating to reasonable force in defense of self, real and personal property",Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2462&year=2023&sessiontype=RS&btype=bill
HB2463,2023,RS,Miller,,Allowing substitute teachers to work and not receive any deduction on their retirement over the 140-day of work,Education (K12); Retirement,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2463&year=2023&sessiontype=RS&btype=bill
HB2464,2023,RS,Walker,,Limitations to solitary confinement to 3 days per every 2 weeks,Corrections,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2464&year=2023&sessiontype=RS&btype=bill
HB2465,2023,RS,Walker,,"Increase access to and amount covered of the promise scholarship to ensure full ride regardless of tuition costs, double majors, or courses of interest",Education (Higher),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2465&year=2023&sessiontype=RS&btype=bill
HB2466,2023,RS,Walker,,Repeal of taxing state employees pensions and social security,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2466&year=2023&sessiontype=RS&btype=bill
HB2467,2023,RS,Walker,,Legal apprenticeships as alternatives to Law School to help those who cannot afford law school or have a disability,Education (Higher),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2467&year=2023&sessiontype=RS&btype=bill
HB2468,2023,RS,Walker,,Re-establish prevailing wage,Labor,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2468&year=2023&sessiontype=RS&btype=bill
HB2469,2023,RS,Walker,,Keep federal level weight limits for trucking in the state of WV,Roads and Transportation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2469&year=2023&sessiontype=RS&btype=bill
HB2470,2023,RS,Walker,,Creating a youth advisory council for civic engagement,Juveniles,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2470&year=2023&sessiontype=RS&btype=bill
HB2471,2023,RS,Pinson,Steele; Hillenbrand; Butler; Burkhammer; Fast,Relating to the suspension of driver’s license for unpaid tickets,Courts; Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2471&year=2023&sessiontype=RS&btype=bill
HB2472,2023,RS,Fast,,To add additional members to the West Virginia Parole Board,Boards and Commissions,SB172,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2472&year=2023&sessiontype=RS&btype=bill
HB2473,2023,RS,Fast,,To permit the limited use of juvenile records in grievance proceedings regarding employees of the Division of Corrections and Rehabilitation when such records prove relevant.,Boards and Commissions,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2473&year=2023&sessiontype=RS&btype=bill
HB2474,2023,RS,Fast,Steele,Establishing the West Virginia Religious Freedom Restoration Act,Human Rights,HB2478,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2474&year=2023&sessiontype=RS&btype=bill
HB2475,2023,RS,Fast,Steele,Provide for a raise for private investigators hired by public defender offices or court appointed panel attorneys,Courts,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2475&year=2023&sessiontype=RS&btype=bill
HB2476,2023,RS,Fast,,Relating to property ownership by Farmland Protection Board,Agriculture; Real and Personal Property,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2476&year=2023&sessiontype=RS&btype=bill
HB2477,2023,RS,Fast,,Relating to the financial responsibility of inmates in relation to civil awards,Corrections,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2477&year=2023&sessiontype=RS&btype=bill
HB2478,2023,RS,Fast,Steele,West Virginia Religious Freedom Restoration Act,Human Rights,HB2474,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2478&year=2023&sessiontype=RS&btype=bill
HB2479,2023,RS,Hott,,Relating to rules for hunting antlered deer,Natural Resources,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2479&year=2023&sessiontype=RS&btype=bill
HB2480,2023,RS,Rowe,,Relating to the intestate share of a decedent’s surviving spouse,Estates and Trusts,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2480&year=2023&sessiontype=RS&btype=bill
HB2481,2023,RS,Rowe,,Increasing the state minimum wage,Human Rights; Labor,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2481&year=2023&sessiontype=RS&btype=bill
HB2482,2023,RS,Rowe,,Relating to social determinants of health,Boards and Commissions,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2482&year=2023&sessiontype=RS&btype=bill
HB2483,2023,RS,Rowe,,Creating a tax credit for improving facades in historic districts,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2483&year=2023&sessiontype=RS&btype=bill
HB2484,2023,RS,Rowe,,Requiring paving contracts for state highways to have special requirements to prevent potholes,Roads and Transportation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2484&year=2023&sessiontype=RS&btype=bill
HB2485,2023,RS,Rowe,,Establishing reimbursement rates for congregate and in-home meals,Senior Citizens,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2485&year=2023&sessiontype=RS&btype=bill
HB2486,2023,RS,Rowe,,Economic and Community Development Task Force,Economic Development,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2486&year=2023&sessiontype=RS&btype=bill
HB2487,2023,RS,Rowe,,Relating to designation of social workers in the Department of Health and Human Services,Human Services,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2487&year=2023&sessiontype=RS&btype=bill
HB2488,2023,RS,Rowe,,Providing school days to register and transport students to vote,Education; Education (K12); Elections,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2488&year=2023&sessiontype=RS&btype=bill
HB2489,2023,RS,Rowe,,Allowing low income senior citizens to receive certain tax credits without filing a state income tax return,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2489&year=2023&sessiontype=RS&btype=bill
HB2490,2023,RS,Rowe,,Establishing a procedure to name a kinship legal guardian,"Actions, Suits and Liens; Courts",,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2490&year=2023&sessiontype=RS&btype=bill
HB2491,2023,RS,Pinson,,Relating to the Deputy Sheriff Retirement System Act,Retirement,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2491&year=2023&sessiontype=RS&btype=bill
HB2492,2023,RS,Pinson,Steele; Kirby; Ridenour,Relating to forbidding excessive government limitations on exercise on religion,"Actions, Suits and Liens; Human Rights",SB11,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2492&year=2023&sessiontype=RS&btype=bill
HB2493,2023,RS,Pinson,,To modify deputy sheriff’s retirement pay and the cost of receiving certain reports,Boards and Commissions; Counties; Retirement,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2493&year=2023&sessiontype=RS&btype=bill
HB2494,2023,RS,Pinson,,Requiring high school students to pass a test on the US Constitution to graduate from high school,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2494&year=2023&sessiontype=RS&btype=bill
HB2495,2023,RS,Pinson,Ridenour,Allowing private school students to play public school sports in some instances,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2495&year=2023&sessiontype=RS&btype=bill
HB2496,2023,RS,Pinson,Steele,Requiring that any doctor performing an abortion must be board-certified in obstetrics and gynecology,Boards and Commissions; Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2496&year=2023&sessiontype=RS&btype=bill
HB2497,2023,RS,Kimble,"Phillips; McGeehan; Kirby; Horst; Burkhammer; Pritt, C.; Mazzocchi; Fast; Ridenour",Prohibit requiring Covid-19 vaccine or booster shot to attend in person classes at colleges and universities,Education (Higher),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2497&year=2023&sessiontype=RS&btype=bill
HB2498,2023,RS,Kimble,"Phillips; Horst; Kirby; Pritt, C.; Fast",To require medication-assisted treatment programs to have written policies concerning community relations,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2498&year=2023&sessiontype=RS&btype=bill
HB2499,2023,RS,Kimble,"Ridenour; Kirby; Horst; Phillips; Pinson; Burkhammer; Pritt, C.; Mazzocchi",Relating to dangerous crimes against children,Crime,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2499&year=2023&sessiontype=RS&btype=bill
HB2500,2023,RS,Kimble,"McGeehan; Phillips; Horst; Kirby; Pritt, C.; Fast",Establishing criteria for the government’s adoption of new and emerging surveillance technologies while ensuring privacy protections for individuals,Public Safety,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2500&year=2023&sessiontype=RS&btype=bill
HB2501,2023,RS,Kimble,"Kirby; Horst; Burkhammer; Pinson; Phillips; Pritt, C.; Mazzocchi",Require hospitals with no ASL interpreter on staff provide technology for hearing or speech impaired patients to communicate,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2501&year=2023&sessiontype=RS&btype=bill
HB2502,2023,RS,Kimble,"Phillips; Horst; Kirby; Pritt, C.",Repeal law requiring motorcycle riders to wear a helmet,Motor Vehicles,HB2887,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2502&year=2023&sessiontype=RS&btype=bill
HB2503,2023,RS,Foster,,Requiring the Department of Health and Human resources to pay the attorney fees of an adoptive parent in a subsidized adoption,Juveniles,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2503&year=2023&sessiontype=RS&btype=bill
HB2504,2023,RS,Foster,,Relating to PROMISE Scholarship Program requirements,Education (Higher),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2504&year=2023&sessiontype=RS&btype=bill
HB2505,2023,RS,Criss,Heckert; Fehrenbacher,Creating the Supported Decision-Making Act,Health,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2505&year=2023&sessiontype=RS&btype=bill
HB2506,2023,RS,Linville,"Howell; Cannon; Householder; Criss; Maynor; Hall, W.; Espinosa; Riley; Fehrenbacher; Chiarelli",Creating a title clearinghouse for non-resident businesses,Motor Vehicles,SB221,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2506&year=2023&sessiontype=RS&btype=bill
HB2507,2023,RS,Linville,,Relating to the West Virginia public employees grievance procedure,State Personnel,SB461,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2507&year=2023&sessiontype=RS&btype=bill
HB2508,2023,RS,Keaton,,Relating to the limitation of actions on agricultural land,Agriculture,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2508&year=2023&sessiontype=RS&btype=bill
HB2509,2023,RS,Steele,,Creating the Uniform Premarital Agreement Act,Domestic Relations,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2509&year=2023&sessiontype=RS&btype=bill
HB2510,2023,RS,Howell,Anderson; Hott; Zatezalo; Clark; Ferrell; Storch; Smith; Phillips; Cannon; Linville,To establish the Rare Earth Element and Critical Mineral Investment Tax Credit Act,Economic Development; Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2510&year=2023&sessiontype=RS&btype=bill
HB2511,2023,RS,Howell,Clark; Smith; Crouse; Honaker; Ferrell; Cannon; Phillips; Kelly; Hott; Zatezalo,Modify how sales tax is collected on seller financed vehicle transactions,Taxation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2511&year=2023&sessiontype=RS&btype=bill
HB2512,2023,RS,Howell,Hornbuckle; Capito; Clark; Ferrell; Storch; Smith; Phillips; Cannon; Kelly; Hott,Transferring the administration of the West Virginia Small Business Innovation Research (SBIR) and Small Business Technology Transfer (SBTT) Matching Funds Program from the Department of Commerce to the Department of Economic Development,Economic Development,SB231,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2512&year=2023&sessiontype=RS&btype=bill
HB2513,2023,RS,Smith,Clark; Howell; Phillips; Crouse; Zatezalo; Thorne; Storch,Relating to the deadline by which county clerks must report voter participation history after an election into the statewide voter registration system,Elections,SB642,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2513&year=2023&sessiontype=RS&btype=bill
HB2514,2023,RS,Howell,Crouse; Jennings; Ferrell; Phillips; Honaker; Linville; Zatezalo; Thorne,Increasing penalties for putting objects on highways,Roads and Transportation,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2514&year=2023&sessiontype=RS&btype=bill
HB2515,2023,RS,Howell,Clark; Smith; Crouse; Jennings; Ferrell; Phillips; Honaker; Cannon; Linville; Hott,"Require agencies to develop and maintain an inventory of available services for single parents wanting to obtain degrees, secure training or reenter the workforce",Human Services,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2515&year=2023&sessiontype=RS&btype=bill
HB2516,2023,RS,Reynolds,"Storch; Cooper; Sheedy; Willis; Jeffries; Hall, W.; Nestor; Kelly; Zatezalo; Ferrell",Provide that coaching days do not count towards limit on days for retired employees,Education (K12),,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2516&year=2023&sessiontype=RS&btype=bill
HB2517,2023,RS,Dillon,,Medical Insurance Policy Owner’s Notification Act,Insurance,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2517&year=2023&sessiontype=RS&btype=bill
HB2518,2023,RS,Keaton,,Amending the West Virginia Fresh Food Act,Agriculture,,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2518&year=2023&sessiontype=RS&btype=bill
