bill_number,session,primary_sponsor,cosponsors,status,chapter_num,shortTitle,title,bill_url
HB0197,2023-RS,Representative Andrew,Representative Olsen; Representative Pendergraft; Representative Provenza; Representative Singh; Representative Western; Senator Hutchings; Senator Ide; Senator Rothfuss,inactive,,Defend the guard act.,AN ACT relating to the Wyoming national guard; providing legislative findings; prohibiting the release of the Wyoming national guard into active duty combat as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0197
HB0198,2023-RS,Representative Conrad,Representative Berger; Representative Burkhart; Senator Schuler,inactive,,Civil service commission administration.,AN ACT relating to cities and towns; authorizing the city clerk to name a designee to serve as ex officio clerk of the civil service commission within the clerk's incorporated municipality; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0198
HB0199,2023-RS,Representative Conrad,"Representative Berger; Representative Larson, JT",enrolled,CH0100,License plate decal-breast cancer awareness.,AN ACT relating to motor vehicles; providing for a decal designating breast cancer awareness to attach to a license plate; providing for a decal fee; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0199
HB0200,2023-RS,Representative Northrup,Representative Newsome; Representative Sommers; Senator Hicks,enrolled,CH0137,Nonresident hunting licenses-application fees.,"AN ACT relating to game and fish; modifying the provisions of elk, deer, antelope, bighorn sheep, mountain goat, moose, grizzly bear and wild bison hunting licenses issued to nonresident applicants; increasing nonresident license fees to hunt elk, deer, antelope, bighorn sheep, mountain goat, moose, grizzly bear and wild bison; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0200
HB0201,2023-RS,Representative Northrup,Representative Clouston; Representative Crago; Senator Baldwin; Senator Rothfuss,inactive,,Hathaway fallen first responder scholarship.,AN ACT relating to the Hathaway scholarship program; creating the Hathaway fallen first responder scholarship; modifying scholarship eligibility requirements as specified; making conforming amendments; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0201
HB0202,2023-RS,Representative Walters,Representative Northrup; Representative Sherwood; Representative Sommers; Representative Western; Senator Gierau; Senator Landen,inactive,,Pilot student loan payments.,AN ACT relating to education; providing financial assistance to students obtaining commercial pilot certificates; requiring pilots licensed under this act to fly commercially as specified or repay funds expended by the state; requiring students to satisfy a residency requirement to qualify for the program; allowing the community college commission to forgive student debt where undue hardship exists; requiring reports; providing an appropriation; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0202
HB0203,2023-RS,Representative Obermueller,"Representative Jennings; Representative Yin; Representative Zwonitzer, Dn; Senator Hicks; Senator Rothfuss",inactive,,PMTF and CSPLF reserve accounts-repeal and simplification.,AN ACT relating to public funds; amending the distribution of excess investment earnings of the permanent Wyoming mineral trust fund and common school account within the permanent land fund; repealing the spending policy for the common school account within the permanent land fund; repealing the permanent Wyoming mineral trust fund reserve account and the common school permanent fund reserve account; making conforming amendments; repealing obsolete provisions; providing for the transfer of funds; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0203
HB0204,2023-RS,Representative Chestek,Representative Berger; Representative Newsome; Senator Gierau; Senator Rothfuss,inactive,,Allowable train lengths.,AN ACT relating to public utilities; requiring trains to be not more than a specified length; providing operational requirements; providing a civil penalty; providing definitions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0204
HB0205,2023-RS,Representative Bear,"Representative Allemand; Representative Angelos; Representative Banks; Representative Davis; Representative Haroldson; Representative Heiner; Representative Hornok; Representative Jennings; Representative Knapp; Representative Lawley; Representative Locke; Representative Neiman; Representative Niemiec; Representative O'Hearn; Representative Ottman; Representative Pendergraft; Representative Penn; Representative Rodriguez-Williams; Representative Slagle; Representative Smith; Representative Strock; Representative Styvar; Representative Tarver; Representative Trujillo; Representative Ward; Representative Winter; Representative Wylie; Senator Biteman; Senator Boner; Senator Brennan; Senator Dockstader; Senator Hicks; Senator Hutchings; Senator Kolb; Senator Laursen, D; Senator McKeown; Senator Salazar; Senator Steinmetz",inactive,,Ban on teaching and training critical race theory.,AN ACT relating to teaching and training standards; creating limitations on teaching and training specified concepts; specifying duties for the attorney general and district attorneys; preventing public employers from requiring employee training on specified concepts; creating private causes of action; authorizing civil damages; requiring reporting; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0205
HB0206,2023-RS,Representative Yin,,inactive,,State employee child care.,AN ACT relating to administration of government; providing for child care for state employees as specified; requiring the establishment and operation of a child care facility within the state capitol complex by the department of administration and information; amending and creating definitions; authorizing rulemaking; specifying legislative intent; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/HB0206
