bill_number,session,primary_sponsor,cosponsors,status,chapter_num,shortTitle,title,bill_url
SF0017,2024-RS,Transportation,,enrolled,CH0003,Plane coordinates system-amendments.,"AN ACT relating to the plane coordinates system; updating the plane coordinates system for Wyoming; providing for the use of other datums, systems and networks for the system; providing definitions; making conforming amendments; repealing provisions related to obsolete coordinate standards; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0017
SF0018,2024-RS,Tribal Relations,,enrolled,CH0057,Indian child welfare act-safe haven amendments.,AN ACT relating to children; amending the safe haven statutes to require compliance with the Wyoming Indian Child Welfare Act as specified; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0018
SF0019,2024-RS,Education,,enrolled,CH0095,Developmental preschool funding.,AN ACT relating to developmental preschool funding; modifying the per child amounts used to calculate payments to service providers; modifying requirements for the department of health's budget request for developmental preschool services as specified; modifying the date utilized to count the number of children that participate in the program; providing an appropriation; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0019
SF0020,2024-RS,Corporations,,enrolled,CH0070,Electricity rates for costs that do not benefit Wyoming.,AN ACT relating to public utilities; specifying that costs of interstate electric public utilities that do not benefit Wyoming ratepayers shall be excluded from costs apportioned to Wyoming; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0020
SF0021,2024-RS,Corporations,,enrolled,CH0016,Public utilities-net power cost sharing ratio.,AN ACT relating to public utilities; specifying the sharing of electric supply costs between a public utility and its customers in specified cost-tracking mechanisms; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0021
SF0022,2024-RS,Corporations,,enrolled,CH0058,Public service commission-electricity reliability.,AN ACT relating to public utilities; requiring the public service commission to establish standards related to electricity reliability; specifying that failing to comply with standards is subject to penalties; providing that the public service commission shall not allow for rate recovery for new or modified facilities that are likely to result in failure to comply with reliability standards; specifying that public utilities may enter into individualized energy contracts and may utilize customer-specific energy portfolios; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0022
SF0023,2024-RS,Corporations,,enrolled,CH0076,Public utilities-energy resource procurement.,AN ACT relating to public utilities; establishing a solicitation process for specified electrical utilities acquiring or constructing significant energy resources; providing a waiver process; providing for the use of independent evaluators; providing rulemaking authority; authorizing a full time position; providing an appropriation; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0023
SF0024,2024-RS,Corporations,,enrolled,CH0097,Public service commission-integrated resource plans.,AN ACT relating to public utilities; providing for the review of integrated resource plan action plans by the public service commission; providing rulemaking authority; authorizing a position; providing an appropriation; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0024
SF0025,2024-RS,Corporations,,inactive,,Reclamation and decommissioning costs.,AN ACT relating to public utilities; requiring a study identify already incurred liabilities for the decommissioning and cleanup of coal fired electric generation facilities as specified; requiring a study and reports; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0025
SF0026,2024-RS,Corporations,,enrolled,CH0081,Special district vacancies.,AN ACT relating to special districts; clarifying the term of office for members of a special district governing body that filled a vacancy; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0026
SF0027,2024-RS,Corporations,,enrolled,CH0093,Special districts bond elections exception.,AN ACT relating to special districts; providing an exception to special district bond elections for improvement and service districts and water and sewer districts as specified; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0027
SF0028,2024-RS,Fed Nat Res,,inactive,,Federal natural resource management coordinator.,AN ACT relating to administration of the government; authorizing a position within the governor's office; specifying duties for the newly authorized position; repealing the existing coordinator of state-federal relations position; providing an appropriation; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0028
SF0029,2024-RS,Senator Case,,inactive,,Major political parties-state central party voting members.,AN ACT relating to political parties; clarifying voting requirements for members of the state central committee of major political parties; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0029
SF0030,2024-RS,Judiciary,,enrolled,CH0015,Influencing jurors and witnesses-judges amendment.,"AN ACT relating to crimes and offenses; clarifying that judges are covered under the offense of influencing, intimidating or impeding jurors, witnesses and officers; amending the penalty for intimidating or impeding jurors, judges, witnesses and officers; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/SF0030
