bill_number,session,chamber,action_date,action,order
S-0085,2022_2023,A,2022-05-26,"Received in the Assembly, Referred to ACE",4
S-0086,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0087,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SED",1
S-0087,2022_2023,S,2022-06-20,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0087,2022_2023,S,2022-06-20,Referred to Senate Budget and Appropriations Committee,3
S-0088,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEG",1
S-0089,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEG",1
S-0090,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SMV",1
S-0091,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLA",1
S-0092,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0093,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHI",1
S-0094,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SBA",1
S-0095,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0096,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SBA",1
S-0097,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SBA",1
S-0098,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SBA",1
S-0099,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SMV",1
S-0100,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0101,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHI",1
S-0102,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLA",1
S-0103,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0104,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEG",1
S-0105,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0106,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0107,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0108,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0109,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SED",1
S-0110,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SED",1
S-0111,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SBA",1
S-0112,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0113,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0114,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0115,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEG",1
S-0116,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEG",1
S-0117,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEG",1
S-0118,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0119,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0120,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SED",1
S-0121,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0122,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SED",1
S-0123,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SED",1
S-0124,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0125,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0126,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SED",1
S-0127,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0128,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to STR",1
S-0129,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SED",1
S-0129,2022_2023,S,2022-02-03,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0130,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SJU",1
S-0131,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0131,2022_2023,S,2022-03-07,"Reported out of Senate Committee, 2nd Reading",2
S-0131,2022_2023,S,2022-03-07,Referred to Senate Budget and Appropriations Committee,3
S-0132,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0132,2022_2023,S,2022-09-29,"Reported out of Senate Committee, 2nd Reading",2
S-0133,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SED",1
S-0133,2022_2023,S,2022-03-07,"Reported out of Senate Committee, 2nd Reading",2
S-0133,2022_2023,S,2022-05-26,Senate Amendment,3
S-0134,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0135,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0136,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0136,2022_2023,S,2022-10-31,"Reported out of Senate Committee, 2nd Reading",2
S-0136,2022_2023,S,2022-10-31,Referred to Senate Budget and Appropriations Committee,3
S-0137,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0138,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLA",1
S-0138,2022_2023,S,2022-06-14,Transferred to SSG,2
S-0138,2022_2023,S,2022-06-23,"Reported out of Senate Committee with Amendments, 2nd Reading",3
S-0138,2022_2023,S,2022-06-29,Substituted by,4
S-0139,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0139,2022_2023,S,2022-03-10,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0139,2022_2023,S,2022-03-10,Referred to Senate Budget and Appropriations Committee,3
S-0140,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0141,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0142,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0142,2022_2023,S,2022-05-16,"Reported out of Senate Committee, 2nd Reading",2
S-0142,2022_2023,S,2022-05-16,Referred to Senate Budget and Appropriations Committee,3
S-0142,2022_2023,S,2022-06-06,"Reported out of Senate Committee, 2nd Reading",4
S-0142,2022_2023,S,2022-06-16,Passed Senate,5
S-0142,2022_2023,A,2022-06-16,"Received in the Assembly, Referred to ACE",6
S-0142,2022_2023,A,2022-09-15,Transferred to AFI,7
S-0142,2022_2023,A,2022-09-15,Reported and Referred to AAP,8
S-0142,2022_2023,A,2022-10-20,"Reported out of Assembly Committee with Amendments, 2nd Reading",9
S-0142,2022_2023,A,2022-10-27,Substituted for,10
S-0142,2022_2023,A,2022-10-27,Passed Assembly,11
S-0142,2022_2023,S,2022-11-03,"Received in the Senate, 2nd Reading on Concurrence",12
S-0142,2022_2023,S,2023-03-20,Passed Senate (Passed Both Houses),13
S-0142,2022_2023,G,2023-05-08,Approved,14
S-0143,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0144,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0144,2022_2023,S,2022-02-03,"Reported out of Senate Committee, 2nd Reading",2
S-0144,2022_2023,S,2022-02-14,Senate Amendment,3
S-0144,2022_2023,S,2022-03-03,Passed Senate,4
S-0144,2022_2023,A,2022-03-07,"Received in the Assembly, Referred to ASL",5
S-0144,2022_2023,A,2022-03-17,"Reported out of Assembly Committee with Amendments, 2nd Reading",6
S-0144,2022_2023,A,2022-03-24,Substituted for,7
S-0144,2022_2023,A,2022-03-24,Passed Assembly,8
S-0144,2022_2023,S,2022-05-12,"Received in the Senate, 2nd Reading on Concurrence",9
S-0144,2022_2023,S,2022-05-26,Passed Senate (Passed Both Houses),10
S-0144,2022_2023,G,2022-07-29,Approved,11
S-0145,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to STR",1
S-0146,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to STR",1
S-0146,2022_2023,S,2022-03-07,"Reported out of Senate Committee, 2nd Reading",2
S-0146,2022_2023,S,2022-10-17,Passed Senate,3
S-0146,2022_2023,A,2022-10-20,"Received in the Assembly, Referred to ATR",4
S-0146,2022_2023,A,2023-06-15,"Reported out of Assembly Committee, 2nd Reading",5
S-0146,2022_2023,A,2023-06-30,Substituted for,6
S-0146,2022_2023,A,2023-06-30,Passed Assembly (Passed Both Houses),7
S-0146,2022_2023,G,2023-11-27,Approved,8
S-0147,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to STR",1
S-0147,2022_2023,S,2022-03-07,"Reported out of Senate Committee, 2nd Reading",2
S-0147,2022_2023,S,2022-03-24,Passed Senate,3
S-0147,2022_2023,A,2022-03-24,"Received in the Assembly, Referred to ATR",4
S-0147,2022_2023,A,2022-10-17,"Reported out of Assembly Committee, 2nd Reading",5
S-0147,2022_2023,A,2022-12-15,Substituted for,6
S-0147,2022_2023,A,2022-12-15,Passed Assembly (Passed Both Houses),7
S-0147,2022_2023,G,2023-01-30,Approved,8
S-0148,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to STR",1
S-0149,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to STR",1
S-0149,2022_2023,S,2022-05-16,"Reported out of Senate Committee, 2nd Reading",2
S-0149,2022_2023,S,2022-05-16,Referred to Senate Budget and Appropriations Committee,3
S-0149,2022_2023,S,2022-10-31,"Reported out of Senate Committee, 2nd Reading",4
S-0149,2022_2023,S,2022-11-21,Passed Senate,5
S-0149,2022_2023,A,2022-11-21,"Received in the Assembly, Referred to ATR",6
S-0150,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0150,2022_2023,S,2023-03-06,"Reported out of Senate Committee, 2nd Reading",2
S-0151,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to STR",1
S-0151,2022_2023,S,2022-05-16,"Reported out of Senate Committee, 2nd Reading",2
S-0152,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SMV",1
S-0152,2022_2023,S,2022-03-21,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0152,2022_2023,S,2022-10-17,Substituted by,3
S-0153,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHI",1
S-0154,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to STR",1
S-0155,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0156,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLA",1
S-0157,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLA",1
S-0158,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0159,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SJU",1
S-0160,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SMV",1
S-0161,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0162,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLA",1
S-0163,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0164,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SJU",1
S-0165,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0166,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SJU",1
S-0167,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SMV",1
S-0168,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0169,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0170,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLA",1
S-0171,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0171,2022_2023,S,2023-03-02,"Reported out of Senate Committee, 2nd Reading",2
S-0171,2022_2023,S,2023-03-02,Referred to Senate Budget and Appropriations Committee,3
S-0172,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0173,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0174,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0175,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SBA",1
S-0176,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0177,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0178,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEG",1
S-0179,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0179,2022_2023,S,2023-11-27,Transferred to SEG,2
S-0180,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0181,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0182,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0182,2022_2023,S,2023-03-30,Transferred to SEG,2
S-0183,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0183,2022_2023,S,2022-09-29,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0183,2022_2023,S,2022-10-17,Passed Senate,3
S-0183,2022_2023,A,2022-10-20,"Received in the Assembly, Referred to AHO",4
S-0183,2022_2023,A,2022-12-05,"Reported out of Assembly Committee, 2nd Reading",5
S-0183,2022_2023,A,2022-12-15,Assembly Floor Amendment Passed,6
S-0184,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SJU",1
S-0185,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0186,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0187,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SBA",1
S-0188,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0189,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEG",1
S-0190,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0191,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0191,2022_2023,S,2022-06-23,Transferred to SBA,2
S-0192,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEG",1
S-0192,2022_2023,S,2023-12-04,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0193,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0194,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0195,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0196,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0197,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SBA",1
S-0198,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0199,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0200,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0201,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0202,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0203,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0204,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0205,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to STR",1
S-0206,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0207,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0208,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0209,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0210,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0211,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0212,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0213,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0214,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0215,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0216,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0217,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0218,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHI",1
S-0218,2022_2023,S,2022-06-09,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0218,2022_2023,S,2022-06-09,Referred to Senate Budget and Appropriations Committee,3
S-0219,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEG",1
S-0219,2022_2023,S,2022-06-13,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0219,2022_2023,S,2022-06-29,Passed Senate,3
S-0219,2022_2023,A,2023-02-06,"Received in the Assembly, Referred to AST",4
S-0220,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEG",1
S-0221,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0222,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0223,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SBA",1
S-0224,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0225,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0226,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0227,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0228,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SMV",1
S-0229,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0230,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEG",1
S-0231,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0232,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0233,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0234,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0235,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0236,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0236,2022_2023,S,2023-06-27,Withdrawn from Consideration,2
S-0237,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0238,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0239,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHI",1
S-0240,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHI",1
S-0241,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0242,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SJU",1
S-0243,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLA",1
S-0244,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0245,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0246,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0247,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0248,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SED",1
S-0248,2022_2023,S,2022-02-03,"Reported out of Senate Committee, 2nd Reading",2
S-0248,2022_2023,S,2022-02-03,Referred to Senate Budget and Appropriations Committee,3
S-0249,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0249,2022_2023,S,2022-03-14,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0249,2022_2023,S,2022-03-21,Referred to Senate Budget and Appropriations Committee,3
S-0249,2022_2023,S,2022-06-06,"Reported out of Senate Committee, 2nd Reading",4
S-0249,2022_2023,S,2022-10-17,Passed Senate,5
S-0249,2022_2023,A,2022-10-20,"Received in the Assembly, Referred to ACE",6
S-0249,2022_2023,A,2022-12-05,Transferred to ALP,7
S-0249,2022_2023,A,2022-12-05,"Reported out of Assembly Committee, 2nd Reading",8
S-0249,2022_2023,A,2023-03-23,Recommitted to AAP,9
S-0249,2022_2023,A,2023-03-23,"Reported out of Assembly Committee, 2nd Reading",10
S-0249,2022_2023,A,2023-03-30,Substituted for,11
S-0249,2022_2023,A,2023-03-30,Passed Assembly (Passed Both Houses),12
S-0249,2022_2023,G,2023-05-15,Approved,13
S-0250,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0250,2022_2023,S,2022-05-19,"Reported out of Senate Committee, 2nd Reading",2
S-0250,2022_2023,S,2022-05-19,Referred to Senate Budget and Appropriations Committee,3
S-0251,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SJU",1
S-0252,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0253,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0254,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SJU",1
S-0255,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SJU",1
S-0256,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0257,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0258,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0259,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SBA",1
S-0259,2022_2023,S,2022-09-29,Transferred to SCU,2
S-0259,2022_2023,S,2022-09-29,"Reported from Senate Committee as a Substitute, 2nd Reading",3
S-0259,2022_2023,S,2022-09-29,Referred to Senate Budget and Appropriations Committee,4
S-0260,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0261,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0262,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0262,2022_2023,S,2023-06-12,"Reported out of Senate Committee, 2nd Reading",2
S-0262,2022_2023,S,2023-06-12,Referred to Senate Budget and Appropriations Committee,3
S-0263,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCM",1
S-0264,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0265,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0266,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0267,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0268,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SJU",1
S-0269,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0269,2022_2023,S,2023-05-18,"Reported from Senate Committee as a Substitute, 2nd Reading",2
S-0269,2022_2023,S,2023-05-18,Referred to Senate Budget and Appropriations Committee,3
S-0269,2022_2023,S,2023-12-14,"Reported out of Senate Committee, 2nd Reading",4
S-0269,2022_2023,S,2023-12-21,Senate Amendment,5
S-0269,2022_2023,S,2024-01-08,Substituted by,6
S-0270,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0271,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0272,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0273,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SED",1
S-0274,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHI",1
S-0275,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SHH",1
S-0275,2022_2023,S,2022-05-12,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0275,2022_2023,S,2022-05-26,Passed Senate,3
S-0275,2022_2023,A,2022-05-26,"Received in the Assembly, Referred to ACO",4
S-0275,2022_2023,A,2022-11-14,Transferred to AHE,5
S-0275,2022_2023,A,2022-11-14,"Reported out of Assembly Committee with Amendments, 2nd Reading",6
S-0275,2022_2023,A,2022-12-15,Substituted for,7
S-0275,2022_2023,A,2022-12-15,Passed Assembly,8
S-0275,2022_2023,S,2022-12-15,"Received in the Senate, 2nd Reading on Concurrence",9
S-0275,2022_2023,S,2022-12-19,Passed Senate (Passed Both Houses),10
S-0275,2022_2023,G,2023-01-13,Approved,11
S-0276,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0277,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0278,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0278,2022_2023,S,2023-05-15,"Reported out of Senate Committee, 2nd Reading",2
S-0278,2022_2023,S,2023-05-15,Referred to Senate Budget and Appropriations Committee,3
S-0279,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0280,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SED",1
S-0281,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0281,2022_2023,S,2023-11-27,"Reported from Senate Committee as a Substitute, 2nd Reading",2
S-0281,2022_2023,S,2023-12-11,Passed Senate,3
S-0281,2022_2023,A,2023-12-11,"Received in the Assembly, Referred to AHO",4
S-0281,2022_2023,A,2024-01-04,Transferred to ASL,5
S-0281,2022_2023,A,2024-01-04,Reported and Referred to AAP,6
S-0281,2022_2023,A,2024-01-04,"Reported out of Assembly Committee, 2nd Reading",7
S-0281,2022_2023,A,2024-01-08,Substituted for,8
S-0281,2022_2023,A,2024-01-08,Passed Assembly (Passed Both Houses),9
S-0281,2022_2023,G,2024-01-16,Approved,10
S-0282,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SMV",1
S-0282,2022_2023,S,2022-02-28,"Reported out of Senate Committee, 2nd Reading",2
S-0282,2022_2023,S,2022-02-28,Referred to Senate Budget and Appropriations Committee,3
S-0284,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SSG",1
S-0285,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLP",1
S-0285,2022_2023,S,2022-10-13,"Reported out of Senate Committee, 2nd Reading",2
S-0285,2022_2023,S,2022-10-13,Referred to Senate Budget and Appropriations Committee,3
S-0286,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0287,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SEN",1
S-0287,2022_2023,S,2022-06-13,"Reported from Senate Committee as a Substitute, 2nd Reading",2
S-0287,2022_2023,S,2022-06-13,Referred to Senate Budget and Appropriations Committee,3
S-0287,2022_2023,S,2022-06-27,"Reported out of Senate Committee with Amendments, 2nd Reading",4
S-0287,2022_2023,S,2022-06-29,Passed Senate,5
S-0287,2022_2023,A,2022-06-29,"Received in the Assembly, Referred to AEN",6
S-0287,2022_2023,A,2022-11-21,Reported and Referred to AAP,7
S-0287,2022_2023,A,2022-12-12,"Reported out of Assembly Committee, 2nd Reading",8
S-0287,2022_2023,A,2022-12-15,Substituted for,9
S-0287,2022_2023,A,2022-12-15,Passed Assembly (Passed Both Houses),10
S-0287,2022_2023,G,2023-01-30,Approved,11
S-0288,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0288,2022_2023,S,2022-10-27,"Reported out of Senate Committee, 2nd Reading",2
S-0288,2022_2023,S,2022-10-27,Referred to Senate Budget and Appropriations Committee,3
S-0289,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLA",1
S-0289,2022_2023,S,2022-03-07,"Reported out of Senate Committee, 2nd Reading",2
S-0289,2022_2023,S,2022-03-07,Referred to Senate Budget and Appropriations Committee,3
S-0290,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLA",1
S-0291,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SCU",1
S-0292,2022_2023,S,2022-01-11,"Introduced in the Senate, Referred to SLA",1
