bill_id,session,title,summary,commem
H0669,193rd,"An Act supporting parents running for public office
SECTION 1. Section 1 of chapter 55 of the General Laws, as so appearing, is hereby amended by inserting after the definition of â€śCandidateâ€™s committeeâ€ť the following definition ...","By Representatives Connolly of Cambridge and Meschino of Hull, a petition (accompanied by bill, House, No. 669) of Mike Connolly, Joan Meschino and others relative to child care expenses for candidates while performing work or attending certain campaign events.  Election Laws.",0
S0670,193rd,"An Act to help patients and reduce healthcare costs by ensuring patient adherence to medications
An individual or group health insurance policy providing prescription drug coverage in the state must permit and apply a pro-rated daily cost-sharing rate to prescriptions ...","By Ms. Lovely, a petition (accompanied by bill, Senate, No. 670) of Joan B. Lovely for legislation relative to medication synchronization.  Financial Services.",0
H0670,193rd,"An Act enabling childrenâ€™s right to vote
SECTION 1. Section 1 of Chapter 50 of the General Laws, as appearing in the 2018 Official Edition, is hereby amended by inserting in alphabetical position:-

â€śCapacity to make ...","By Representative Connolly of Cambridge (by request), a petition (accompanied by bill, House, No. 670) of Robin Chen for legislation to enable childrenâ€™s right to vote.  Election Laws.",0
S0671,193rd,"An Act to increase health insurer reporting transparency
SECTION 1: Section 16 of chapter 12C of the General Laws is hereby amended by adding at the end thereof the following subsection:-
(d) The center, as part of its annual report ...","By Ms. Lovely, a petition (accompanied by bill, Senate, No. 671) of Joan B. Lovely for legislation to increase health insurer reporting transparency.  Financial Services.",0
H0671,193rd,"An Act extending voting rights in municipal elections to noncitizen voters of the commonwealth
Chapter 51 of the General Laws is hereby amended by inserting after section 1F the following section:â€“
Section 1G ... (a) As used in this section the following words shall, unless the ...","By Representative Connolly of Cambridge, a petition (accompanied by bill, House, No. 671) of Mike Connolly relative to extending voting rights in municipal elections to noncitizen voters.  Election Laws.",0
S0672,193rd,"An Act increasing access to maternal postpartum home visiting services
SECTION 1. Chapter 32A of the General Laws, is hereby amended by inserting after section 30 the following section:-
Section 31 ... The commission shall provide to any active or ...","By Ms. Lovely, a petition (accompanied by bill, Senate, No. 672) of Joan B. Lovely, Marc R. Pacheco, Patrick M. O'Connor, Anne M. Gobi and other members of the General Court for legislation to increase access to maternal postpartum home visiting services.  Financial Services.",0
H0672,193rd,"An Act relative to transparent political campaigning
SECTION 1. Section 1 of chapter 55 of the General Laws is hereby amended by striking the definition of â€śElectioneering communicationâ€ť and inserting in place thereof the following ...","By Representative Connolly of Cambridge, a petition (accompanied by bill, House, No. 672) of Mike Connolly and others relative to transparent political campaigning.  Election Laws.",0
S0673,193rd,"An Act ensuring support groups are part of the pathway of care following the annual mental health wellness exam
SECTION 1. Section 47TT of Chapter 175, as appearing in the Official Edition, is hereby amended by inserting in subsection (a) after the words â€śinterviews and questionsâ€ť the ...","By Ms. Lovely, a petition (accompanied by bill, Senate, No. 673) of Joan B. Lovely for legislation to ensure support groups are part of the pathway of care following the annual mental health wellness exam.  Financial Services.",0
H0673,193rd,"An Act relative to town committee elections and membership
SECTION 1. Chapter 52 of the General Laws is hereby amended by striking out section 2, as appearing in the 2020 Official Edition, and inserting in place thereof the following ...","By Representative Cusack of Braintree (by request), a petition (accompanied by bill, House, No. 673) of Gene John Cass relative to town committee elections and membership.  Election Laws.",0
S0674,193rd,"An Act relative to breast cancer screening and early detection
SECTION 1. Chapter 32A of the General Laws, as appearing in the 2020 Official Edition, is hereby amended by inserting after section 30 thereof the following sections: -
Section ...","By Ms. Lovely, a petition (accompanied by bill, Senate, No. 674) of Joan B. Lovely for legislation relative to insurance coverage for mammograms and breast cancer screening.  Financial Services.",0
H0674,193rd,"An Act relative to political contributions
SECTION 1: Section 7a of the Massachusetts General Laws Chapter 55 in hereby amended by striking out the language in subsection (3) and replacing it with the following;
(3) An ...","By Representative Day of Stoneham, a petition (accompanied by bill, House, No. 674) of Michael S. Day relative to political campaign contributions.  Election Laws.",0
S0675,193rd,"An Act creating a climate bank in Massachusetts
The General Laws are hereby amended by inserting after section 14 of chapter 23J the following new section:-
Section 15 ... (a) As used in this chapter the following words shall have ...","By Mr. Mark, a petition (accompanied by bill, Senate, No. 675) (subject to Joint Rule 9) of Paul W. Mark, Susannah M. Whipps, Joanne M. Comerford, John J. Cronin and other members of the General Court for legislation to create a climate bank in Massachusetts.  Financial Services.",0
H0675,193rd,"An Act relative to the disclosure of the political party offices campaign contributions
SECTION 1. The Massachusetts General Laws are hereby amended by inserting the following new chapter:

An important part of the political institutions, of our society, and our ...","By Representative Day of Stoneham (by request), a petition (accompanied by bill, House, No. 675) of Vincent L. Dixon  relative to the disclosure of the political party offices' campaign contributions.  Election Laws.",0
H0676,193rd,"An Act requiring major policy makers to disclose donations to entities engaging in political activity
Chapter 55 of the General Laws is hereby amended by adding the following section:-
Section 43 ... (a) Every person in a major policymaking position, as that term is defined in section ...","By Representative Decker of Cambridge, a petition (accompanied by bill, House, No. 676) of Marjorie C. Decker relative to the disclosure of donations by major policy makers engaging in political activity.  Election Laws.",0
S0676,193rd,"An Act to ensure consumer cost protection under the dental medical loss ratio
SECTION 1. Section 1 of chapter 176X, as inserted by chapter 287 of the acts of 2022 is hereby amended by inserting before the definition of â€śCarrierâ€ť the following definition ...","By Mr. Mark, a petition (accompanied by bill, Senate, No. 676) of Paul W. Mark, Susannah M. Whipps, Joanne M. Comerford, Vanna Howard and other members of the General Court for legislation to ensure consumer cost protection under the dental medical loss ratio.  Financial Services.",0
S0677,193rd,"An Act relative to prescription-drug utilization review
SECTION 1. Chapter 176O of the General Laws is hereby amended by inserting after section 29 the following 2 sections:-
Section 30: (a) A carrier or utilization review ...","By Mr. Mark, a petition (accompanied by bill, Senate, No. 677) of Paul W. Mark for legislation relative to prescription-drug utilization review.  Financial Services.",0
H0677,193rd,"An Act relative to the implementation of the charter for the city known as the town of Amherst
SECTION 1. Notwithstanding the provisions of chapters 50 through 54 of the general laws, or any other general or special law to the contrary, the City known as the Town of Amherst ...","By Representative Domb of Amherst and Senator Comerford, a joint petition (accompanied by bill, House, No. 677) of Mindy Domb and Joanne M. Comerford (by vote of the town) relative to providing for ranked-choice voting in the city known as the town of Amherst.  Election Laws.  [Local Approval Received.]",0
S0678,193rd,"An Act to improve sickle cell care
MEDICAID COVERAGE FOR FERTILITY PRESERVATION SERVICES
SECTION 1.  Chapter 118E of the General Laws is hereby amended by inserting after section 10N the following section ...","By Ms. Miranda, a petition (accompanied by bill, Senate, No. 678) of Liz Miranda and Lydia Edwards for legislation to improve sickle cell care.  Financial Services.",0
