bill_number,session,primary_sponsor,status,summary,bill_url
LB0140,2023_2024,Brandt,Passed,Provide for Czech Heritage license plates,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49665
LBA0140,2023_2024,Brandt,Passed,Appropriation Bill,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=51820
LB0141,2023_2024,Lippincott,Indefinitely postponed,Require the State Department of Education to provide guidance to school districts relating to a moment of silence in schools,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49754
LB0142,2023_2024,Briese,Indefinitely postponed,Limit the amount an insured pays for prescription insulin drugs,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50086
LB0143,2023_2024,Conrad,Indefinitely postponed,Provide for year-round daylight saving time,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49749
LB0144,2023_2024,Brandt,Passed,Change and eliminate certain classes of licenses under the State Electrical Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49740
LB0145,2023_2024,Bostar,Indefinitely postponed,Change provisions relating to coverage for screening mammography and breast examinations,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49907
LB0146,2023_2024,Kauth,Passed,Change provisions relating to assessment of improvements on leased lands and  methods for giving notice by the Tax Commissioner,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49860
LB0147,2023_2024,Kauth,Passed,Change procedures for property tax refunds,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50041
LB0148,2023_2024,Jacobson,Indefinitely postponed,Change powers and duties of the State Racing and Gaming Commission related to licensed racetrack enclosures and change dates related to the required market analysis and socioeconomic-impact studies,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50464
LB0149,2023_2024,Jacobson,Indefinitely postponed,State intent regarding appropriations and rebasing rates under the medical assistance program,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50208
LB0150,2023_2024,Dover,Indefinitely postponed,Change provisions relating to entertainment districts under the Nebraska Liquor Control Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49958
LB0151,2023_2024,Dover,Passed,Change provisions relating to the State Real Estate Commission,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49791
LB0152,2023_2024,Dover,Passed,Eliminate registration requirements under the Membership Campground Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49792
LB0153,2023_2024,DeBoer,Indefinitely postponed,Adopt the Extraordinary Increase in Special Education Expenditures Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50246
LB0154,2023_2024,DeBoer,Indefinitely postponed,Change notice provisions relating to treasurer's tax deeds,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50382
LB0155,2023_2024,DeBoer,Indefinitely postponed,Change provisions regarding the applicability of the Small Wireless Facilities Deployment Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50335
LB0156,2023_2024,DeBoer,Indefinitely postponed,Change the caseload ratio for the Public Guardian,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50384
LB0157,2023_2024,DeBoer,Passed,"Provide for appointment of temporary guardians and change provisions relating to attorney's fees, third-party practice, change of name proceedings, enforcement of debts against certain victims, controlled substances schedules, decedents' estates, and crime victims' reparations",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50383
LB0158,2023_2024,McDonnell,Withdrawn,Appropriate funds to the Department of Agriculture,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49766
LB0159,2023_2024,McDonnell,Indefinitely postponed,Adopt the Fostering Independence Higher Education Grant Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49712
LB0160,2023_2024,McDonnell,Indefinitely postponed,Change contribution rates relating to supplemental retirement plans for certain law enforcement personnel under the County Employees Retirement Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49798
LB0161,2023_2024,McDonnell,Indefinitely postponed,Change provisions of the Workplace Privacy Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50213
LB0162,2023_2024,McDonnell,Indefinitely postponed,Prohibit tampering with electronic monitoring devices required by court order or as a condition of parole,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50363
LB0163,2023_2024,McKinney,Indefinitely postponed,"Provide for various reforms to jails and prisons,  provide certain protections for prisoners, prohibit construction or expansion or prisons and jails as prescribed, and provide for oversight of the Department of Correctional Services during an overcrowding emergency by the Judiciary Committee",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50358
LB0164,2023_2024,McKinney,Passed,"Change provisions relating to the Economic Recovery Act, the Municipal Inland Port Authority Act, the Nebraska Rural Projects Act, grants awarded by the Department of Economic Development, and transfers of funds and investment earnings, provide for a museum at Fort Robinson State Park, and adopt the Child Care Capacity Building and Workforce Act",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49745
LB0165,2023_2024,von Gillern,Indefinitely postponed,Include elementary and secondary schools in the Nebraska educational savings plan trust and change tax benefits,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49666
LB0166,2023_2024,Bostelman,Indefinitely postponed,"Change provisions relating to design-build, construction manager-general contractor, and public-private-partnership proposals under the Transportation Innovation Act",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50043
LB0167,2023_2024,Slama,Indefinitely postponed,Provide requirements for depositions of certain children,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50042
LB0168,2023_2024,Bostar,Indefinitely postponed,Change provisions relating to sports wagering and distribution of taxes collected from sports wagering on instate collegiate sporting events,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49988
LB0169,2023_2024,Hunt,Indefinitely postponed,Prohibit discrimination based upon sexual orientation and gender identity,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50006
LB0170,2023_2024,McKinney,Indefinitely postponed,Redefine blighted area under the Nebraska Investment Finance Authority Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49742
LB0171,2023_2024,McKinney,Indefinitely postponed,Name the Metropolitan Utilities District Act and transfer and change provisions relating to metropolitan utilities districts,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49767
LB0172,2023_2024,Bostar,Indefinitely postponed,Adopt updated electrical standards,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49715
LB0173,2023_2024,Bostar,Indefinitely postponed,Change provisions relating to the taxation of nonresident income,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49905
LB0174,2023_2024,Dungan,Indefinitely postponed,Eliminate the statute of limitations on certain civil actions for sexual assault of a child,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49974
LB0175,2023_2024,Dungan,Indefinitely postponed,Adopt the Residential Tenant Clean Slate Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50260
LB0176,2023_2024,Dungan,Indefinitely postponed,State intent regarding appropriations to the Supreme Court for interpreter services,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50475
LB0177,2023_2024,Erdman,Indefinitely postponed,"Adopt the My Student, My Choice Act",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50333
LB0178,2023_2024,Erdman,Indefinitely postponed,Require display of the national motto in schools,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49800
LB0179,2023_2024,Fredrickson,Indefinitely postponed,Prohibit conversion therapy,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49819
LB0180,2023_2024,Brandt,Indefinitely postponed,Adopt the Nebraska Biodiesel Tax Credit Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49915
LB0181,2023_2024,"Hansen, B.",Indefinitely postponed,Provide for filling and refilling prescriptions in certain circumstances,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50119
LB0182,2023_2024,"Cavanaugh, J.",Indefinitely postponed,Change requirements for a report by the Supreme Court on eviction proceedings and change requirements for complaints for restitution of premises,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50143
LB0183,2023_2024,"Cavanaugh, J.",Indefinitely postponed,Allow petitioners to proceed in forma pauperis in change of name proceedings,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50171
LB0184,2023_2024,"Cavanaugh, J.",Passed,Provide for inadmissibility of statements of juveniles during transfer proceedings,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50114
LB0185,2023_2024,"Cavanaugh, J.",Indefinitely postponed,Require the Department of Revenue to distribute funds to individuals as prescribed,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50021
LB0186,2023_2024,"Cavanaugh, J.",Indefinitely postponed,Adopt the Unlawful Restrictive Covenant Modification Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50307
LB0187,2023_2024,"Cavanaugh, J.",Indefinitely postponed,Require appointment of counsel for tenants in eviction proceedings in counties containing a city of the metropolitan class or primary class,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50144
LB0188,2023_2024,"Hansen, B.",Indefinitely postponed,Authorize the Commissioner of Education to issue temporary certificates to teach to veterans as prescribed,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50331
LB0189,2023_2024,Kauth,Indefinitely postponed,Change and provide exemptions for natural hair braiding and natural hairstyling,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50093
LB0190,2023_2024,Brandt,Passed,Authorize scheduled extension of county bridge project payments,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49904
LB0191,2023_2024,Halloran,Passed,"Adopt the Critical Infrastructure Utility Worker Protection Act and change provisions relating to the Contractor Registration Act, the Employment Security Law, the Nebraska Workers' Compensation Act, and the Rural Workforce Housing Investment Act",https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50348
LB0192,2023_2024,Halloran,Indefinitely postponed,Change the definition of household income for homestead exemptions,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50526
LB0193,2023_2024,Halloran,Indefinitely postponed,Provide requirements for voting systems under the Election Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50544
LB0194,2023_2024,Halloran,Indefinitely postponed,Adopt the Second Amendment Preservation Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49727
LB0195,2023_2024,Halloran,Indefinitely postponed,Adopt the Faithful Delegate to Federal Article V Convention Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49728
LB0196,2023_2024,Bostar,Passed,Change provisions of the In the Line of Duty Compensation Act and the Nebraska State Patrol Retirement Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49856
LB0197,2023_2024,McDonnell,Indefinitely postponed,Redefine eligible employees voting in a referendum relating to social security,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=49916
LB0198,2023_2024,McDonnell,Passed,Change provisions relating to participation in and implementation of public retirement provisions,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50195
LB0199,2023_2024,Brewer,Indefinitely postponed,Provide for a driving privilege card for federally authorized aliens,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50270
LB0200,2023_2024,Lippincott,Indefinitely postponed,Adopt the Canadian Prescription Drug Importation Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50437
LB0201,2023_2024,Vargas,Indefinitely postponed,Provide a high school graduation requirement relating to federal student aid,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50325
LB0202,2023_2024,Walz,Indefinitely postponed,Provide for vaccine administration by pharmacy technicians,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50120
LB0203,2023_2024,Riepe,Indefinitely postponed,Provide for a release of employee medical records as prescribed under the Nebraska Workers’ Compensation Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50352
LB0204,2023_2024,Riepe,Passed,Provide for reimbursement for pharmacy dispensing fees under the medical assistance program,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50302
LB0205,2023_2024,von Gillern,Indefinitely postponed,Adopt the Government Neutrality in Contracting Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50181
LB0206,2023_2024,von Gillern,Indefinitely postponed,Change provisions relating to the taxation of partnerships,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50224
LB0207,2023_2024,von Gillern,Indefinitely postponed,Change provisions relating to sales under the Nebraska Trust Deeds Act,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=50128
