bill_number,session,chamber,action_date,action,journal_page,order
H3604,2023-2024,,2023-03-20,Signed By Governor,,22
H3604,2023-2024,,2023-03-23,Effective date 03/20/23,,23
H3604,2023-2024,,2023-03-23,Act No. 3,,24
H3776,2023-2024,House,2023-01-24,Introduced and read first time,House Journal-page 29,1
H3776,2023-2024,House,2023-01-24,Referred to Committee on Judiciary,House Journal-page 29,2
H3776,2023-2024,House,2024-03-06,Committee report: Favorable Judiciary,House Journal-page 6,3
H3776,2023-2024,House,2024-03-20,Read second time,House Journal-page 44,4
H3776,2023-2024,House,2024-03-20,Roll call Yeas-107  Nays-0 (House Journal-page 44),,5
H3776,2023-2024,House,2024-03-21,Read third time and sent to Senate,House Journal-page 29,6
H3776,2023-2024,Senate,2024-03-26,Introduced and read first time,,7
H3776,2023-2024,Senate,2024-03-26,Referred to Committee on Judiciary,,8
H3776,2023-2024,Senate,2024-05-01,Committee report: Favorable Judiciary,Senate Journal-page 8,9
H3776,2023-2024,Senate,2024-05-07,Read second time,Senate Journal-page 112,10
H3776,2023-2024,Senate,2024-05-07,Roll call Ayes-45  Nays-0 (Senate Journal-page 112),,11
H3776,2023-2024,Senate,2024-05-08,Read third time and enrolled,Senate Journal-page 82,12
H3776,2023-2024,,2024-05-15,Ratified R 209,,13
H3776,2023-2024,,2024-05-20,Signed By Governor,,14
H3776,2023-2024,,2024-05-29,Effective date 05/20/24,,15
H3776,2023-2024,,2024-05-29,Act No. 172,,16
H3819,2023-2024,House,2023-01-26,Introduced and adopted,House Journal-page 3,1
H3920,2023-2024,House,2023-02-09,Introduced and adopted,House Journal-page 7,1
H3925,2023-2024,House,2023-02-09,Introduced and read first time,House Journal-page 10,1
H3925,2023-2024,House,2023-02-09,Referred to Committee on Judiciary,House Journal-page 10,2
H3925,2023-2024,House,2023-03-01,Member(s) request name added as sponsor: Mitchell,,3
H3925,2023-2024,House,2023-03-01,Committee report: Favorable Judiciary,House Journal-page 39,4
H3925,2023-2024,House,2023-03-02,Member(s) request name added as sponsor: Caskey,,5
H3925,2023-2024,House,2023-03-02,Amended,House Journal-page 27,6
H3925,2023-2024,House,2023-03-02,Read second time,House Journal-page 27,7
H3925,2023-2024,House,2023-03-02,Roll call Yeas-107  Nays-0 (House Journal-page 29),,8
H3925,2023-2024,,2023-03-03,Scrivener's error corrected,,9
H3925,2023-2024,,2023-03-07,Scrivener's error corrected,,10
H3925,2023-2024,House,2023-03-07,Read third time and sent to Senate,House Journal-page 23,11
H3925,2023-2024,Senate,2023-03-07,Introduced and read first time,Senate Journal-page 7,12
H3925,2023-2024,Senate,2023-03-07,Referred to Committee on Judiciary,Senate Journal-page 7,13
H3926,2023-2024,House,2023-02-09,Introduced and read first time,House Journal-page 10,1
H3926,2023-2024,House,2023-02-09,Referred to Committee on Ways and Means,House Journal-page 10,2
H3926,2023-2024,House,2023-03-07,"Member(s) request name added as sponsor: Hixon, Atkinson, Haddon, Willis, Ligon, Pope, O'Neal, Sandifer, Moss",,3
H3926,2023-2024,House,2023-03-08,Member(s) request name added as sponsor: Alexander,,4
H4082,2023-2024,House,2023-03-07,Introduced and read first time,House Journal-page 9,1
H4082,2023-2024,House,2023-03-07,Referred to Committee on Ways and Means,House Journal-page 9,2
H4082,2023-2024,House,2024-03-21,Committee report: Favorable with amendment Ways and Means,House Journal-page 4,3
H4082,2023-2024,House,2024-03-26,Amended,House Journal-page 49,4
H4082,2023-2024,House,2024-03-26,Read second time,House Journal-page 49,5
H4082,2023-2024,House,2024-03-26,Roll call Yeas-112  Nays-0 (House Journal-page 49),,6
H4082,2023-2024,House,2024-03-27,Read third time and sent to Senate,House Journal-page 16,7
H4082,2023-2024,Senate,2024-03-27,Introduced and read first time,Senate Journal-page 5,8
H4082,2023-2024,Senate,2024-03-27,Referred to Committee on Finance,Senate Journal-page 5,9
H4293,2023-2024,House,2023-04-06,Introduced and read first time,House Journal-page 10,1
H4293,2023-2024,House,2023-04-06,Referred to Committee on Judiciary,House Journal-page 10,2
H4297,2023-2024,House,2023-04-06,Introduced and read first time,House Journal-page 12,1
H4297,2023-2024,House,2023-04-06,Referred to Greenville Delegation,House Journal-page 12,2
H4299,2023-2024,House,2023-04-06,Introduced and read first time,House Journal-page 12,1
H4299,2023-2024,House,2023-04-06,Referred to Committee on Ways and Means,House Journal-page 12,2
H4299,2023-2024,House,2023-05-02,Committee report: Favorable Ways and Means,House Journal-page 3,3
H4299,2023-2024,House,2023-05-03,Read second time,House Journal-page 26,4
H4299,2023-2024,House,2023-05-03,Roll call Yeas-102  Nays-0 (House Journal-page 26),,5
H4299,2023-2024,House,2023-05-04,Read third time and sent to Senate,House Journal-page 23,6
H4299,2023-2024,Senate,2023-05-04,"Introduced, read first time, placed on calendar without reference",Senate Journal-page 14,7
H4299,2023-2024,Senate,2023-05-09,Read second time,Senate Journal-page 93,8
H4299,2023-2024,Senate,2023-05-09,Roll call Ayes-44  Nays-0 (Senate Journal-page 93),,9
H4299,2023-2024,Senate,2023-05-23,Read third time and enrolled,Senate Journal-page 44,10
H4299,2023-2024,,2023-05-24,Ratified R 89,,11
H4299,2023-2024,,2023-05-25,Signed By Governor,,12
H4299,2023-2024,,2023-06-05,Effective date 07/01/23,,13
H4299,2023-2024,,2023-07-06,Act No. 85,,14
H4349,2023-2024,House,2023-04-19,Introduced and read first time,House Journal-page 33,1
H4349,2023-2024,House,2023-04-19,Referred to Committee on Education and Public Works,House Journal-page 33,2
H4349,2023-2024,House,2024-03-21,Recalled from Committee on Education and Public Works,House Journal-page 50,3
H4349,2023-2024,House,2024-03-27,Read second time,House Journal-page 33,4
H4349,2023-2024,House,2024-03-27,Roll call Yeas-107  Nays-0 (House Journal-page 33),,5
H4349,2023-2024,House,2024-03-28,Read third time and sent to Senate,House Journal-page 22,6
H4349,2023-2024,Senate,2024-04-02,Introduced and read first time,Senate Journal-page 13,7
H4349,2023-2024,Senate,2024-04-02,Referred to Committee on Education,Senate Journal-page 13,8
H4349,2023-2024,Senate,2024-04-16,Committee report: Favorable Education,Senate Journal-page 7,9
H4349,2023-2024,Senate,2024-04-18,Read second time,Senate Journal-page 35,10
H4349,2023-2024,Senate,2024-04-18,Roll call Ayes-39  Nays-0 (Senate Journal-page 35),,11
H4349,2023-2024,Senate,2024-04-25,Read third time and enrolled,Senate Journal-page 19,12
H4349,2023-2024,,2024-05-08,Ratified R 156,,13
H4349,2023-2024,,2024-05-13,Signed By Governor,,14
H4349,2023-2024,,2024-05-20,Effective date 05/13/24,,15
H4349,2023-2024,,2024-05-20,Act No. 141,,16
H4526,2023-2024,House,2023-06-07,Introduced and read first time,House Journal-page 17,1
H4526,2023-2024,House,2023-06-07,Referred to Committee on Ways and Means,House Journal-page 17,2
H4649,2023-2024,House,2023-12-14,Prefiled,,1
H4649,2023-2024,House,2023-12-14,Referred to Committee on Education and Public Works,,2
H4649,2023-2024,House,2024-01-09,Introduced and read first time,House Journal-page 110,3
H4649,2023-2024,House,2024-01-09,Referred to Committee on Education and Public Works,House Journal-page 110,4
H4649,2023-2024,House,2024-01-09,"Member(s) request name added as sponsor: Vaughan, West",,5
H4649,2023-2024,,2024-01-10,Scrivener's error corrected,,6
H4649,2023-2024,House,2024-01-25,Member(s) request name added as sponsor: Elliott,,7
H4649,2023-2024,House,2024-02-29,Committee report: Favorable with amendment Education and Public Works,House Journal-page 2,8
H4649,2023-2024,,2024-03-01,Scrivener's error corrected,,9
H4649,2023-2024,House,2024-03-06,"Member(s) request name added as sponsor: Williams, Henegan",,10
H4649,2023-2024,House,2024-03-06,Debate adjourned,House Journal-page 60,11
H4649,2023-2024,House,2024-03-07,Amended,House Journal-page 31,12
H4649,2023-2024,House,2024-03-07,"Requests for debate-Rep(s). Ott, Bamberg, Felder, Ligon, Henderson-Myers, Gilliard, King, Kirby, Henegan, Clyburn, Pendarvis, Jefferson, Dilliard",House Journal-page 31,13
H4649,2023-2024,House,2024-03-19,Member(s) request name added as sponsor: Caskey,,14
H4649,2023-2024,House,2024-03-20,Debate adjourned,House Journal-page 84,15
H4649,2023-2024,House,2024-03-21,Debate adjourned,House Journal-page 54,16
H4649,2023-2024,House,2024-03-26,"Member(s) request name added as sponsor: Erickson, Bradley",,17
H4649,2023-2024,House,2024-03-27,Debate adjourned,House Journal-page 40,18
H4649,2023-2024,House,2024-03-28,Member(s) request name added as sponsor: Rivers,,19
H4649,2023-2024,House,2024-03-28,Amended,House Journal-page 101,20
H4649,2023-2024,House,2024-03-28,Read second time,House Journal-page 101,21
H4649,2023-2024,House,2024-03-28,Roll call Yeas-103  Nays-0 (House Journal-page 102),,22
H4649,2023-2024,House,2024-03-28,Unanimous consent for third reading on next legislative day,House Journal-page 104,23
H4649,2023-2024,House,2024-03-29,Read third time and sent to Senate,House Journal-page 7,24
H4649,2023-2024,Senate,2024-04-02,Introduced and read first time,Senate Journal-page 13,25
H4649,2023-2024,Senate,2024-04-02,Referred to Committee on Education,Senate Journal-page 13,26
H4720,2023-2024,House,2024-01-09,"Introduced, read first time, placed on calendar without reference",House Journal-page 132,1
H4720,2023-2024,House,2024-01-10,Read second time,House Journal-page 46,2
H4720,2023-2024,House,2024-01-10,Roll call Yeas-107  Nays-0,,3
H4720,2023-2024,House,2024-01-11,Read third time and sent to Senate,House Journal-page 15,4
H4720,2023-2024,Senate,2024-01-11,Introduced and read first time,Senate Journal-page 7,5
H4720,2023-2024,Senate,2024-01-11,Referred to Committee on Finance,Senate Journal-page 7,6
H4720,2023-2024,Senate,2024-02-28,Committee report: Favorable Finance,Senate Journal-page 19,7
H4720,2023-2024,Senate,2024-03-19,Read second time,Senate Journal-page 27,8
H4720,2023-2024,Senate,2024-03-19,Roll call Ayes-44  Nays-0 (Senate Journal-page 27),,9
H4720,2023-2024,Senate,2024-03-20,Read third time and enrolled,Senate Journal-page 13,10
H4720,2023-2024,,2024-05-08,Ratified R 162,,11
H4720,2023-2024,,2024-05-13,Signed By Governor,,12
H4720,2023-2024,,2024-05-29,Effective date 07/01/24,,13
H4720,2023-2024,,2024-07-23,Act No. 228,,14
H4722,2023-2024,House,2024-01-09,Introduced and adopted,House Journal-page 52,1
H4810,2023-2024,House,2024-01-10,Introduced and read first time,House Journal-page 35,1
H4810,2023-2024,House,2024-01-10,Referred to Committee on Ways and Means,House Journal-page 35,2
H4810,2023-2024,House,2024-01-25,Committee report: Favorable Ways and Means,House Journal-page 9,3
H4810,2023-2024,House,2024-01-30,Read second time,House Journal-page 34,4
H4810,2023-2024,House,2024-01-30,Roll call Yeas-108  Nays-0 (House Journal-page 34),,5
H4810,2023-2024,House,2024-01-31,Read third time and sent to Senate,House Journal-page 24,6
H4810,2023-2024,Senate,2024-01-31,Introduced and read first time,Senate Journal-page 7,7
H4810,2023-2024,Senate,2024-01-31,Referred to Committee on Finance,Senate Journal-page 7,8
H4914,2023-2024,House,2024-01-24,Introduced and adopted,House Journal-page 8,1
H4915,2023-2024,House,2024-01-24,Introduced and adopted,House Journal-page 9,1
H4916,2023-2024,House,2024-01-24,Introduced and adopted,House Journal-page 9,1
H4917,2023-2024,House,2024-01-24,Introduced and adopted,House Journal-page 10,1
H5015,2023-2024,House,2024-02-01,"Introduced, read first time, placed on calendar without reference",House Journal-page 11,1
H5015,2023-2024,House,2024-02-06,Read second time,House Journal-page 52,2
H5015,2023-2024,House,2024-02-06,Roll call Yeas-114  Nays-0 (House Journal-page 52),,3
H5015,2023-2024,House,2024-02-07,Read third time and sent to Senate,House Journal-page 16,4
H5015,2023-2024,Senate,2024-02-07,Introduced and read first time,,5
H5015,2023-2024,Senate,2024-02-07,Referred to Committee on Finance,,6
H5098,2023-2024,House,2024-02-15,Introduced and adopted,House Journal-page 8,1
H5203,2023-2024,House,2024-03-05,Introduced and read first time,House Journal-page 20,1
H5203,2023-2024,House,2024-03-05,Referred to Committee on Ways and Means,House Journal-page 20,2
H5203,2023-2024,House,2024-03-06,Committee report: Favorable with amendment Ways and Means,House Journal-page 2,3
H5203,2023-2024,House,2024-03-20,Debate adjourned,House Journal-page 64,4
H5203,2023-2024,House,2024-03-21,Amended,House Journal-page 35,5
H5203,2023-2024,House,2024-03-21,Read second time,House Journal-page 35,6
H5203,2023-2024,House,2024-03-21,Roll call Yeas-102  Nays-0 (House Journal-page 40),,7
H5203,2023-2024,House,2024-03-21,Unanimous consent for third reading on next legislative day,House Journal-page 41,8
H5203,2023-2024,House,2024-03-22,Read third time and sent to Senate,House Journal-page 1,9
H5203,2023-2024,,2024-03-26,Scrivener's error corrected,,10
H5203,2023-2024,Senate,2024-03-26,Introduced and read first time,Senate Journal-page 12,11
H5203,2023-2024,Senate,2024-03-26,Referred to Committee on Finance,Senate Journal-page 12,12
H5203,2023-2024,,2024-03-26,Scrivener's error corrected,,13
H5235,2023-2024,House,2024-03-06,Introduced and read first time,House Journal-page 45,1
H5235,2023-2024,House,2024-03-06,Referred to Committee on Ways and Means,House Journal-page 45,2
H5235,2023-2024,House,2024-03-27,Committee report: Favorable Ways and Means,House Journal-page 8,3
H5235,2023-2024,House,2024-04-09,Read second time,House Journal-page 51,4
H5235,2023-2024,House,2024-04-09,Roll call Yeas-107  Nays-0 (House Journal-page 51),,5
H5235,2023-2024,House,2024-04-10,Read third time and sent to Senate,House Journal-page 12,6
H5235,2023-2024,Senate,2024-04-10,Introduced and read first time,Senate Journal-page 5,7
H5235,2023-2024,Senate,2024-04-10,Referred to Committee on Medical Affairs,Senate Journal-page 5,8
H5235,2023-2024,Senate,2024-04-24,Recalled from Committee on Medical Affairs,Senate Journal-page 2,9
H5235,2023-2024,Senate,2024-05-07,Read second time,Senate Journal-page 85,10
H5235,2023-2024,Senate,2024-05-07,Roll call Ayes-43  Nays-0 (Senate Journal-page 85),,11
H5235,2023-2024,Senate,2024-05-08,Read third time and enrolled,Senate Journal-page 80,12
H5235,2023-2024,,2024-05-15,Ratified R 233,,13
H5235,2023-2024,,2024-05-20,Signed By Governor,,14
H5235,2023-2024,,2024-05-29,Effective date 05/20/24,,15
H5235,2023-2024,,2024-05-29,Act No. 184,,16
H5236,2023-2024,House,2024-03-06,Introduced and read first time,House Journal-page 45,1
H5236,2023-2024,House,2024-03-06,Referred to Committee on Ways and Means,House Journal-page 45,2
H5236,2023-2024,House,2024-03-27,Committee report: Favorable Ways and Means,House Journal-page 8,3
H5236,2023-2024,House,2024-04-09,Read second time,House Journal-page 49,4
H5236,2023-2024,House,2024-04-09,Roll call Yeas-107  Nays-0 (House Journal-page 50),,5
H5236,2023-2024,House,2024-04-10,Read third time and sent to Senate,House Journal-page 12,6
H5236,2023-2024,Senate,2024-04-10,Introduced and read first time,Senate Journal-page 5,7
H5236,2023-2024,Senate,2024-04-10,Referred to Committee on Medical Affairs,Senate Journal-page 5,8
H5236,2023-2024,Senate,2024-04-24,Recalled from Committee on Medical Affairs,Senate Journal-page 3,9
H5236,2023-2024,Senate,2024-05-07,Read second time,Senate Journal-page 86,10
H5236,2023-2024,Senate,2024-05-08,Read third time and enrolled,Senate Journal-page 80,11
H5236,2023-2024,Senate,2024-05-08,Roll call Ayes-44  Nays-0 (Senate Journal-page 80),,12
H5236,2023-2024,,2024-05-15,Ratified R 234,,13
H5236,2023-2024,,2024-05-20,Signed By Governor,,14
H5236,2023-2024,,2024-05-29,Effective date 05/20/24,,15
H5236,2023-2024,,2024-05-29,Act No. 185,,16
H5388,2023-2024,House,2024-04-10,Introduced and read first time,House Journal-page 8,1
H5388,2023-2024,House,2024-04-10,Referred to Greenville Delegation,House Journal-page 8,2
H5388,2023-2024,House,2024-05-07,Delegation report: Favorable Greenville Delegation,House Journal-page 163,3
H5388,2023-2024,,2024-05-08,Scrivener's error corrected,,4
H5388,2023-2024,House,2024-05-08,Recommitted to Greenville Delegation,House Journal-page 297,5
H5442,2023-2024,House,2024-04-18,Introduced and adopted,House Journal-page 51,1
H3448,2023-2024,House,2022-12-08,Prefiled,,1
H3448,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3448,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 172,3
H3448,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 172,4
H3448,2023-2024,House,2023-01-12,Member(s) request name added as sponsor: Sessions,,5
H3448,2023-2024,House,2023-01-25,"Member(s) request name added as sponsor: Pope, Hixon, O'Neal, Hyde, T.Moore, Nutt, McCravy, Guest, Vaughan, Ballentine, Wooten",,6
H3448,2023-2024,House,2023-01-26,"Member(s) request name added as sponsor: B.L.Cox, Pace",,7
H3448,2023-2024,House,2023-01-31,"Member(s) request name added as sponsor: Gilliam, A.M.Morgan, T.A.Morgan, Elliott, Pedalino, McCabe, Kilmartin, May, Mitchell, Yow, Lowe, Herbkersman, J.L.Johnson, Whitmire, Sandifer, Robbins, Oremus",,8
