bill_number,session,bill_type,primary_sponsor,sponsors,title,summary
H3682,2023-2024,General Bill,Representative Murphy,Murphy; Wetmore; Bailey; Rose; Crawford; Brewer; Taylor; Hardee; Wooten; Pope; McDaniel; Hewitt; Bauer; Yow; J.E. Johnson; Willis; Ligon; Lawson; Robbins; Schuessler; Guest; Henegan; Williams; M.M. Smith; Vaughan,Animal Cruelty,"AN ACT TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 47-1-140, RELATING TO THE CARE OF ANIMALS AFTER THE ARREST OF THE OWNER, SO AS TO REMOVE PROVISIONS REGARDING A LIEN ON THE SEIZED ANIMAL; BY AMENDING SECTION 47-1-145, RELATING TO CUSTODY AND CARE OF ANIMALS AFTER THE ARREST OF THE OWNER, SO AS TO OUTLINE HEARING PROCEDURES FOR ORDERING THE COST OF CARE OF THE SEIZED ANIMALS; AND BY AMENDING SECTION 47-1-170, RELATING TO PENALTIES FOR ANIMAL CRUELTY, SO AS TO MAKE CONFORMING CHANGES. - RATIFIED TITLE"
H3749,2023-2024,General Bill,Representative Murphy,Murphy; Rutherford; Bannister; Ott; Herbkersman; B. Newton; M.M. Smith; Brewer; Gatch; Bernstein; W. Newton; Tedder,Sports and equine wagering,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY APPROPRIATING ONE MILLION DOLLARS TO THE DEPARTMENT OF REVENUE TO BE USED IN THE ADMINISTRATION OF THE PRIVILEGE TAX; BY ADDING CHAPTER 23 TO TITLE 52 ENTITLED ""INTERACTIVE WAGERING"" SO AS TO PROVIDE THAT CERTAIN SPORTS WAGERING IS LAWFUL, TO PROVIDE DEFINITIONS, TO PROVIDE THAT A LICENSEE IS SUBJECT TO CERTAIN PROVISIONS, TO PROVIDE FOR A CERTAIN PRIVILEGE TAX, TO PROVIDE THAT THE COMMISSION SHALL ISSUE CERTAIN LICENSES, TO PROVIDE THAT THE COMMISSION SHALL ISSUE CERTAIN SUPPLIER LICENSES, TO PROVIDE FOR WHO MAY NOT APPLY FOR OR OBTAIN A LICENSE, TO PROVIDE FOR WHO MAY OR MAY NOT PLACE CERTAIN BETS, TO PROVIDE FOR THE USE OF OFFICIAL LEAGUE DATA, TO PROVIDE FOR RESTRICTIONS ON LICENSEES, TO PROVIDE THAT A LICENSEE SHALL ALLOW BETTORS TO PLACE CERTAIN RESTRICTIONS ON THEMSELVES, TO PROVIDE THAT CERTAIN WAGERS ARE ENFORCEABLE CONTRACTS, TO PROVIDE THAT EACH LICENSEE SHALL ADOPT CERTAIN HOUSE RULES, TO PROVIDE FOR CERTAIN REPORTS, TO PROVIDE FOR CERTAIN REGISTRATION, TO PROVIDE THE EQUINE AND SPORTS WAGERING COMMISSION MAY AUTHORIZE AND REGULATE INTERACTIVE SPORTS WAGERING, TO PROVIDE RELATED REQUIREMENTS CONCERNING THE REGULATION OF INTERACTIVE SPORTS WAGERING, TO PROVIDE FOR CERTAIN ANNUAL REPORTS, TO PROVIDE FOR CERTAIN REGULATIONS, TO PROVIDE THAT CERTAIN INDIVIDUALS MAY INSPECT BOOKS AND RECORDS AT CERTAIN TIMES, TO PROVIDE FOR CERTAIN INVESTIGATIONS, TO PROVIDE FOR AN APPELLATE PROCESS, TO PROVIDE FOR CIVIL PENALTIES, TO PROVIDE THAT IT IS UNLAWFUL TO TRANSMIT CERTAIN INFORMATION, TO CREATE THE ""SOUTH CAROLINA EQUINE AND SPORTS WAGERING COMMISSION"", TO PROVIDE FOR REMOVAL FROM THE COUNCIL, TO PROVIDE FOR AN EQUINE SUBCOMMITTEE, TO ESTABLISH A GRANT PROGRAM TO ASSIST THE GROWTH AND DEVELOPMENT OF THE EQUINE INDUSTRY IN SOUTH CAROLINA; TO PROVIDE DEFINITIONS; TO PROVIDE GUIDELINES FOR PARI-MUTUEL WAGERING; TO PROVIDE APPLICATION GUIDELINES FOR PARI-MUTUEL WAGERING; TO PROVIDE FOR APPLICATION AND LICENSE FEES; TO PROVIDE FOR THE EQUINE INDUSTRY DEVELOPMENT FUND; TO PROVIDE GUIDELINES AND PROTECTIONS FOR COMMITTEE MEMBERS; TO REQUIRE THE SUBCOMMITTEE TO SUBMIT AN ANNUAL REPORT; AND BY ADDING SECTION 16-19-135 SO AS TO PROVIDE THAT CERTAIN SPORTS WAGERING AND FANTASY SPORTS CONTESTS ARE NOT A VIOLATION OF CERTAIN LAWS."
H3753,2023-2024,Resolution,Representative Murphy,Murphy; Brewer; Cobb-Hunter; Gatch; Jefferson; Robbins; Tedder,Pinewood Prep competitive cheer champs,A HOUSE RESOLUTION TO CELEBRATE THE PINEWOOD PREPARATORY SCHOOL COMPETITIVE CHEERLEADING TEAM ON CAPTURING BOTH THE 2021 AND 2022 SOUTH CAROLINA INDEPENDENT SCHOOL ASSOCIATION CLASS 4A STATE CHAMPIONSHIP TITLES AND TO CONGRATULATE THE TEAM AND ITS COACHES ON TWO FABULOUS SEASONS.
H3755,2023-2024,Resolution,Representative Murphy,Murphy; Brewer; Cobb-Hunter; Gatch; Jefferson; Robbins; Tedder,Pinewood Prep girls soccer champs,A HOUSE RESOLUTION TO SALUTE THE PINEWOOD PREPARATORY SCHOOL GIRLS SOCCER TEAM ON ITS EXCELLENT SEASON AND TO CONGRATULATE THE TEAM'S FINE ATHLETES ON THEIR IMPRESSIVE WIN OF THE 2022 SOUTH CAROLINA INDEPENDENT SCHOOL ASSOCIATION CLASS 3A STATE CHAMPIONSHIP TITLE.
H3872,2023-2024,General Bill,Representative Murphy,Murphy; Caskey; B. Newton; Brewer; Robbins; Sandifer; Herbkersman; Rutherford; Wooten; Connell; Mitchell; Hager,Lottery prize claim disclosures,"AN ACT TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-150-145 SO AS TO EXEMPT CERTAIN PERSONALLY IDENTIFIABLE INFORMATION CONCERNING LOTTERY CLAIMS FROM NONCONSENSUAL DISCLOSURE OR RELEASE UNDER THE FREEDOM OF INFORMATION ACT, TO PROVIDE THE LOTTERY COMMISSION MAY DISCLOSE CERTAIN INFORMATION CONCERNING LOTTERY CLAIMS WITHOUT CONSENT, AND TO PROVIDE AN EXCEPTION FOR PARTICIPANTS IN CERTAIN PROMOTIONS; AND BY AMENDING SECTION 30-4-40, RELATING TO MATTERS EXEMPT FROM DISCLOSURE UNDER THE FREEDOM OF INFORMATION ACT, SO AS TO MAKE A CONFORMING CHANGE. - RATIFIED TITLE"
H3961,2023-2024,General Bill,Representative Murphy,Murphy; Brewer; Gatch; Jefferson; Robbins,Dorchester School District 2,"AN ACT TO AMEND ACT 535 OF 1982, AS AMENDED, RELATING TO THE ELECTION OF THE SEVEN MEMBERS OF THE BOARD OF TRUSTEES OF SUMMERVILLE SCHOOL DISTRICT 2 OF DORCHESTER COUNTY, SO AS TO CHANGE THE METHOD OF ELECTING FROM AT-LARGE TO SINGLE-MEMBER DISTRICTS, TO DESIGNATE A MAP NUMBER ON WHICH THESE SINGLE-MEMBER ELECTION DISTRICTS ARE DELINEATED, TO CHANGE THE CANDIDATE FILING METHOD, AND TO PROVIDE DEMOGRAPHIC INFORMATION FOR THE NEWLY DRAWN ELECTION DISTRICTS. - RATIFIED TITLE"
H4045,2023-2024,General Bill,Representative Murphy,Murphy; Brewer; Robbins; Hartnett,Accredited institutions,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTIONS 59-104-20, 59-149-10, AND 59-150-370, ALL RELATING TO THE DEFINITION OF ""PUBLIC OR INDEPENDENT INSTITUTION"" FOR PURPOSES OF THE PALMETTO FELLOWS SCHOLARSHIPS, THE LEGISLATIVE INCENTIVES FOR FUTURE EXCELLENCE (LIFE) SCHOLARSHIPS, AND THE SC HOPE SCHOLARSHIPS, RESPECTIVELY, SO AS TO ADD AN INSTITUTION ACCREDITED BY THE ACCREDITING COMMISSION OF CAREER SCHOOLS AND COLLEGES TO THE DEFINITION."
H4107,2023-2024,Resolution,Representative Murphy,Murphy; Brewer; Cobb-Hunter; Gatch; Jefferson; Robbins; Tedder; Alexander; Anderson; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Carlos Dunlap,A HOUSE RESOLUTION TO CONGRATULATE NORTH CHARLESTON NATIVE CARLOS DUNLAP II AND THE KANSAS CITY CHIEFS ON WINNING THE 2023 SUPER BOWL LVII CHAMPIONSHIP TITLE IN 2023.
H4145,2023-2024,General Bill,Representative Murphy,Murphy; Bannister,Redevelopment fees,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 12-10-88, RELATING TO REDEVELOPMENT FEES REMITTED BY THE DEPARTMENT OF REVENUE, SO AS TO REMOVE AN ANNUAL MAXIMUM AND TO REMOVE A SUNSET PROVISION; AND BY AMENDING ACT 356 OF 2002 SO AS TO DELETE A PROVISION REQUIRING THE SHARING OF CERTAIN REVENUE."
H4633,2023-2024,General Bill,Representative Murphy,Murphy; Brewer; Gatch; Robbins; Hewitt; Trantham; J.L. Johnson; Pope; Chapman; Hartnett; Leber; West; W. Newton; Mitchell; Yow; Caskey,"Kidnapping, luring","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 16-3-910, RELATING TO OFFENSES INVOLVING KIDNAPPING, SO AS TO INCLUDE UNLAWFULLY LURING ANOTHER PERSON, TO PROVIDE FOR A MANDATORY MINIMUM SENTENCE WHEN THE VICTIM IS A MINOR, TO PROVIDE FOR PUNISHMENT FOR ATTEMPTED KIDNAPPING OFFENSES, AND TO DEFINE THE TERM ""MINOR""."
H4845,2023-2024,General Bill,Representative Murphy,Murphy; G.M. Smith; Brewer; T. Moore; Guest; Hager; Yow; Mitchell; W. Newton; Lawson; Stavrinakis,Military chaplains,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 25-1-180 SO AS TO PROVIDE CERTAIN CRITERIA FOR MILITARY CHAPLAINS, AND TO PROVIDE THAT MILITARY CHAPLAINS HAVE THE PRIVILEGE TO REFUSE TO DISCLOSE CERTAIN CONFIDENTIAL COMMUNICATIONS."
H4899,2023-2024,Resolution,Representative Murphy,Murphy; Alexander; Anderson; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Pinewood Prep boys soccer champs,"A HOUSE RESOLUTION TO RECOGNIZE AND HONOR THE PINEWOOD PREPARATORY SCHOOL BOYS VARSITY SOCCER TEAM, COACHES, AND SCHOOL OFFICIALS FOR AN OUTSTANDING SEASON AND TO CONGRATULATE THEM FOR WINNING THE 2023 SOUTH CAROLINA INDEPENDENT SCHOOL ASSOCIATION CLASS 3A STATE CHAMPIONSHIP TITLE."
H4900,2023-2024,Resolution,Representative Murphy,Murphy; Alexander; Anderson; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Pinewood Prep competitive cheer champs,"A HOUSE RESOLUTION TO CELEBRATE THE PINEWOOD PREPARATORY SCHOOL COMPETITIVE CHEER TEAM, COACHES, AND SCHOOL OFFICIALS FOR A SUPERB SEASON AND TO CONGRATULATE THEM ON CAPTURING THE 2023 SOUTH CAROLINA INDEPENDENT SCHOOL ASSOCIATION CLASS 4A STATE CHAMPIONSHIP TITLE."
H4901,2023-2024,Resolution,Representative Murphy,Murphy; Alexander; Anderson; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Pinewood Prep girls soccer champs,A HOUSE RESOLUTION TO SALUTE THE PINEWOOD PREPARATORY SCHOOL GIRLS SOCCER TEAM ON ITS EXCELLENT SEASON AND TO CONGRATULATE THE TEAM'S FINE ATHLETES ON THEIR IMPRESSIVE WIN OF THE 2023 CLASS 4A STATE CHAMPIONSHIP TITLE.
H4912,2023-2024,General Bill,Representative Murphy,Murphy,Assessment ratios,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 12-43-220, RELATING TO ASSESSMENT RATIOS FOR AD VALOREM TAXATION, SO AS TO ALLOW CERTAIN CIVILIAN EMPLOYEES OF THE DEPARTMENT OF DEFENSE TO CONTINUE TO CLAIM THE SPECIAL FOUR PERCENT ASSESSMENT RATIO WHEN THE CIVILIAN RECEIVES CERTAIN ORDERS FOR A CHANGE OF STATION."
H4974,2023-2024,General Bill,Representative Murphy,Murphy; Wooten; Brewer; Robbins; Gatch; Ballentine; Caskey,Swatting offenses,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 16-17-722, RELATING TO THE FILING OF FALSE POLICE REPORTS AND ASSOCIATED PENALTIES, SO AS TO REVISE THE STATUTE, PROVIDE FOR THE OFFENSE OF SWATTING, AND PROVIDE GRADUATED PENALTIES FOR VIOLATIONS; AND BY AMENDING SECTION 23-47-80, RELATING TO PENALTIES REGARDING VIOLATIONS OF 911 SERVICES, SO AS TO REFERENCE PENALTIES CONTAINED IN SECTION 16-17-722."
H5310,2023-2024,General Bill,Representative Murphy,Murphy; G.M. Smith; Bannister; Brewer; Caskey; Gatch; Guest; J.E. Johnson; Mitchell; W. Newton; Robbins; Rose; Rutherford; Sandifer; Stavrinakis; West; Whitmire,aircraft,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 12-37-220, RELATING TO PROPERTY TAX EXEMPTIONS SO AS TO EXEMPT A PORTION OF THE VALUE OF AIRCRAFT OF AN AIRLINE COMPANY; AND BY AMENDING SECTION 12-37-2440, RELATING TO THE VALUATION OF AIRCRAFT, SO AS TO SPECIFY THE MANNER IN WHICH TIME ON THE GROUND IS CALCULATED."
H5461,2023-2024,Resolution,Representative Murphy,Murphy; Alexander; Anderson; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Neese; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Spann-Wilder; Stavrinakis; Taylor; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Summerville YMCA Splash into Safety program,"A HOUSE RESOLUTION TO RECOGNIZE MAY AS ""NATIONAL WATER SAFETY MONTH"" AND TO HONOR THE SUMMERVILLE FAMILY YMCA, THE SUMMERVILLE MEDICAL CENTER, COLLETON AND DORCHESTER PARKS AND RECREATION DEPARTMENTS, DORCHESTER COUNTY SCHOOL DISTRICT 4, AND COLLETON COUNTY SCHOOL DISTRICT FOR THEIR PARTNERSHIP TO INCREASE SAFETY ON THE WATER IN SOUTH CAROLINA."
H4315,2023-2024,Resolution,Representative Neese,Neese; Alexander; Anderson; Atkinson; Bailey; Ballentine; Bamberg; Bannister; Bauer; Beach; Bernstein; Blackwell; Bradley; Brewer; Brittain; Burns; Bustos; Calhoon; Carter; Caskey; Chapman; Chumley; Clyburn; Cobb-Hunter; Collins; Connell; B.J. Cox; B.L. Cox; Crawford; Cromer; Davis; Dillard; Elliott; Erickson; Felder; Forrest; Gagnon; Garvin; Gatch; Gibson; Gilliam; Gilliard; Guest; Guffey; Haddon; Hager; Hardee; Harris; Hart; Hartnett; Hayes; Henderson-Myers; Henegan; Herbkersman; Hewitt; Hiott; Hixon; Hosey; Howard; Hyde; Jefferson; J.E. Johnson; J.L. Johnson; S. Jones; W. Jones; Jordan; Kilmartin; King; Kirby; Landing; Lawson; Leber; Ligon; Long; Lowe; Magnuson; May; McCabe; McCravy; McDaniel; McGinnis; Mitchell; J. Moore; T. Moore; A.M. Morgan; T.A. Morgan; Moss; Murphy; B. Newton; W. Newton; Nutt; O'Neal; Oremus; Ott; Pace; Pedalino; Pendarvis; Pope; Rivers; Robbins; Rose; Rutherford; Sandifer; Schuessler; Sessions; G.M. Smith; M.M. Smith; Stavrinakis; Taylor; Tedder; Thayer; Thigpen; Trantham; Vaughan; Weeks; West; Wetmore; Wheeler; White; Whitmire; Williams; Willis; Wooten; Yow,Ag + Art Tour,"A HOUSE RESOLUTION TO CELEBRATE THE ANNUAL SOUTH CAROLINA AG + ART TOUR, TO BE HELD THROUGHOUT THE MONTHS OF MAY AND JUNE 2023, TO ENCOURAGE ALL SOUTH CAROLINIANS TO PATRONIZE AND ENJOY THIS FAMILY-FRIENDLY EVENT, AND TO WISH ITS ORGANIZERS EVERY SUCCESS."
H3024,2023-2024,General Bill,Representative B. Newton,B. Newton; McCravy; Leber; West; Lawson; Pope; Guffey; Gilliam; Hyde,Concealed weapons by certain persons on duty,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 23-31-240, RELATING TO PERSONS ALLOWED TO CARRY CONCEALABLE WEAPONS WITHIN THE STATE WHILE ON DUTY, SO AS TO INCLUDE CLERKS OF COURT IN THE PURVIEW OF THE STATUTE."
H3176,2023-2024,Concurrent Resolution,Representative B. Newton,B. Newton; Mitchell; Neese; Yow,Charles Bundy Memorial Intersection,"A CONCURRENT RESOLUTION TO REQUEST THE DEPARTMENT OF TRANSPORTATION NAME THE INTERSECTION LOCATED AT UNITED STATES HIGHWAY 521, HUBBARD DRIVE, AND CRAIG MANOR ROAD IN LANCASTER COUNTY ""CHARLES ALAN BUNDY MEMORIAL INTERSECTION"" AND ERECT APPROPRIATE MARKERS OR SIGNS AT THIS LOCATION CONTAINING THESE WORDS."
H3326,2023-2024,General Bill,Representative B. Newton,B. Newton,Dual enrollment,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-59-215 SO AS TO MAKE DUAL ENROLLMENT COLLEGE COURSEWORK OPPORTUNITIES AVAILABLE TO ALL TENTH GRADE, ELEVENTH GRADE, AND TWELFTH GRADE STUDENTS BEGINNING WITH THE 2024-2025 SCHOOL YEAR, TO PROVIDE CERTAIN REQUIREMENTS THAT STUDENTS MUST SATISFY TO TAKE DUAL ENROLLMENT COURSES, AND TO MAKE LOTTERY TUITION ASSISTANCE AVAILABLE TO SUCH STUDENTS."
H3357,2023-2024,Concurrent Resolution,Representative B. Newton,B. Newton; Mitchell; Neese; Yow,Sheriff Williford Faile Memorial Intersection,"A CONCURRENT RESOLUTION TO REQUEST THE DEPARTMENT OF TRANSPORTATION NAME THE PORTION OF SOUTH CAROLINA HIGHWAY 9 IN LANCASTER COUNTY FROM THE LANCASTER BYPASS TO SOUTH CAROLINA HIGHWAY 522 ""SHERIFF WILLIFORD LEE FAILE MEMORIAL HIGHWAY"" AND PLACE APPROPRIATE MARKERS OR SIGNS ALONG THIS PORTION OF THE HIGHWAY CONTAINING THESE WORDS."
H3473,2023-2024,General Bill,Representative B. Newton,B. Newton; Sandifer; W. Newton; Herbkersman; Erickson; Bradley; Pope; Forrest; M.M. Smith; Lowe; Hewitt; Thayer; Murphy; Gagnon; Hixon; Bustos; West; Crawford; Guest; Hiott; Mitchell; Yow; Davis; Leber; Ligon; Hyde; McGinnis; Bailey; Hardee; Gatch; B.J. Cox,Political parties and primaries,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTIONS 7-9-80 AND 7-9-100, RELATING TO THE COUNTY AND STATE CONVENTIONS OF A POLITICAL PARTY, RESPECTIVELY, SO AS TO CHANGE THE FORMULA FOR DETERMINING HOW MANY DELEGATES EACH COUNTY MAY ELECT TO THE STATE CONVENTION; BY AMENDING SECTION 7-11-15, RELATING TO QUALIFICATIONS TO RUN AS A CANDIDATE IN GENERAL ELECTIONS; SO AS TO SHORTEN THE CANDIDATE FILING PERIOD, TO REQUIRE ALL CANDIDATES FROM EACH POLITICAL PARTY IN THIS STATE TO PAY A FILING FEE, AND TO AUTHORIZE POLITICAL PARTIES TO CHARGE A CERTIFICATION FEE TO ALL CANDIDATES; BY AMENDING SECTION 7-11-210, RELATING TO THE FILING OF PARTY PLEDGES BY CANDIDATES, SO AS TO CHANGE THE DATE BY WHICH A PARTY PLEDGE MUST BE FILED; BY AMENDING SECTION 7-17-560, RELATING TO THE AUTHORITY OF THE STATE EXECUTIVE COMMITTEE OF A POLITICAL PARTY TO HEAR CERTAIN PRIMARY PROTESTS AND CONTESTS, SO AS TO REQUIRE THE STATE EXECUTIVE COMMITTEE TO ALSO HEAR PROTESTS AND CONTESTS IN THE CASE OF COUNTY OFFICERS, LESS THAN COUNTY OFFICERS, AND MUNICIPAL OFFICERS, TO AUTHORIZE THE STATE EXECUTIVE COMMITTEE TO ADOPT A RESOLUTION TO REQUIRE THE FILING OF ANY PROTEST OR CONTEST TO BE ACCOMPANIED BY A BOND WITH SURETY, AND TO PROVIDE FOR APPEALS FROM DECISIONS BY THE STATE EXECUTIVE COMMITTEE; BY AMENDING SECTION 7-17-570, RELATING TO HEARINGS OF PRIMARY PROTESTS AND CONTESTS, SO AS TO EXTEND THE TIME IN WHICH THE STATE EXECUTIVE COMMITTEE MUST CONDUCT SUCH HEARINGS; AND BY AMENDING SECTION 5-15-80, RELATING TO MUNICIPAL PRIMARY PROTESTS AND CONTESTS, SO AS TO PROVIDE THAT SUCH PROTESTS AND CONTESTS ARE TO BE FILED, HEARD, AND DECIDED IN THE MANNER PROVIDED IN SECTIONS 7-17-560 AND 7-17-570; AND BY REPEALING SECTIONS 7-17-520, 7-17-530, 7-17-540, 7-17-550, 7-17-580, AND 7-17-590 ALL RELATING TO PRIMARY PROTESTS AND CONTESTS FOR CERTAIN OFFICES."
