bill_number,session_year,chamber,action_date,action,order
HB552-FN-A-L,2023,H,2023-03-14,Committee Report: Without Recommendation 03/07/2023 (Vote ; RC) HC 16 P. 22,5
HB552-FN-A-L,2023,H,2023-03-22,Lay HB552 on Table (Rep. Ladd): MA VV 03/22/2023 HJ 10 P. 71,6
HB552-FN-A-L,2023,H,2023-10-27,"Died on Table, Session ended 10/26/2023 HJ 18",7
HB555-FN-A,2023,H,2023-01-11,Introduced (in recess of) 01/05/2023 and referred to Finance HJ 3 P. 20,1
HB555-FN-A,2023,H,2023-01-18,Public Hearing: 01/26/2023 03:00 pm LOB 210-211,2
HB555-FN-A,2023,H,2023-01-25,Division Work Session: 01/31/2023 10:30 am LOB 212,3
HB555-FN-A,2023,H,2023-03-10,Executive Session: 03/15/2023 11:00 am LOB 210-211,4
HB555-FN-A,2023,H,2023-03-16,Committee Report: Ought to Pass 03/16/2023 (Vote 25-0; CC) HC 16 P. 10,5
HB555-FN-A,2023,H,2023-03-22,Ought to Pass: MA VV 03/22/2023 HJ 10 P. 16,6
HB555-FN-A,2023,S,2023-03-24,Introduced 03/23/2023 and Referred to Finance; SJ 12,7
HB555-FN-A,2023,S,2023-03-29,"Hearing: 04/04/2023, Room 103, SH, 01:00 pm; SC 16",8
HB555-FN-A,2023,S,2023-04-19,"Committee Report: Ought to Pass with Amendment #2023-1433s, 05/11/2023; SC 21",9
HB555-FN-A,2023,S,2023-05-11,"Sen. Gray Moved Laid on Table, MA, VV; 05/11/2023; SJ 14",10
HB555-FN-A,2023,S,2023-05-11,Pending Motion Committee Amendment #2023-1433s; 05/11/2023; SJ 14,11
HB555-FN-A,2023,S,2023-12-20,"Inexpedient to Legislate, Senate Rule 3-23, Adjournment 10/26/2023; SJ 21",12
HB556-FN,2023,H,2023-01-11,"Introduced (in recess of) 01/05/2023 and referred to Science, Technology and Energy HJ 3 P. 20",1
HB556-FN,2023,H,2023-02-16,Public Hearing: 02/21/2023 09:00 am LOB 302-304,2
HB556-FN,2023,H,2023-02-27,Executive Session: 03/13/2023 10:30 am LOB 302-304,3
HB556-FN,2023,H,2023-03-14,Committee Report: Inexpedient to Legislate HB556-FN 03/13/2023 (Vote 20-0; CC) HC 16 P. 13,4
HB556-FN,2023,H,2023-03-20,Inexpedient to Legislate: MA VV 03/22/2023 HJ 10 P. 26,5
HB557-FN,2023,H,2023-01-11,"Introduced (in recess of) 01/05/2023 and referred to Health, Human Services and Elderly Affairs HJ 3 P. 20",1
HB557-FN,2023,H,2023-02-08,Public Hearing: 02/16/2023 11:15 am LOB 201-203,2
HB557-FN,2023,H,2023-03-01,Executive Session: 03/08/2023 11:00 am LOB 201-203,3
HB557-FN,2023,H,2023-03-15,Committee Report: Without Recommendation 03/13/2023 (Vote ; RC) HC 16 P. 33,4
HB557-FN,2023,H,2023-03-23,Ought to Pass: MF RC 184-193 03/23/2023 HJ 11 P. 11,5
HB557-FN,2023,H,2023-03-23,Inexpedient to Legislate: MA DV 194-185 03/23/2023 HJ 11 P. 13,6
HB561,2023,H,2023-01-11,"Introduced (in recess of) 01/05/2023 and referred to Labor, Industrial and Rehabilitative Services HJ 3 P. 20",1
HB561,2023,H,2023-01-25,Public Hearing: 02/07/2023 11:30 am LOB 305-307,2
HB561,2023,H,2023-02-09,Executive Session: 02/16/2023 10:30 am LOB 307,3
HB561,2023,H,2023-03-13,Majority Committee Report: Inexpedient to Legislate HB561 02/16/2023 (Vote 12-8; RC) HC 16 P. 39,4
HB561,2023,H,2023-03-13,Minority Committee Report: Ought to Pass,5
HB561,2023,H,2023-03-23,Lay HB561 on Table (Rep. B. Sullivan): MA VV 03/23/2023 HJ 11 P. 36,6
HB561,2023,H,2023-10-27,"Died on Table, Session ended 10/26/2023 HJ 18",7
HB562-FN,2023,H,2023-01-11,Introduced (in recess of) 01/05/2023 and referred to Judiciary HJ 3 P. 20,1
HB562-FN,2023,H,2023-01-25,Public Hearing: 02/16/2023 10:30 am SH Reps Hall,2
HB562-FN,2023,H,2023-02-23,Executive Session: 03/08/2023 10:00 am LOB 206-208,3
HB562-FN,2023,H,2023-03-14,Committee Report: Inexpedient to Legislate HB562-FN 03/08/2023 (Vote 17-3; RC) HC 16 P. 38,4
HB562-FN,2023,H,2023-03-23,Inexpedient to Legislate: MA VV 03/23/2023 HJ 11 P. 32,5
HB563-FN-L,2023,H,2023-01-11,Introduced (in recess of) 01/05/2023 and referred to Education HJ 3 P. 20,1
HB563-FN-L,2023,H,2023-01-31,Public Hearing: 02/08/2023 11:15 am LOB 205-207,2
HB563-FN-L,2023,H,2023-02-08,Executive Session: 02/15/2023 09:00 am LOB 205-207,3
HB563-FN-L,2023,H,2023-02-22,Executive Session: 02/24/2023 09:30 am LOB 205-207,4
HB563-FN-L,2023,H,2023-03-02,Committee Report: Inexpedient to Legislate HB563-FN-LOCAL 02/24/2023 (Vote 19-1; CC) HC 14 P. 5,5
HB563-FN-L,2023,H,2023-03-09,Inexpedient to Legislate: MA VV 03/09/2023 HJ 8 P. 5,6
HB564,2023,H,2023-01-11,Introduced (in recess of) 01/05/2023 and referred to Executive Departments and Administration HJ 3 P. 20,1
HB564,2023,H,2023-02-15,Public Hearing: 02/16/2023 11:15 am LOB 306-308,2
HB564,2023,H,2023-02-07,Public Hearing on Amendment #2023-0091: 02/16/2023 11:20 am LOB 306-308,3
HB564,2023,H,2023-02-24,Executive Session: 02/16/2023 11:20 am LOB 306-308,4
HB564,2023,H,2023-02-24,Committee Report: Ought to Pass with Amendment #2023-0091h (NT) 02/16/2023 (Vote 15-0; CC) HC 14 P. 6,5
HB564,2023,H,2023-03-09,Amendment #2023-0091h: AA VV 03/09/2023 HJ 8 P. 7,6
HB564,2023,H,2023-03-09,Ought to Pass with Amendment 2023-0091h: MA VV 03/09/2023 HJ 8 P. 7,7
HB564,2023,S,2023-03-14,Introduced 03/09/2023 and Referred to Executive Departments and Administration; SJ 10,8
HB564,2023,S,2023-03-30,"Hearing: 04/06/2023, Room 103, SH, 10:10 am; SC 16",9
HB564,2023,S,2023-04-06,"Committee Report: Ought to Pass, 04/13/2023; SC 17",10
HB564,2023,S,2023-04-13,"Ought to Pass: MA, VV; OT3rdg; 04/13/2023; SJ 13",11
HB564,2023,S,2023-05-17,"Enrolled Adopted, VV, (In recess 05/11/2023); SJ 15",12
HB564,2023,H,2023-05-17,Enrolled (in recess of) 05/04/2023,13
HB564,2023,H,2023-05-24,Signed by Governor Sununu 06/01/2023; Chapter 46; Eff: 07/31/2023,14
HB567,2023,H,2023-01-11,Introduced (in recess of) 01/05/2023 and referred to Judiciary HJ 3 P. 20,1
HB567,2023,H,2023-01-18,Public Hearing: 01/26/2023 09:45 am LOB 206-208,2
HB567,2023,H,2023-01-30,Executive Session: 02/08/2023 11:00 am LOB 206-208,3
HB567,2023,H,2023-01-30,==CONTINUED== Executive Session: 02/09/2023 09:00 am LOB 206-208,4
HB567,2023,H,2023-02-16,Committee Report: Without Recommendation 02/08/2023 (Vote ; RC) HC 14 P. 15,5
HB567,2023,H,2023-03-09,Amendment #2023-0429h: AF VV 03/09/2023 HJ 8 P. 53,6
HB567,2023,H,2023-03-09,Ought to Pass: MF RC 166-207 03/09/2023 HJ 8 P. 54,7
HB567,2023,H,2023-03-09,Inexpedient to Legislate: MA DV 208-168 03/09/2023 HJ 8 P. 55,8
HB568-FN,2023,H,2023-01-11,Introduced (in recess of) 01/05/2023 and referred to Ways and Means HJ 3 P. 20,1
HB568-FN,2023,H,2023-02-08,Public Hearing: 02/15/2023 11:45 am LOB 202-204,2
HB568-FN,2023,H,2023-02-09,Public Hearing: 02/15/2023 02:15 pm LOB 202-204,3
HB568-FN,2023,H,2023-02-16,Committee Report: Inexpedient to Legislate HB568-FN 02/15/2023 (Vote 17-0; CC) HC 12 P. 8,4
HB568-FN,2023,H,2023-02-22,Inexpedient to Legislate: MA VV HJ 6 P. 14,5
HB573-FN-A-L,2023,H,2023-01-11,Introduced (in recess of) 01/05/2023 and referred to Education HJ 3 P. 21,1
HB573-FN-A-L,2023,H,2023-02-16,Public Hearing: 02/21/2023 01:00 pm LOB 205-207,2
HB573-FN-A-L,2023,H,2023-03-01,Executive Session: 03/13/2023 09:30 am LOB 205-207,3
HB573-FN-A-L,2023,H,2023-03-16,Committee Report: Without Recommendation 03/13/2023 (Vote ; RC) HC 16 P. 22,4
HB573-FN-A-L,2023,H,2023-03-22,Lay HB573 on Table (Rep. Lane): MA VV 03/22/2023 HJ 10 P. 74,5
HB573-FN-A-L,2023,H,2023-10-27,"Died on Table, Session ended 10/26/2023 HJ 18",6
HB574-FN-A,2023,H,2023-01-11,"Introduced (in recess of) 01/05/2023 and referred to Health, Human Services and Elderly Affairs HJ 3 P. 21",1
HB574-FN-A,2023,H,2023-01-25,Public Hearing: 02/01/2023 11:15 am LOB 210-211,2
HB574-FN-A,2023,H,2023-01-26,Executive Session: 02/02/2023 01:30 pm LOB 210-211,3
HB574-FN-A,2023,H,2023-02-02,Executive Session: 02/08/2023 01:30 pm LOB 210-211,4
HB574-FN-A,2023,H,2023-02-16,02/08/2023 Committee Report: Without Recommendation (Vote RC; ) HC 12 P. 14,5
HB574-FN-A,2023,H,2023-02-22,Amendment #2023-0294h: AA DV 283-80 02/22/2023 HJ 6 P. 50,6
HB574-FN-A,2023,H,2023-02-22,Ought to Pass with Amendment 2023-0294h: MF RC 180-184 02/22/2023 HJ 6 P. 50,7
HB574-FN-A,2023,H,2023-02-22,Lay HB574 on Table (Rep. Adjutant): MF DV 181-183 02/22/2023 HJ 6 P. 53,8
HB574-FN-A,2023,H,2023-02-22,Inexpedient to Legislate: MA DV 185-179 02/22/2023 HJ 6 P. 53,9
HB575-FN,2023,H,2023-01-11,"Introduced (in recess of) 01/05/2023 and referred to Health, Human Services and Elderly Affairs HJ 3 P. 21",1
HB575-FN,2023,H,2023-02-08,Public Hearing: 02/16/2023 10:30 am LOB 201-203,2
HB575-FN,2023,H,2023-03-01,Executive Session: 03/08/2023 11:00 am LOB 201-203,3
HB575-FN,2023,H,2023-03-15,Majority Committee Report: Inexpedient to Legislate HB575-FN 03/13/2023 (Vote 11-9; RC) HC 16 P. 34,4
HB575-FN,2023,H,2023-03-15,Minority Committee Report: Ought to Pass,5
HB575-FN,2023,H,2023-03-23,Inexpedient to Legislate: MA RC 192-186 03/23/2023 HJ 11 P. 14,6
HB575-FN,2023,H,2023-03-23,Reconsider HB575 (Rep. Adjutant): MF DV 185-194 03/23/2023 HJ 11 P. 16,7
HB576-FN-A-L,2023,H,2023-01-11,"Introduced (in recess of) 01/05/2023 and referred to Science, Technology and Energy HJ 3 P. 21",1
HB576-FN-A-L,2023,H,2023-01-18,Public Hearing: 01/24/2023 01:00 pm LOB 302-304,2
HB576-FN-A-L,2023,H,2023-01-25,Executive Session: 01/30/2023 04:00 pm LOB 302-304,3
HB576-FN-A-L,2023,H,2023-03-28,Committee Report: Ought to Pass with Amendment #2023-0162h (NT) 01/31/2023 (Vote 14-5; RC) HC 11 P. 15,4
HB576-FN-A-L,2023,H,2023-02-14,Amendment #2023-0162h: AA VV 02/14/2023 HJ 5 P. 26,5
HB576-FN-A-L,2023,H,2023-02-14,Ought to Pass with Amendment 2023-0162h: MA VV 02/14/2023 HJ 5 P. 26,6
HB576-FN-A-L,2023,H,2023-02-14,Referred to Finance 02/14/2023 HJ 5,7
HB576-FN-A-L,2023,H,2023-02-16,Division Work Session: 02/21/2023 01:30 pm LOB 212,8
HB576-FN-A-L,2023,H,2023-02-23,Division Work Session: 03/03/2023 10:30 am LOB 212,9
HB576-FN-A-L,2023,H,2023-03-16,Executive Session: 03/20/2023 01:00 pm LOB 210-211,10
HB576-FN-A-L,2023,H,2023-03-27,Committee Report: Ought to Pass with Amendment #2023-0692h 03/22/2023 (Vote 21-4; RC),11
HB576-FN-A-L,2023,H,2023-04-06,Amendment #2023-0692h: AA VV 04/06/2023 HJ 12 P. 209,12
HB576-FN-A-L,2023,H,2023-04-06,Ought to Pass with Amendment 2023-0692h: MA VV 04/06/2023 HJ 12 P. 210,13
HB576-FN-A-L,2023,S,2023-04-11,Introduced 03/30/2023 and Referred to Energy and Natural Resources; SJ 13,14
HB576-FN-A-L,2023,S,2023-04-19,"Hearing: 04/25/2023, Room 103, SH, 09:30 am; SC 19",15
HB576-FN-A-L,2023,S,2023-05-16,"Committee Report: Ought to Pass, 05/18/2023; Vote 5-0; CC; SC 22A",16
HB576-FN-A-L,2023,S,2023-05-18,"Ought to Pass: MA, VV; OT3rdg; 05/18/2023; SJ 15",17
HB576-FN-A-L,2023,S,2023-06-13,"Enrolled Adopted, VV, (In recess 06/08/2023); SJ 19",18
HB576-FN-A-L,2023,H,2023-06-13,Enrolled (in recess of) 06/08/2023 HJ 15,19
HB576-FN-A-L,2023,H,2023-06-21,Signed by Governor Sununu 06/20/2023; Chapter 91; Eff:08/19/2023,20
HB578-FN,2023,H,2023-01-11,Introduced (in recess of) 01/05/2023 and referred to Education HJ 3 P. 21,1
HB578-FN,2023,H,2023-01-18,Public Hearing: 01/25/2023 09:45 am LOB 205-207,2
HB578-FN,2023,H,2023-01-25,Executive Session: 02/01/2023 11:15 am LOB 205-207,3
HB578-FN,2023,H,2023-02-07,Committee Report: Inexpedient to Legislate HB 578-FN 02/01/2023 (Vote 19-0; CC) HC 11 P. 5,4
HB578-FN,2023,H,2023-02-14,Inexpedient to Legislate: MA VV 02/14/2023 HJ 5,5
HB579-FN-L,2023,H,2023-01-11,Introduced (in recess of) 01/05/2023 and referred to Executive Departments and Administration HJ 3 P. 21,1
HB579-FN-L,2023,H,2023-01-18,Public Hearing: 01/26/2023 02:30 pm LOB 306-308,2
HB579-FN-L,2023,H,2023-02-15,Committee Report: Inexpedient to Legislate HB579-FN-LOCAL 01/26/2023 (Vote 12-0; CC) HC 12 P. 5,3
HB579-FN-L,2023,H,2023-02-22,Inexpedient to Legislate: MA VV 02/22/2023 HJ 6 P. 6,4
HB581-FN,2023,H,2023-01-11,Introduced (in recess of) 01/05/2023 and referred to Criminal Justice and Public Safety HJ 3 P. 21,1
HB581-FN,2023,H,2023-01-18,Public Hearing: 01/26/2023 11:15 am SH Reps Hall,2
HB581-FN,2023,H,2023-02-01,Executive Session: 02/10/2023 11:00 am LOB 202-204,3
HB581-FN,2023,H,2023-02-16,Committee Report: Inexpedient to Legislate HB581-FN 02/10/2023 (Vote 17-3; RC) HC 12 P. 18,4
HB581-FN,2023,H,2023-02-22,Inexpedient to Legislate: MA RC 286-70 02/22/2023 HJ 6 P. 68,5
HB582-FN,2023,H,2023-01-11,"Introduced (in recess of) 01/05/2023 and referred to Health, Human Services and Elderly Affairs HJ 3 P. 21",1
HB582-FN,2023,H,2023-01-18,Public Hearing: 01/25/2023 02:00 pm LOB 210-211,2
HB582-FN,2023,H,2023-02-02,Executive Session: 02/08/2023 01:30 pm LOB 210-211,3
HB582-FN,2023,H,2023-03-01,Executive Session: 03/08/2023 11:00 am LOB 201-203,4
HB582-FN,2023,H,2023-03-14,Majority Committee Report: Inexpedient to Legislate HB582-FN 03/08/2023 (Vote 11-9; RC) HC 16 P. 34,5
HB582-FN,2023,H,2023-03-14,Minority Committee Report: Ought to Pass with Amendment #2023-0392h 03/08/2023,6
HB582-FN,2023,H,2023-03-23,Inexpedient to Legislate: MA DV 205-177 03/23/2023 HJ 11 P. 16,7
HB583-FN,2023,H,2023-01-11,Introduced (in recess of) 01/05/2023 and referred to Children and Family Law HJ 3 P. 21,1
HB583-FN,2023,H,2023-02-16,Public Hearing: 02/21/2023 10:50 am LOB 206-208,2
HB583-FN,2023,H,2023-02-16,Executive Session: 03/07/2023 09:30 am LOB 206-208,3
HB583-FN,2023,H,2023-03-15,Committee Report: Ought to Pass with Amendment #2023-0793h 03/07/2023 (Vote 15-0; CC) HC 16 P. 3,4
HB583-FN,2023,H,2023-03-22,Amendment #2023-0793h: AA VV 03/22/2023 HJ 10 P. 2,5
HB583-FN,2023,H,2023-03-22,Ought to Pass with Amendment 2023-0793h: MA VV 03/22/2023 HJ 10 P. 2,6
HB583-FN,2023,S,2023-03-24,Introduced 03/23/2023 and Referred to Judiciary; SJ 12,7
HB583-FN,2023,S,2023-03-29,"Hearing: 04/04/2023, Room 100, SH, 02:00 pm; SC 16",8
HB583-FN,2023,S,2023-05-03,Committee Report: Inexpedient to Legislate; Vote 5-0; CC; 05/11/2023; SC 21,9
HB583-FN,2023,S,2023-05-11,"Inexpedient to Legislate, MA, VV === BILL KILLED ===; 05/11/2023; SJ 14",10
HB584,2023,H,2023-01-11,Introduced (in recess of) 01/05/2023 and referred to Commerce and Consumer Affairs HJ 3 P. 21,1
HB584,2023,H,2023-01-25,Public Hearing: 02/01/2023 02:45 pm LOB 302-304,2
HB584,2023,H,2023-02-23,Subcommittee Work Session: 03/07/2023 10:00 am LOB210-211,3
HB584,2023,H,2023-02-23,Executive Session: 03/08/2023 01:15 pm LOB 302-304,4
HB584,2023,H,2023-03-15,Majority Committee Report: Ought to Pass with Amendment #2023-0993h 03/15/2023 (Vote 19-1; RC) HC 16 P. 15,5
HB584,2023,H,2023-03-15,Minority Committee Report: Inexpedient to Legislate,6
HB584,2023,H,2023-03-22,Amendment #2023-0993h: AA VV 03/22/2023 HJ 10 P. 41,7
HB584,2023,H,2023-03-22,Ought to Pass with Amendment 2023-0993h: MA VV 03/22/2023 HJ 10 P. 41,8
HB584,2023,S,2023-03-24,Introduced 03/23/2023 and Referred to Commerce; SJ 12,9
HB584,2023,S,2023-04-04,"Hearing: 04/11/2023, Room 100, SH, 09:00 am; SC 17",10
HB584,2023,S,2023-05-16,"Committee Report: Ought to Pass with Amendment #2023-1882s, 05/18/2023; Vote 5-0; CC; SC 22A",11
HB584,2023,S,2023-05-18,"Committee Amendment #2023-1882s, AA, VV; 05/18/2023; SJ 15",12
HB584,2023,S,2023-05-18,"Ought to Pass with Amendment 2023-1882s, MA, VV; OT3rdg; 05/18/2023; SJ 15",13
HB584,2023,H,2023-06-15,House Concurs with Senate Amendment 2023-1882s (Rep. Hunt): MA VV 06/15/2023 HJ 16 P. 1,14
HB584,2023,S,2023-07-17,"Enrolled Bill Amendment #2023-2246e Adopted, VV, (In recess of 06/29/2023); SJ 20",15
HB584,2023,H,2023-07-18,Enrolled Bill Amendment #2023-2246e: AA VV (in recess of) 06/29/2023 HJ 17 P. 18,16
HB584,2023,S,2023-07-27,"Enrolled Adopted, VV, (In recess 06/29/2023); SJ 20",17
HB584,2023,H,2023-07-28,Enrolled (in recess of) 06/29/2023 HJ 17 P. 18,18
HB584,2023,H,2023-08-10,Signed by Governor Sununu 08/08/2023; Chapter 236; 10/07/2023 HJ 17,19
HB585-FN,2023,H,2023-01-11,Introduced (in recess of) 01/05/2023 and referred to Criminal Justice and Public Safety HJ 3 P. 21,1
HB585-FN,2023,H,2023-01-31,Public Hearing: 02/09/2023 01:45 pm LOB 202-204,2
HB585-FN,2023,H,2023-02-07,Executive Session: 02/24/2023 09:00 am LOB 202-204,3
HB585-FN,2023,H,2023-03-01,Committee Report: Inexpedient to Legislate HB585-FN 02/24/2023 (Vote 20-0; CC) HC 14 P. 4,4
HB585-FN,2023,H,2023-03-09,Inexpedient to Legislate: MA VV 03/09/2023 HJ 8 P. 4,5
HB586,2023,H,2023-01-12,Introduced (in recess of) 01/05/2023 and referred to Election Law HJ 3 P. 21,1
HB586,2023,H,2023-02-28,Public Hearing: 03/07/2023 02:00 pm LOB 306-308,2
HB586,2023,H,2023-03-08,Executive Session: 03/15/2023 10:00 am LOB 206-208,3
HB586,2023,H,2023-03-16,Majority Committee Report: Ought to Pass 03/15/2023 (Vote 10-9; RC) HC 16 P. 26,4
HB586,2023,H,2023-03-16,Minority Committee Report: Inexpedient to Legislate,5
HB586,2023,H,2023-03-22,Lay HB586 on Table (Rep. Lane): MA VV 03/22/2023 HJ 10 P. 79,6
HB586,2023,H,2023-10-27,"Died on Table, Session ended 10/26/2023 HJ 18",7
HB588-FN,2023,H,2023-01-12,Introduced (in recess of) 01/05/2023 and referred to Criminal Justice and Public Safety HJ 3 P. 21,1
HB588-FN,2023,H,2023-01-18,Public Hearing: 01/27/2023 01:30 pm LOB 202-204,2
HB588-FN,2023,H,2023-02-07,Executive Session: 02/17/2023 09:00 am LOB 202-204,3
HB588-FN,2023,H,2023-02-27,Committee Report: Ought to Pass with Amendment #2023-0583h 02/17/2023 (Vote 20-0; CC) HC 14 P. 4,4
HB588-FN,2023,H,2023-03-09,Amendment #2023-0583h: AA VV 03/09/2023 HJ 8 P. 5,5
HB588-FN,2023,H,2023-03-09,Ought to Pass with Amendment 2023-0583h: MA VV 03/09/2023 HJ 8 P. 4,6
HB588-FN,2023,S,2023-03-14,Introduced 03/09/2023 and Referred to Judiciary; SJ 10,7
HB588-FN,2023,S,2023-04-04,"Hearing: 04/11/2023, Room 100, SH, 01:30 pm; SC 17",8
HB588-FN,2023,S,2023-05-01,"Committee Report: Inexpedient to Legislate, 05/11/2023; SC 21",9
HB588-FN,2023,S,2023-05-11,"Inexpedient to Legislate, RC 15Y-9N, MA === BILL KILLED ===; 05/11/2023; SJ 14",10
HB589-FN,2023,H,2023-01-12,Introduced (in recess of) 01/05/2023 and referred to Criminal Justice and Public Safety HJ 3 P. 22,1
HB589-FN,2023,H,2023-01-31,Public Hearing: 02/09/2023 03:00 pm LOB 202-204,2
HB589-FN,2023,H,2023-02-07,Executive Session: 02/24/2023 09:00 am LOB 202-204,3
HB589-FN,2023,H,2023-03-01,Committee Report: Inexpedient to Legislate HB 589-FN 02/24/2023 (Vote 19-1; CC) HC 14 P. 4,4
HB589-FN,2023,H,2023-03-09,Inexpedient to Legislate: MA VV 03/09/2023 HJ 8 P. 5,5
HB590,2023,H,2023-01-12,Introduced (in recess of) 01/05/2023 and referred to Election Law,1
HB590,2023,H,2023-02-21,Public Hearing: 02/28/2023 01:00 pm LOB 206-208,2
HB590,2023,H,2023-03-02,Executive Session: 03/07/2023 03:00 pm LOB 306-308,3
HB590,2023,H,2023-03-08,Committee Report: Inexpedient to Legislate HB590 03/08/2023 (Vote 15-5; RC) HC 15 P. 14,4
HB590,2023,H,2023-03-16,Inexpedient to Legislate: MA VV 03/16/2023 HJ 9 P. 43,5
HB591-FN,2023,H,2023-01-12,Introduced (in recess of) 01/05/2023 and referred to Judiciary HJ 3 P. 22,1
HB591-FN,2023,H,2023-01-25,Public Hearing: 02/16/2023 01:00 pm SH Reps Hall,2
HB591-FN,2023,H,2023-02-23,Executive Session: 03/08/2023 10:00 am LOB 206-208,3
HB591-FN,2023,H,2023-03-14,Committee Report: Inexpedient to Legislate HB591-FN 03/08/2023 (Vote 16-4; RC) HC 16 P. 38,4
HB591-FN,2023,H,2023-03-23,Inexpedient to Legislate: MA RC 271-110 03/23/2023 HJ 11 P. 33,5
HB592-FN,2023,H,2023-01-12,"Introduced (in recess of) 01/05/2023 and referred to Resources, Recreation and Development HJ 3 P. 22",1
HB592-FN,2023,H,2023-01-25,Public Hearing: 02/01/2023 02:30 pm LOB 305-307,2
HB592-FN,2023,H,2023-01-30,Executive Session: 02/08/2023 10:30 am LOB 305-307,3
HB592-FN,2023,H,2023-02-15,Committee Report: Inexpedient to Legislate HB592-FN 02/08/2023 (Vote 19-0; CC) HC 12 P. 8,4
HB592-FN,2023,H,2023-02-22,Inexpedient to Legislate: MA VV 02/22/2023 HJ 6 P. 13,5
HB594-FN,2023,H,2023-01-12,Introduced (in recess of) 01/05/2023 and referred to Executive Departments and Administration HJ 3 P. 22,1
HB594-FN,2023,H,2023-02-01,Public Hearing: 02/09/2023 01:15 pm LOB 306-308,2
HB594-FN,2023,H,2023-10-11,Executive Session: 02/09/2023 01:15 pm LOB 306-308,3
HB594-FN,2023,H,2023-03-16,Ought to Pass: MA VV 03/16/2023 HJ 9 P. 8,4
HB594-FN,2023,S,2023-03-21,Introduced 03/16/2023 and Referred to Executive Departments and Administration; SJ 11,5
HB594-FN,2023,S,2023-03-30,"Hearing: 04/05/2023, Room 103, SH, 09:15 am; SC 16",6
HB594-FN,2023,S,2023-04-20,"Committee Report: Ought to Pass, 05/11/2023; Vote 5-0; CC; SC 21",7
HB594-FN,2023,S,2023-05-11,"Ought to Pass: MA, VV; Refer to Finance Rule 4-5; 05/11/2023; SJ 14",8
HB594-FN,2023,S,2023-05-17,"Committee Report: Ought to Pass, 05/18/2023; SC 22A",9
HB594-FN,2023,S,2023-05-18,"Ought to Pass: MA, VV; OT3rdg; 05/18/2023; SJ 15",10
HB594-FN,2023,S,2023-06-13,"Enrolled Adopted, VV, (In recess 06/08/2023); SJ 19",11
HB594-FN,2023,H,2023-06-13,Enrolled (in recess of) 06/08/2023 HJ 15,12
HB594-FN,2023,H,2023-06-29,Signed by Governor Sununu 06/28/2023; Chapter 111; eff: 08/27/2023 HJ 16,13
HB594-FN,2023,H,2023-03-06,Committee Report: Ought to Pass 02/09/2023 (Vote 18-0; CC) HC 15 P. 6,14
HB595-FN,2023,H,2023-01-12,Introduced (in recess of) 01/05/2023 and referred to Commerce and Consumer Affairs HJ 3 P. 22,1
HB595-FN,2023,H,2023-02-23,Public Hearing: 02/07/2023 10:30 am LOB 210-211,2
HB595-FN,2023,H,2023-02-23,Executive Session: 03/08/2023 01:15 pm LOB 302-304,3
HB595-FN,2023,H,2023-02-23,Subcommittee Work Session: 03/07/2023 10:00 am LOB210-211,4
HB595-FN,2023,H,2023-03-14,Committee Report: Ought to Pass with Amendment #2023-0808h (Vote 03/14/2023; 19-0) HC 16 P. 5,5
HB595-FN,2023,H,2023-03-22,Amendment #2023-0808h: AA VV 03/22/2023 HJ 10 P. 6,6
HB595-FN,2023,H,2023-03-22,Ought to Pass with Amendment 2023-0808h: MA VV 03/22/2023 HJ 10 P. 6,7
HB595-FN,2023,S,2023-03-24,Introduced 03/23/2023 and Referred to Commerce; SJ 12,8
HB595-FN,2023,S,2023-03-30,"Hearing: 04/04/2023, Room 100, SH, 09:20 am; SC 16",9
HB595-FN,2023,S,2023-04-04,"Committee Report: Ought to Pass, 04/13/2023; SC 17",10
HB595-FN,2023,S,2023-04-13,"Ought to Pass: MA, VV; OT3rdg; 04/13/2023; SJ 13",11
HB595-FN,2023,S,2023-05-12,"Enrolled Adopted, VV, (In recess 05/11/2023); SJ 15",12
HB595-FN,2023,H,2023-05-15,Enrolled (in recess of) 05/04/2023,13
HB595-FN,2023,H,2023-05-19,Signed by Governor Sununu 05/17/2023; Chapter 36; Eff: 07/16/2023,14
HB597-FN,2023,H,2023-01-12,Introduced (in recess of) 01/05/2023 and referred to Transportation HJ 3 P. 22,1
HB597-FN,2023,H,2023-01-25,Public Hearing: 01/24/2023 11:00 am LOB 201-203,2
HB597-FN,2023,H,2023-01-25,Executive Session: 01/31/2023 01:00 pm LOB 201-203,3
HB597-FN,2023,H,2023-02-07,Committee Report: Without Recommendation HB597-FN 01/31/2023 (Vote ; RC) HC 11 P. 16,4
HB597-FN,2023,H,2023-02-14,Ought to Pass: MF DV 172-200 02/14/2023 HJ 5 P. 41,5
HB597-FN,2023,H,2023-02-14,Inexpedient to Legislate: MA VV 02/14/2023 HJ 5 P. 41,6
HB598-FN,2023,H,2023-01-12,Introduced and Laid on Table MA VV HJ 3 P. 22,1
HB598-FN,2023,H,2023-01-25,Public Hearing: 02/01/2023 09:00 am LOB 210-211,2
HB598-FN,2023,H,2023-01-26,Executive Session: 02/02/2023 01:30 pm LOB 210-211,3
HB598-FN,2023,H,2023-02-02,Executive Session: 02/08/2023 01:30 pm LOB 210-211,4
HB598-FN,2023,H,2023-02-15,Committee Report: Inexpedient to Legislate HB598-FN 02/08/2023 (Vote 20-0; CC) HC 12 P. 6,5
