bill_number,session_year,chamber,action_date,action,order
HB35,2023,H,2023-01-25,Executive Session: 02/01/2023 11:15 am LOB 205-207,3
HB35,2023,H,2023-02-07,Majority Committee Report: Ought to Pass with Amendment #2023-0289h 02/01/2023 (Vote 14-6; RC) HC 12 P. 18,4
HB35,2023,H,2023-02-07,Minority Committee Report: Inexpedient to Legislate,5
HB35,2023,H,2023-02-23,Special Order HB35 (Rep. Adjutant): MA VV 02/22/2023 HJ 7 P. 1,6
HB35,2023,H,2023-02-23,Amendment #2023-0289h: AA VV 02/23/2023 HJ 7 P. 2,7
HB35,2023,H,2023-02-23,Ought to Pass with Amendment 2023-0289h: MA RC 238-105 02/23/2023 HJ 7 P. 2,8
HB35,2023,S,2023-03-07,Introduced 02/22/2023 and Referred to Education; SJ 9,9
HB35,2023,S,2023-03-16,"Hearing: 03/21/2023, Room 101, LOB, 09:45 am; SC 14",10
HB35,2023,S,2023-04-19,"Committee Report: Ought to Pass, 05/11/2023; Vote 5-0; CC; SC 21",11
HB35,2023,S,2023-05-11,"Ought to Pass: MA, VV; OT3rdg; 05/11/2023; SJ 14",12
HB35,2023,S,2023-06-21,"Enrolled Adopted, VV, (In recess 06/15/2023); SJ 20",13
HB35,2023,H,2023-06-21,Enrolled (in recess of) 06/15/2023 HJ 16 P. 15,14
HB35,2023,H,2023-07-10,Vetoed by Governor Sununu 06/29/2023 HJ 17,15
HB35,2023,H,2023-10-26,Veto Sustained 10/26/2023: RC 0-350 Lacking Necessary Two-Thirds Vote HJ 18 P. 3,16
HB36,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Municipal and County Government,1
HB36,2023,H,2023-01-05,Public Hearing: 01/11/2023 11:30 am LOB 301-303,2
HB36,2023,H,2023-01-11,Executive Session: 01/19/2023 10:30 am LOB 301-303,3
HB36,2023,H,2023-01-25,Committee Report: Ought to Pass with Amendment #2023-0026h 01/25/2023 (Vote 20-0; CC) HC 9 P. 4,4
HB36,2023,H,2023-02-02,Amendment #2023-0026h: AA VV 02/02/2023 HJ 4,5
HB36,2023,H,2023-02-02,Ought to Pass with Amendment 2023-0026h: MA VV 02/02/2023 HJ 4,6
HB36,2023,S,2023-03-07,Introduced 02/22/2023 and Referred to Election Law and Municipal Affairs; SJ 9,7
HB36,2023,S,2023-03-22,"Hearing: 03/28/2023, Room 103, LOB, 09:30 am; SC 15",8
HB36,2023,S,2023-03-28,"Committee Report: Ought to Pass, 04/13/2023; SC 17",9
HB36,2023,S,2023-04-13,"Ought to Pass: MA, VV; OT3rdg; 04/13/2023; SJ 13",10
HB36,2023,S,2023-05-02,"Enrolled Adopted, VV, (In recess 04/13/2023); SJ 14",11
HB36,2023,H,2023-05-02,Enrolled (in recess of) 04/06/2023,12
HB36,2023,H,2023-05-08,Signed by Governor Sununu 05/04/2023; Chapter 10; eff: 07/03/2023,13
HB39-FN,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Commerce and Consumer Affairs,1
HB39-FN,2023,H,2023-01-05,Public Hearing: 01/12/2023 01:15 pm LOB 302-304,2
HB39-FN,2023,H,2023-01-25,Subcommittee Work Session: 02/01/2023 10:00 am LOB 302-304,3
HB39-FN,2023,H,2023-01-26,Executive Session: 02/02/2023 01:30 pm LOB 302-304,4
HB39-FN,2023,H,2023-02-13,Committee Report: Inexpedient to Legislate HB39-FN 02/02/2023 (Vote 19-0; CC) HC 12 P. 3,5
HB39-FN,2023,H,2023-02-22,Inexpedient to Legislate: MA VV 02/22/2023 HJ 6 P. 4,6
HB40,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Election Law,1
HB40,2023,H,2023-02-01,Public Hearing: 02/07/2023 10:00 am LOB 306-308,2
HB40,2023,H,2023-02-21,Executive Session: 02/28/2023 02:30 pm LOB 206-208,3
HB40,2023,H,2023-03-16,Committee Report: Without Recommendation 02/28/2023 (Vote ; RC) HC 16 P. 24,4
HB40,2023,H,2023-03-22,Lay HB40 on Table (Rep. Berry): MA VV 03/22/2023 HJ 10 P. 76,5
HB40,2023,H,2023-10-27,"Died on Table, Session ended 10/26/2023 HJ 18",6
HB41,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Municipal and County Government,1
HB41,2023,H,2023-01-05,Public Hearing: 01/11/2023 01:30 pm LOB 301-303,2
HB41,2023,H,2023-01-11,Executive Session: 01/19/2023 10:30 am LOB 301-303,3
HB41,2023,H,2023-01-25,Committee Report: Inexpedient to Legislate HB41 01/25/2023 (Vote 18-2; CC) HC 9 P. 4,4
HB41,2023,H,2023-02-02,Inexpedient to Legislate: MA VV 02/02/2023 HJ 4,5
HB42-FN,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Commerce and Consumer Affairs,1
HB42-FN,2023,H,2023-01-11,Public Hearing: 01/18/2023 11:15 am LOB 302-304,2
HB42-FN,2023,H,2023-01-25,Subcommittee Work Session: 02/01/2023 10:00 am LOB 302-304,3
HB42-FN,2023,H,2023-01-26,==RECESSED== Executive Session: 02/02/2023 01:30 pm LOB 302-304,4
HB42-FN,2023,H,2023-02-23,Subcommittee Work Session: 03/07/2023 10:00 am LOB210-211,5
HB42-FN,2023,H,2023-02-23,Executive Session: 03/08/2023 01:15 pm LOB 302-304,6
HB42-FN,2023,H,2023-03-14,Committee Report: Ought to Pass with Amendment #2023-0286h 03/08/2023 (Vote 19-0; CC) HC 16 P. 3,7
HB42-FN,2023,H,2023-03-22,Amendment #2023-0286h: AA VV 03/22/2023 HJ 10 P. 2,8
HB42-FN,2023,H,2023-03-22,Ought to Pass with Amendment 2023-0286h: MA VV 03/22/2023 HJ 10 P. 2,9
HB42-FN,2023,S,2023-03-24,Introduced 03/23/2023 and Referred to Commerce; SJ 12,10
HB42-FN,2023,S,2023-04-04,"Hearing: 04/11/2023, Room 100, SH, 09:50 am; SC 17",11
HB42-FN,2023,S,2023-04-18,"Committee Report: Ought to Pass, 05/11/2023; SC 21",12
HB42-FN,2023,S,2023-05-11,"Ought to Pass: MA, VV; OT3rdg; 05/11/2023; SJ 14",13
HB42-FN,2023,S,2023-06-20,"Enrolled Adopted, VV, (In recess 06/15/2023); SJ 20",14
HB42-FN,2023,H,2023-06-20,Enrolled (in recess of) 06/15/2023 HJ 16 P. 14,15
HB42-FN,2023,H,2023-07-12,Signed by Governor Sununu 06/30/2023; Chapter 114; Eff: 01/01/2024 HJ 17,16
HB43,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Municipal and County Government,1
HB43,2023,H,2023-01-05,Public Hearing: 01/11/2023 01:45 pm LOB 301-303,2
HB43,2023,H,2023-01-11,Executive Session: 01/19/2023 10:30 am LOB 301-303,3
HB43,2023,H,2023-01-25,Committee Report: Inexpedient to Legislate HB43 01/25/2023 (Vote 20-0; CC) HC 9 P. 4,4
HB43,2023,H,2023-02-02,Inexpedient to Legislate: MA VV 02/02/2023 HJ 4,5
HB44,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Municipal and County Government,1
HB44,2023,H,2023-01-11,Public Hearing: 01/19/2023 01:30 pm LOB 301-303,2
HB44,2023,H,2023-02-15,Executive Session: 02/09/2023 10:30 am LOB 301-303,3
HB44,2023,H,2023-02-15,Majority Committee Report: Ought to Pass with Amendment #2023-0029h 02/09/2023 (Vote 11-9; RC) HC 12 P. 23,4
HB44,2023,H,2023-02-15,Minority Committee Report: Inexpedient to Legislate,5
HB44,2023,H,2023-02-23,Amendment #2023-0029h: AA VV 02/23/2023 HJ 7 P. 13,6
HB44,2023,H,2023-02-23,Ought to Pass with Amendment 2023-0029h: MF RC 117-232 02/23/2023 HJ 7 P. 13,7
HB44,2023,H,2023-02-23,Lay HB44 on Table (Rep. Adjutant): MF DV 169-181 02/23/2023 HJ 7 P. 15,8
HB44,2023,H,2023-02-23,Inexpedient to Legislate: MA DV 209-141 02/23/2023 HJ 7 P. 15,9
HB45,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Education,1
HB45,2023,H,2023-01-11,Public Hearing: 01/19/2023 02:30 pm LOB 205-207,2
HB45,2023,H,2023-01-25,Executive Session: 02/01/2023 11:15 am LOB 205-207,3
HB45,2023,H,2023-02-07,Committee Report: Inexpedient to Legislate HB45 02/01/2023 (Vote 15-4; RC) HC 12 P. 19,4
HB45,2023,H,2023-02-22,Inexpedient to Legislate: MA RC 312-43 02/22/2023 HJ 6 P. 70,5
HB46-FN,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Criminal Justice and Public Safety,1
HB46-FN,2023,H,2023-01-18,Public Hearing: 02/01/2023 10:00 am LOB 202-204,2
HB46-FN,2023,H,2023-02-07,Executive Session: 02/16/2023 09:00 am LOB 202-204,3
HB46-FN,2023,H,2023-02-16,Committee Report: Ought to Pass with Amendment #2023-0371h(NT) 02/16/2023 (Vote 20-0; CC) HC 12 P. 4,4
HB46-FN,2023,H,2023-02-22,Amendment #2023-0371h: AA VV 02/22/2023 HJ 6 P. 4,5
HB46-FN,2023,H,2023-02-22,Ought to Pass with Amendment 2023-0371h: MA VV 02/22/2023 HJ 6 P. 4,6
HB46-FN,2023,H,2023-02-22,Referred to Finance 02/22/2023 HJ 6 P. 5,7
HB46-FN,2023,H,2023-03-08,Division Work Session: 03/10/2023 10:00 am LOB 212,8
HB46-FN,2023,H,2023-03-16,Executive Session: 03/20/2023 01:00 pm LOB 210-211,9
HB46-FN,2023,H,2023-03-21,Committee Report: Ought to Pass with Amendment #2023-0915h 03/21/2023 (Vote 21-3; RC) HC 12 P. 4,10
HB46-FN,2023,H,2023-04-06,Amendment #2023-0915h: AA VV 04/06/2023 HJ 12 P. 195,11
HB46-FN,2023,H,2023-04-06,Ought to Pass with Amendment 2023-0915h: MA VV 04/06/2023 HJ 12 P. 195,12
HB46-FN,2023,S,2023-04-11,Introduced 03/30/2023 and Referred to Judiciary; SJ 13,13
HB46-FN,2023,S,2023-04-17,"Hearing: 04/27/2023, Room 103, SH, 01:15 pm; SC 19",14
HB46-FN,2023,S,2023-05-03,"Committee Report: Ought to Pass, 05/11/2023; Vote 5-0; CC; SC 21",15
HB46-FN,2023,S,2023-05-11,"Ought to Pass: MA, VV; Refer to Finance Rule 4-5; 05/11/2023; SJ 14",16
HB46-FN,2023,S,2023-05-25,"Committee Report: Ought to Pass, 06/01/2023; SC 24",17
HB46-FN,2023,S,2023-06-01,"Sen. Carson Floor Amendment #2023-2070s, AA, VV; 06/01/2023; SJ 16",18
HB46-FN,2023,S,2023-06-01,"Sen. Carson Floor Amendment #2023-2069s, RC 13Y-10N, AA; 06/01/2023; SJ 16",19
HB46-FN,2023,S,2023-06-01,"Sen. Soucy Moved to divide the Question on the motion of Ought to Pass with Amendment: Sections 1-7 and the effective date, and then Section 8 and the effective date; 06/1/2023; SJ 16",20
HB46-FN,2023,S,2023-06-01,The Chair ruled the Question Divisible; 06/01/2023; SJ 16,21
HB46-FN,2023,S,2023-06-01,"Ought to Pass with Amendments 2023-2070s and 2023-2069s: Sections 1-7 and the effective date, MA, VV; 06/01/2023; SJ 16",22
HB46-FN,2023,S,2023-06-01,"Ought to Pass with Amendments 2023-2070s and 2023-2069s: Section 8 and the effective date, RC 14Y-9N, MA; OT3rdg; 06/01/2023; SJ 16",23
HB46-FN,2023,S,2023-06-01,"Without Objection, the Clerk is authorized to make technical and administrative corrections which are necessary to reflect the intent of the Senate, MA; 06/01/2023; SJ 16",24
HB46-FN,2023,H,2023-06-15,"House Non-Concurs with Senate Amendment 2023-2069s and 2023-2070s (Reps. Roy, Weber): MA VV 06/15/2023 HJ 16 P. 2",25
HB47,2023,H,2022-12-23,"Introduced 01/04/2023 and referred to Health, Human Services and Elderly Affairs",1
HB47,2023,H,2023-01-18,Public Hearing: 01/25/2023 10:00 am LOB 210-211,2
HB47,2023,H,2023-01-18,==CANCELLED== Executive Session: 01/25/2023 02:00 pm LOB 210-211,3
HB47,2023,H,2023-02-02,Executive Session: 02/08/2023 01:30 pm LOB 210-211,4
HB47,2023,H,2023-02-08,Committee Report: Inexpedient to Legislate HB 47 02/02/2023 (Vote 20-0; CC) HC 11 P. 7,5
HB47,2023,H,2023-02-14,Inexpedient to Legislate: MA VV 02/14/2023 HJ 5,6
HB48-FN,2023,H,2022-12-23,"Introduced 01/04/2023 and referred to Labor, Industrial and Rehabilitative Services",1
HB48-FN,2023,H,2023-01-11,Public Hearing: 01/19/2023 01:00 pm LOB 305-307,2
HB48-FN,2023,H,2023-01-25,Executive Session: 02/07/2023 01:00 pm LOB 305-307,3
HB48-FN,2023,H,2023-03-06,Committee Report: Inexpedient to Legislate HB48-FN 02/07/2023 (Vote 20-0; CC) HC 15 P. 6,4
HB48-FN,2023,H,2023-03-16,Inexpedient to Legislate: MA VV 03/16/2023 HJ 9 P. 20,5
HB49-FN-A,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Finance,1
HB49-FN-A,2023,H,2023-01-18,Public Hearing: 01/26/2023 01:00 pm LOB 210-211,2
HB49-FN-A,2023,H,2023-02-01,==RECESSED== Division Work Session: 02/03/2023 11:00 am LOB 210-211,3
HB49-FN-A,2023,H,2023-02-02,==CONTINUED== Division Work Session: 02/09/2023 11:30 am LOB 210-211,4
HB49-FN-A,2023,H,2023-02-28,Full Committee Work Session: 03/06/2023 11:00 am LOB 210-211,5
HB49-FN-A,2023,H,2023-03-10,Public Hearing on non-germane Amendment #2023-0767h: 03/15/2023 10:00 am LOB 210-211,6
HB49-FN-A,2023,H,2023-03-10,Full Committee Work Session: 03/15/2023 10:30 am LOB 210-211,7
HB49-FN-A,2023,H,2023-03-10,Executive Session: 03/15/2023 11:00 am LOB 210-211,8
HB49-FN-A,2023,H,2023-03-16,Committee Report: Ought to Pass with Amendment #2023-0892h 03/16/2023 (Vote 23-2; RC) HC 16 P. 30,9
HB49-FN-A,2023,H,2023-03-23,Special Order HB49 MF DV 226-153 Lacking Three-Fifths Vote 03/22/2023 HJ 10 P. 33,10
HB49-FN-A,2023,H,2023-03-23,Special Order HB49 MA RC 291-87 by necessary Three-Fifths Vote 03/22/2023 HJ 10 P. 87,11
HB49-FN-A,2023,H,2023-03-23,Amendment #2023-0892h: AA VV 03/23/2023 HJ 11 P. 2,12
HB49-FN-A,2023,H,2023-03-23,Reconsider 2023-0892h (Rep. Edwards): MA VV 03/23/2023 HJ 11 P. 6,13
HB49-FN-A,2023,H,2023-03-23,Amendment #2023-0892h: AA DV 200-179 03/23/2023 HJ 11 P. 2,14
HB49-FN-A,2023,H,2023-03-23,"FLAM #2023-1104h (Reps. Edwards, M. Pearson, Lynn, Long, Grossman): AA RC 276-104 03/23/2023 HJ 11 P. 6",15
HB49-FN-A,2023,S,2023-03-24,Introduced 03/23/2023 and Referred to Judiciary; SJ 12,16
HB49-FN-A,2023,S,2023-03-29,"Hearing: 04/04/2023, Room 100, SH, 01:00 pm; SC 16",17
HB49-FN-A,2023,S,2023-04-05,"Committee Report: Ought to Pass, 04/13/2023; SC 17",18
HB49-FN-A,2023,S,2023-04-13,"Special Order to the beginning of the Regular Calendar, Without Objection, MA; 04/13/2023; SJ 13",19
HB49-FN-A,2023,S,2023-04-13,"Ought to Pass: MA, VV; OT3rdg; Read a Third Time, and Final Passage in the early session, MA, VV; 04/13/2022; SJ 13",20
HB49-FN-A,2023,S,2023-04-13,"Enrolled Bill Amendment #2023-1369e, Without Objection, AA; 04/13/2023; SJ 13",21
HB49-FN-A,2023,H,2023-03-23,Ought to Pass with Amendment : MA VV 03/23/2023 HJ 11 P. 11,22
HB49-FN-A,2023,S,2023-04-13,"Enrolled, Without Objection, MA; 04/13/2023; SJ 13",23
HB49-FN-A,2023,H,2023-04-13,Enrolled Bill Amendment #2023-1369e: AA VV (in recess of) 04/06/2023 HJ 12,24
HB49-FN-A,2023,H,2023-04-13,Enrolled (in recess of) 04/06/2023,25
HB49-FN-A,2023,H,2023-04-18,Signed by Governor Sununu 04/13/2023; Chapter 2; Eff: 04/13/2023,26
HB50-FN-L,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Executive Departments and Administration,1
HB50-FN-L,2023,H,2023-01-09,Vacated and Referred to Finance (Rep. Osborne): MA VV (in recess of) 01/05/2023 HJ 2,2
HB50-FN-L,2023,H,2023-01-18,Public Hearing: 01/26/2023 02:00 pm LOB 210-211,3
HB50-FN-L,2023,H,2023-01-25,Division Work Session: 01/31/2023 10:00 am LOB 212,4
HB50-FN-L,2023,H,2023-02-02,Division Work Session: 02/07/2023 10:00 am LOB 212,5
HB50-FN-L,2023,H,2023-03-10,Executive Session: 03/15/2023 11:00 am LOB 210-211,6
HB50-FN-L,2023,H,2023-03-16,Committee Report: Ought to Pass with Amendment #2023-0977h 03/16/2023 (Vote 25-0; RC) HC 16 P. 30,7
HB50-FN-L,2023,H,2023-03-22,Amendment #2023-0977h: AA DV 276-99 03/22/2023 HJ 10 P. 91,8
HB50-FN-L,2023,H,2023-03-24,Ought to Pass with Amendment 2023-0977h: MA VV 03/22/2023 HJ 10 P. 92,9
HB50-FN-L,2023,H,2023-03-22,Lay HB50 on Table (Rep. D. McGuire): MA DV 206-170 03/22/2023 HJ 10 P. 92,10
HB50-FN-L,2023,H,2023-10-27,"Died on Table, Session ended 10/26/2023 HJ 18",11
HB51,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Municipal and County Government,1
HB51,2023,H,2023-01-18,Public Hearing: 01/26/2023 10:40 am LOB 301-303,2
HB51,2023,H,2023-02-08,Executive Session: 02/15/2023 10:30 am LOB 301,3
HB51,2023,H,2023-02-13,==CONTINUED== Executive Session: 02/16/2023 10:30 am LOB 301-303,4
HB51,2023,H,2023-02-27,Majority Committee Report: Inexpedient to Legislate HB51 02/15/2023 (Vote 15-5; RC) HC 14 P. 16,5
HB51,2023,H,2023-02-27,Minority Committee Report: Ought to Pass,6
HB51,2023,H,2023-03-09,Inexpedient to Legislate: MA RC 224-148 03/09/2023 HJ 8 P. 57,7
HB52,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Public Works and Highways,1
HB52,2023,H,2023-01-11,Public Hearing: 01/25/2023 10:40 am LOB 201-203,2
HB52,2023,H,2023-01-26,Executive Session: 01/25/2023 10:40 am LOB 201-203,3
HB52,2023,H,2023-01-26,Committee Report: Ought to Pass 01/25/2023 (Vote 18-0; CC) HC 9 P. 5,4
HB52,2023,H,2023-02-02,Ought to Pass: MA VV 02/02/2023 HJ 4,5
HB52,2023,S,2023-03-07,Introduced 02/22/2023 and Referred to Transportation; SJ 9,6
HB52,2023,S,2023-03-21,"Hearing: 03/28/2023, Room 101, LOB, 01:10 pm; SC 15",7
HB52,2023,S,2023-04-03,"Committee Report: Ought to Pass, 04/13/2023; SC 17",8
HB52,2023,S,2023-04-13,"Ought to Pass: MA, VV; OT3rdg; 04/13/2023; SJ 13",9
HB52,2023,S,2023-05-12,"Enrolled Adopted, VV, (In recess 05/11/2023); SJ 15",10
HB52,2023,H,2023-05-15,Enrolled (in recess of) 05/04/2023,11
HB52,2023,H,2023-05-19,Signed by Governor Sununu 05/17/2023; Chapter 26; Eff: 05/17/2023,12
HB54-FN,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Transportation,1
HB54-FN,2023,H,2023-01-11,Public Hearing: 01/17/2023 01:00 pm LOB 201-203,2
HB54-FN,2023,H,2023-02-16,==RECESSED== Executive Session: 02/21/2023 02:00 pm LOB 201-203,3
HB54-FN,2023,H,2023-03-01,==CONTINUED== Executive Session: 03/07/2023 10:00 am LOB 201-203,4
HB54-FN,2023,H,2023-03-08,Committee Report: Ought to Pass with Amendment #2023-0272 03/07/2023 (Vote 17-3; RC) HC 15 P. 17,5
HB54-FN,2023,H,2023-03-16,Amendment #2023-0272h: AA VV 03/16/2023 HJ 9 P. 68,6
HB54-FN,2023,H,2023-03-16,Ought to Pass with Amendment 2023-0272h: MA VV 03/16/2023 HJ 9 P. 68,7
HB54-FN,2023,S,2023-03-21,Introduced 03/16/2023 and Referred to Transportation; SJ 11,8
HB54-FN,2023,S,2023-03-30,"Hearing: 04/04/2023, Room 101, LOB, 01:00 pm; SC 16",9
HB54-FN,2023,S,2023-04-05,"Committee Report: Ought to Pass, 04/13/2023; Vote 5-0; CC; SC 17",10
HB54-FN,2023,S,2023-04-13,"Ought to Pass: MA, VV; OT3rdg; 04/13/2023; SJ 13",11
HB54-FN,2023,S,2023-05-02,"Enrolled Adopted, VV, (In recess 04/13/2023); SJ 14",12
HB54-FN,2023,H,2023-05-02,Enrolled (in recess of) 04/06/2023 HJ 12,13
HB54-FN,2023,H,2023-05-08,Signed by Governor Sununu 05/04/2023; Chapter 11; eff: 07/03/2023,14
HB56,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Environment and Agriculture,1
HB56,2023,H,2023-02-08,Public Hearing: 02/21/2023 01:00 pm LOB 303,2
HB56,2023,H,2023-02-23,Full Committee Work Session: 02/28/2023 09:30 am LOB 201-203,3
HB56,2023,H,2023-02-23,Executive Session: 02/28/2023 01:30 pm LOB 201-203,4
HB56,2023,H,2023-03-01,Full Committee Work Session: 03/07/2023 09:30 am LOB 301-303,5
HB56,2023,H,2023-03-01,Executive Session: 03/07/2023 10:30 am LOB 301-303,6
HB56,2023,H,2023-03-13,Committee Report: Without Recommendation 03/07/2023 (Vote ; RC) HC 16 P. 26,7
HB56,2023,H,2023-03-22,Amendment #2023-0772h: AA DV 233-155 03/22/2023 HJ 10 P. 80,8
HB56,2023,H,2023-03-22,Ought to Pass with Amendment 2023-0772h: MA DV 224-155 03/22/2023 HJ 10 P. 80,9
HB56,2023,S,2023-03-24,Introduced 03/23/2023 and Referred to Energy and Natural Resources; SJ 12,10
HB56,2023,S,2023-03-30,"Hearing: 04/04/2023, Room 103, SH, 09:15 am; SC 16",11
HB56,2023,S,2023-04-05,"Committee Report: Inexpedient to Legislate, 04/13/2023; SC 17",12
HB56,2023,S,2023-04-13,"Special Order to the beginning of the Regular Calendar, Without Objection, MA; 04/13/2023; SJ 13",13
HB56,2023,S,2023-04-13,"Inexpedient to Legislate, MA, VV === BILL KILLED ===; 04/13/2023; SJ 13",14
HB57-FN,2023,H,2022-12-23,"Introduced 01/04/2023 and referred to Labor, Industrial and Rehabilitative Services",1
HB57-FN,2023,H,2023-01-11,Public Hearing: 01/19/2023 10:00 am LOB 305-307,2
HB57-FN,2023,H,2023-01-25,Executive Session: 02/07/2023 01:00 pm LOB 305-307,3
HB57-FN,2023,H,2023-02-16,Committee Report: Without Recommendation 02/08/2023 (Vote ; RC) HC 12 P. 14,4
HB57-FN,2023,H,2023-02-22,Ought to Pass: MF RC 178-183 02/22/2023 HJ 6 P. 54,5
HB57-FN,2023,H,2023-02-22,Lay HB57 on Table (Rep. Adjutant): MF DV 180-183 02/22/2023 HJ 6 P. 56,6
HB57-FN,2023,H,2023-02-22,Inexpedient to Legislate: MA VV 02/22/2023 HJ 6 P. 56,7
HB58-FN,2023,H,2022-12-23,"Introduced 01/04/2023 and referred to Labor, Industrial and Rehabilitative Services",1
HB58-FN,2023,H,2023-01-11,Public Hearing: 01/19/2023 11:00 am LOB 305-307,2
HB58-FN,2023,H,2023-01-25,Executive Session: 02/07/2023 01:00 pm LOB 305-307,3
HB58-FN,2023,H,2023-03-07,Committee Report: Without Recommendation 02/08/2023 (Vote ; RC) HC 15 P. 14,4
HB58-FN,2023,H,2023-03-16,Amendment #2023-0070h: AA DV 184-182 03/16/2023 HJ 9,5
HB58-FN,2023,H,2023-03-16,Ought to Pass with Amendment 2023-0070h: MF RC 176-194 03/16/2023 HJ 9 P. 44,6
HB58-FN,2023,H,2023-03-16,Inexpedient to Legislate: MA DV 192-182 03/16/2023 HJ 9 P. 46,7
HB59-FN,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Criminal Justice and Public Safety,1
HB59-FN,2023,H,2023-01-25,Public Hearing: 02/08/2023 09:45 am SH Reps Hall,2
HB59-FN,2023,H,2023-02-07,Executive Session: 02/16/2023 09:00 am LOB 202-204,3
HB59-FN,2023,H,2023-02-27,Majority Committee Report: Inexpedient to Legislate HB59-FN 02/16/2023 (Vote 10-9; RC) HC 14 P. 9,4
HB59-FN,2023,H,2023-02-27,Minority Committee Report: Ought to Pass with Amendment #2023-0387h,5
HB59-FN,2023,H,2023-03-09,Inexpedient to Legislate: MA RC 197-175 03/09/2023 HJ 8 P. 17,6
HB61,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Education,1
HB61,2023,H,2023-01-05,Public Hearing: 01/12/2023 09:30 am SH Reps Hall,2
HB61,2023,H,2023-03-01,Executive Session: 03/08/2023 09:30 am LOB 205-207,3
HB61,2023,H,2023-03-16,Committee Report: Without Recommendation 03/08/2023 (Vote ; RC) HC 16 P. 17,4
HB61,2023,H,2023-03-22,Lay HB61 on Table (Rep. Myler): MA VV 03/22/2023 HJ 10 P. 56,5
HB61,2023,H,2023-10-27,"Died on Table, Session ended 10/26/2023 HJ 18",6
HB62-FN,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Public Works and Highways,1
HB62-FN,2023,H,2023-02-03,Public Hearing: 02/03/2023 09:00 am LOB 201-203,2
HB62-FN,2023,H,2023-10-09,Executive Session: 02/03/2023 09:30 am LOB 201-203 HC 11 P. 21,3
HB62-FN,2023,H,2023-02-14,Inexpedient to Legislate: MA VV 02/14/2023 HJ 5,4
HB62-FN,2023,H,2023-02-08,Committee Report: Inexpedient to Legislate HB62-FN 02/03/2023 (Vote 19-0; RC) HC 11 P. 13,5
HB63,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Judiciary,1
HB63,2023,H,2023-01-11,Public Hearing: 01/18/2023 03:00 pm LOB 206-208,2
HB63,2023,H,2023-01-24,Executive Session: 01/30/2023 01:00 pm LOB 206-208,3
HB63,2023,H,2023-02-15,Committee Report: Inexpedient to Legislate HB63 01/30/2023 (Vote 12-8; RC) HC 12 P. 21,4
HB63,2023,H,2023-02-23,Inexpedient to Legislate: MA DV 189-158 02/23/2022 HJ 7 P. 10,5
HB64,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Executive Departments and Administration,1
HB64,2023,H,2023-02-15,Public Hearing: 02/16/2023 10:00 am LOB 306-308,2
HB64,2023,H,2023-02-24,Executive Session: 02/16/2023 10:00 am LOB 306-308,3
HB64,2023,H,2023-02-24,Committee Report: Inexpedient to Legislate HB 64 02/16/2023 (Vote 16-0; CC) HC 14 P. 5,4
HB64,2023,H,2023-03-09,Inexpedient to Legislate: MA VV 03/09/2023 HJ 8 P. 6,5
HB65,2023,H,2022-12-23,Introduced 01/04/2023 and referred to Executive Departments and Administration,1
HB65,2023,H,2023-01-05,Public Hearing: 01/11/2023 10:45 am LOB 306-308,2
