bill_id,session,version_status,original_sponsor,current_sponsor,requested_by,title,bill_url
HB2147,2023_2024_RS,"Enrolled - Law effective July 1, 2023; As Amended by Senate Committee; {As Amended by House Committee of the Whole}; As Amended by House Committee; As introduced; Wed, Apr 5, 2023",Committee on Transportation,Committee on Transportation,Representative Awerkamp,"Requiring a person providing wrecker or towing service or agency to provide a certification of compliance to a purchaser upon the sale and transfer of an abandoned or towed vehicle, prohibiting the manufacture, importation, distribution, sale, offer for sale, installation or reinstallation of a counterfeit supplemental restraint system component or nonfunctional airbag and providing for criminal penalties for violation thereof and expanding permitted lighting equipment on vehicles to include all ground effect lighting.",http://kslegislature.org/li/b2023_24/measures/hb2147/
HB2148,2023_2024_RS,As introduced,Committee on Transportation,Committee on Transportation,Jeff Wagaman on behalf of Kansas County Treasurers Association,"Increasing certain registration and title fees on vehicles for services provided by county treasurers and the division of vehicles, decreasing certain fees related to administrative costs and disposition of such fees and eliminating the division of vehicles modernization surcharge.",http://kslegislature.org/li/b2023_24/measures/hb2148/
HB2149,2023_2024_RS,As Amended by House Committee; As introduced,Committee on Transportation,Committee on Transportation,Representative Hoheisel,Allowing distinctive license plates to be personalized license plates.,http://kslegislature.org/li/b2023_24/measures/hb2149/
HB2150,2023_2024_RS,As introduced,Representative Corbet; Representative Buehler; Representative Clifford; Representative Ellis; Representative Fairchild,Representative Corbet; Representative Buehler; Representative Clifford; Representative Ellis; Representative Fairchild,,Repealing the zoning and planning authority for cities in the three-mile area extending from the city boundaries.,http://kslegislature.org/li/b2023_24/measures/hb2150/
HB2151,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,"Representative Ruiz, L.","Requiring the secretary of corrections to notify judges, prosecutors, nonexpert witnesses and lead investigators when an inmate is released from custody.",http://kslegislature.org/li/b2023_24/measures/hb2151/
HB2152,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Representative Bryce,"Requiring the display of the national motto in public schools, colleges and universities.",http://kslegislature.org/li/b2023_24/measures/hb2152/
HB2153,2023_2024_RS,As Amended by House Committee; As introduced,Committee on Child Welfare and Foster Care,Committee on Child Welfare and Foster Care,Representative Concannon,"Authorizing the attorney general to coordinate training regarding a multidisciplinary team approach to intervention in reports involving alleged human trafficking for law enforcement agencies and requiring training on human trafficking awareness and identification for certain child welfare agencies, juvenile justice agencies, mental health professionals and school personnel.",http://kslegislature.org/li/b2023_24/measures/hb2153/
HB2154,2023_2024_RS,As introduced,"Committee on Energy, Utilities and Telecommunications","Committee on Energy, Utilities and Telecommunications",Paul Snider on behalf of Kansans for Lower Electric Rates,"Providing for the statewide election of commissioners of the state corporation commission, establishing the utilities regulation division in the office of the attorney general, requiring such division to represent and protect the collective interests of utility customers in utility rate-related proceedings and exempting the state corporation commission from the open meetings act.",http://kslegislature.org/li/b2023_24/measures/hb2154/
HB2155,2023_2024_RS,As introduced,"Committee on Energy, Utilities and Telecommunications","Committee on Energy, Utilities and Telecommunications",Paul Snider on behalf of Kansans for Lower Electric Rates,Requiring the state corporation commission to review the regional rate competitiveness of an electric utility's rates in electric utility rate proceedings.,http://kslegislature.org/li/b2023_24/measures/hb2155/
HB2156,2023_2024_RS,As introduced,"Committee on Energy, Utilities and Telecommunications","Committee on Energy, Utilities and Telecommunications",David Nickel on behalf of Citizens' Utility Ratepayer Board,Authorizing public utilities subject to the jurisdiction of the state corporation commission to establish rates that benefit low-income residential customers.,http://kslegislature.org/li/b2023_24/measures/hb2156/
HB2157,2023_2024_RS,As introduced,Representative Garber,Representative Garber,,Creating the campus intellectual diversity act to establish an office of public policy events at each public postsecondary educational institution.,http://kslegislature.org/li/b2023_24/measures/hb2157/
HB2158,2023_2024_RS,As introduced,Representative Garber,Representative Garber,,Creating the campus free speech act to require each public postsecondary educational institution to adopt a policy of free expression.,http://kslegislature.org/li/b2023_24/measures/hb2158/
HB2159,2023_2024_RS,As introduced,Committee on Agriculture and Natural Resources,Committee on Agriculture and Natural Resources,"Leo Henning, Department of Health and Environment",Providing for additional sources of revenue for the water program management fund and creating additional fees for the regulation of underground injection control wells.,http://kslegislature.org/li/b2023_24/measures/hb2159/
HB2160,2023_2024_RS,"Enrolled - Law effective July 1, 2023; As Amended by Senate Committee; As Amended by House Committee; As introduced",Committee on Agriculture and Natural Resources,Committee on Agriculture and Natural Resources,Representative Hoffman,Exempting the transport of cotton bales from the secured load requirements under certain conditions.,http://kslegislature.org/li/b2023_24/measures/hb2160/
HB2161,2023_2024_RS,As introduced,Committee on Health and Human Services,Committee on Health and Human Services,Representative Eplee on behalf of Representatives Eplee and Resman,"Enacting the patient right to visitation act to require patient care facilities to adopt visitation rules to allow certain relatives and other persons, including clergy, to visit terminally ill patients and other patients making major medical decisions.",http://kslegislature.org/li/b2023_24/measures/hb2161/
HB2162,2023_2024_RS,As introduced,"Representative Miller, V.; Representative Alcala; Representative Amyx; Representative Ballard; Representative Boyd","Representative Miller, V.; Representative Alcala; Representative Amyx; Representative Ballard; Representative Boyd",,Providing for sales tax exemption for hygiene products.,http://kslegislature.org/li/b2023_24/measures/hb2162/
HB2163,2023_2024_RS,As introduced,Committee on Education,Committee on Education,Representative Stogsdill,Requiring statutory due process procedures for a school district's non-renewal or termination of a teacher contract.,http://kslegislature.org/li/b2023_24/measures/hb2163/
HB2164,2023_2024_RS,As introduced,Committee on Elections,Committee on Elections,"Representative Ruiz, S.",Creating the crime of elector fraud to make it a crime to falsify presidential elector certificates.,http://kslegislature.org/li/b2023_24/measures/hb2164/
HB2165,2023_2024_RS,As introduced,Committee on Elections,Committee on Elections,Representative Waggoner,Amending the campaign finance and governmental ethics statutes to extend the time frame for hearings before the governmental ethics commission and making technical amendments.,http://kslegislature.org/li/b2023_24/measures/hb2165/
