bill_id,term,session,summary,commem
LB0965,2023_2024,RS,Change provisions relating to certain license plates issued to persons with military affiliation as prescribed,0
LB0966,2023_2024,RS,Change provisions relating to traffic control signals and excise tax rates on certain fuels,0
LB0967,2023_2024,RS,Change provisions relating to trafficking offenses and the Human Trafficking Victim Assistance Fund,0
LB0968,2023_2024,RS,Adopt the Live Adult Entertainment Establishment Fee Act,0
LB0969,2023_2024,RS,Change provisions relating to contracts and sealed bids for public power districts,0
LB0970,2023_2024,RS,Provide for carrying out the death penalty by nitrogen hypoxia,0
LB0971,2023_2024,RS,Provide for a free hunting permit for veterans to hunt on Veterans Day,0
LB0972,2023_2024,RS,Prohibit kratom as a controlled substance,0
LB0973,2023_2024,RS,"Provide for free issuance of annual combination fishing, fur-harvesting, and hunting permits, habitat stamps, aquatic habitat stamps, and Nebraska migratory waterfowl stamps to certain veterans",0
LB0974,2023_2024,RS,Change penalties for motor vehicle homicide of an unborn child,0
LB0975,2023_2024,RS,Redefine qualified nonprofit organization under the Shovel-Ready Capital Recovery and Investment Act,0
LB0976,2023_2024,RS,Provide for an education and training program for judges and court staff,0
LB0977,2023_2024,RS,Prohibit discrimination based on military or veteran status,0
LB0978,2023_2024,RS,Provide for adoption by a second adult person and change provisions relating to adoptions,0
LB0979,2023_2024,RS,"Require an annual report on active cases by the Department of Correctional Services, the Office of Probation Administration, and the Division of Parole Supervision",0
LB0980,2023_2024,RS,Change provisions relating to persons present when the death penalty is carried out,0
LB0981,2023_2024,RS,Change and eliminate provisions relating to the Nebraska Lottery and Raffle Act and the Nebraska Small Lottery and Raffle Act,0
LB0982,2023_2024,RS,Provide for employment of nurse aides in intellectual and developmental disabilities facilities,0
LB0983,2023_2024,RS,Provide for duties and procedures relating to plea agreements and sentencing,0
LB0984,2023_2024,RS,Prohibit certain actions relating to distribution of drugs by 340B entities,0
LB0985,2023_2024,RS,Change provisions relating to grant eligibility under the Nebraska Teacher Recruitment and Retention Act,0
LB0986,2023_2024,RS,Terminate loan repayment assistance and provide grants to teachers under the Teach in Nebraska Today Act,0
LB0987,2023_2024,RS,Change provisions relating to applicability of and assessment instruments under the Quality Education Accountability Act,0
LB0988,2023_2024,RS,"Provide, change, and eliminate provisions regarding elections for certain purposes",0
LB0989,2023_2024,RS,Change and eliminate provisions of the Nebraska Appraisal Management Company Registration Act and the Real Property Appraiser Act,0
LB0990,2023_2024,RS,Change provisions of the Pharmacy Benefit Manager Licensure and Regulation Act,0
LB0991,2023_2024,RS,Adopt the Blockchain Basics Act,0
LB0992,2023_2024,RS,Change provisions of the Real Property Appraiser Act,0
LB0992A,2023_2024,RS,Appropriation Bill,0
LB0993,2023_2024,RS,Adopt the Apprenticeship Grant Act,0
LB0993A,2023_2024,RS,Appropriation Bill,0
LB0994,2023_2024,RS,Provide for the Legislature to administer the Department of Correctional Services and appoint the Director of Correctional Services,0
LB0995,2023_2024,RS,Change provisions relating to deferred judgments,0
LB0996,2023_2024,RS,Provide for the Department of Correctional Services to operate the county jails,0
LB0997,2023_2024,RS,Require the State Department of Education to establish criteria for salary supplements for child care and early education providers,0
LB0998,2023_2024,RS,Adopt the State Acceptance of Gifts Act,0
LB0999,2023_2024,RS,Change provisions of the Nebraska Hemp Farming Act and the Uniform Controlled Substances Act,0
LB1000,2023_2024,RS,Provide for the anonymity of certain state lottery prize winners,0
LB1001,2023_2024,RS,Provide for a migratory waterfowl hunting season for veterans,0
LB1002,2023_2024,RS,Change provisions of the Nebraska Biodiesel Tax Credit Act,0
LB1003,2023_2024,RS,"Change a requirement relating to child care licensing in cities, villages, or counties",0
LB1004,2023_2024,RS,"Change motorcycle, moped, and autocycle helmet provisions",0
LB1005,2023_2024,RS,Change provisions relating to the Attracting Excellence in Teaching Program and the Excellence in Teaching Cash Fund under the Excellence in Teaching Act,0
LB1006,2023_2024,RS,Change provisions relating to allocated income tax funds under the Tax Equity and Educational Opportunities Support Act,0
LB1007,2023_2024,RS,"Provide for medicaid coverage for certain aged, blind, and disabled individuals",0
LB1008,2023_2024,RS,Appropriate funds to the State Department of Education,0
LB1009,2023_2024,RS,Change provisions of the Barber Act,0
LB1010,2023_2024,RS,Provide transfers to the Education Future Fund for reimbursements for special education,0
LB1011,2023_2024,RS,Change provisions relating to early childhood education under the Tax Equity and Educational Opportunities Support Act,0
LB1012,2023_2024,RS,Change provisions relating to certain tax levy and bonding authority of school districts,0
LB1013,2023_2024,RS,Create the Family Engagement Grant Program for certain schools,0
LB1014,2023_2024,RS,Change requirements relating to school psychologists,0
LB1015,2023_2024,RS,Change provisions of the Rural Health Systems and Professional Incentive Act,0
LB1016,2023_2024,RS,Eliminate a termination date relating to prioritization of certain developmental disabilities services,0
LB1017,2023_2024,RS,Change the schedule of compensation for certain injuries resulting in disability under the Nebraska Workers' Compensation Act,0
LB1018,2023_2024,RS,Provide that positions of public employment shall not require a postsecondary degree and require equal consideration for non-degree-holders' wages and benefits,0
LB1019,2023_2024,RS,Change provisions relating to the correction of assessment and tax rolls,0
LB1020,2023_2024,RS,Require public contractors to provide records to members of the Legislature,0
LB1021,2023_2024,RS,Require programs for inmates related to compensation and employment and require minimum wage for inmates of jails and Department of Correctional Services facilities and state and political subdivision employees,0
LB1022,2023_2024,RS,Adopt the Cast and Crew Nebraska Act and provide for tax credits and grants,0
LB1023,2023_2024,RS,"Adopt the Relocation Incentive Act and change provisions relating to certain business deductions, nonresident income, incentives under the ImagiNE Nebraska Act, and occupation taxes",0
LB1023A,2023_2024,RS,Appropriation Bill,0
LB1024,2023_2024,RS,Change provisions relating to documents and information provided to an independent review organization under the Health Carrier External Review Act,0
LB1025,2023_2024,RS,Adopt the Individuals with Intellectual and Developmental Disabilities Support Act and provide tax credits,0
LB1026,2023_2024,RS,Change provisions relating to the achieving a better life experience program,0
LB1027,2023_2024,RS,Change provisions relating to schools which elect not to meet accreditation and approval requirements,0
LB1027A,2023_2024,RS,Appropriation Bill,0
LB1028,2023_2024,RS,Require city-county health departments to obtain approval for directed health measures,0
LB1029,2023_2024,RS,Change provisions relating to compulsory school attendance regarding illness,0
LB1030,2023_2024,RS,Change provisions of the County Bridge Match Program and provide for a transfer of funds from the Roads Operations Cash Fund,0
LB1031,2023_2024,RS,"Change provisions relating to dark fiber leases, broadband telecommunications services, the Nebraska Telecommunications Universal Service Fund, the Public Service Commission, the Nebraska Broadband Bridge Act, and the 911 Service System Act",0
LB1031A,2023_2024,RS,Appropriation Bill,0
LB1032,2023_2024,RS,Provide for tuition waivers for conservation officers of the Game and Parks Commission under the First Responder Recruitment and Retention Act,0
LB1033,2023_2024,RS,Provide for enforcement of violations relating to use of handheld wireless communication devices as a primary action,0
LB1034,2023_2024,RS,Prohibit a school district from punishing an employee or prohibiting an employee from engaging in religious expression when an employee is on duty at school,0
LB1035,2023_2024,RS,Adopt the Prescription Drug Donation Program Act,0
LB1035A,2023_2024,RS,Appropriation Bill,0
LB1036,2023_2024,RS,"Provide for issuance of free annual combination fishing, fur-harvesting, and hunting permits, habitat stamps, aquatic habitat stamps, and Nebraska migratory waterfowl stamps to certain veterans and members of the armed forces of the United States",0
LB1037,2023_2024,RS,Prohibit certain conduct relating to assistance or referrals in veterans benefits matters,0
LB1038,2023_2024,RS,Change membership of the Nebraska Information Technology Commission,0
LB1039,2023_2024,RS,Appropriate funds to the Department of Economic Development,0
LB1040,2023_2024,RS,Change provisions relating to income tax credits for food donations,0
LB1041,2023_2024,RS,Change provisions relating to homestead exemptions,0
LB1042,2023_2024,RS,Change provisions relating to registering to vote,0
LB1043,2023_2024,RS,Require the development of certain real property and provide for the revocation of property tax exemptions,0
LB1044,2023_2024,RS,Create a task force to study reparations for slavery and change permitted uses of a tax imposed on marijuana,0
LB1045,2023_2024,RS,Prohibit use of peremptory challenges against jurors based on membership in certain groups,0
LB1046,2023_2024,RS,Provide for appointment of counsel for terminating hearings and eviction proceedings under the Nebraska Housing Agency Act,0
LB1047,2023_2024,RS,Change motor fuel tax provisions,0
LB1048,2023_2024,RS,Require certain chemical facilities to comply with a federal chemical security program,0
LB1049,2023_2024,RS,Change the amount authorized for the municipal occupation tax on telecommunications companies,0
LB1050,2023_2024,RS,Require school districts to provide menstrual products to students,0
LB1051,2023_2024,RS,Eliminate obsolete provisions and reorganize provisions of the Nebraska Juvenile Code and change certain filing deadlines,0
LB1052,2023_2024,RS,"Allow a teacher employed at an approved or accredited public, private, denominational, or parochial school to receive reimbursement for school supplies",0
